,season,week,team,opponent,score,opponent_score
0,2014,1,ARI,LAC,18,17
1,2014,1,ATL,NO,37,34
2,2014,1,BAL,CIN,16,23
3,2014,1,BUF,CHI,23,20
4,2014,1,CAR,TB,20,14
5,2014,1,CHI,BUF,20,23
6,2014,1,CIN,BAL,23,16
7,2014,1,CLE,PIT,27,30
8,2014,1,DAL,SF,17,28
9,2014,1,DEN,IND,31,24
10,2014,1,DET,NYG,35,14
11,2014,1,GB,SEA,16,36
12,2014,1,HOU,WAS,17,6
13,2014,1,IND,DEN,24,31
14,2014,1,JAX,PHI,17,34
15,2014,1,KC,TEN,10,26
16,2014,1,LA,MIN,6,34
17,2014,1,LA,MIN,6,34
18,2014,1,LAC,ARI,17,18
19,2014,1,LV,NYJ,14,19
20,2014,1,MIA,NE,33,20
21,2014,1,MIN,LA,34,6
22,2014,1,NE,MIA,20,33
23,2014,1,NO,ATL,34,37
24,2014,1,NYG,DET,14,35
25,2014,1,NYJ,LV,19,14
26,2014,1,NYJ,LV,19,14
27,2014,1,PHI,JAX,34,17
28,2014,1,PIT,CLE,30,27
29,2014,1,PIT,CLE,30,27
30,2014,1,SEA,GB,36,16
31,2014,1,SF,DAL,28,17
32,2014,1,TB,CAR,14,20
33,2014,1,TEN,KC,26,10
34,2014,1,WAS,HOU,6,17
35,2014,2,ARI,NYG,25,14
36,2014,2,ATL,CIN,10,24
37,2014,2,BAL,PIT,26,6
38,2014,2,BUF,MIA,29,10
39,2014,2,CAR,DET,24,7
40,2014,2,CHI,SF,28,20
41,2014,2,CIN,ATL,24,10
42,2014,2,CIN,ATL,24,10
43,2014,2,CLE,NO,26,24
44,2014,2,CLE,NO,26,24
45,2014,2,DAL,TEN,26,10
46,2014,2,DEN,KC,24,17
47,2014,2,DET,CAR,7,24
48,2014,2,GB,NYJ,31,24
49,2014,2,HOU,LV,30,14
50,2014,2,IND,PHI,27,30
51,2014,2,JAX,WAS,10,41
52,2014,2,KC,DEN,17,24
53,2014,2,LA,TB,19,17
54,2014,2,LAC,SEA,30,21
55,2014,2,LV,HOU,14,30
56,2014,2,MIA,BUF,10,29
57,2014,2,MIN,NE,7,30
58,2014,2,NE,MIN,30,7
59,2014,2,NO,CLE,24,26
60,2014,2,NYG,ARI,14,25
61,2014,2,NYJ,GB,24,31
62,2014,2,PHI,IND,30,27
63,2014,2,PIT,BAL,6,26
64,2014,2,SEA,LAC,21,30
65,2014,2,SF,CHI,20,28
66,2014,2,TB,LA,17,19
67,2014,2,TEN,DAL,10,26
68,2014,2,WAS,JAX,41,10
69,2014,2,WAS,JAX,41,10
70,2014,3,ARI,SF,23,14
71,2014,3,ARI,SF,23,14
72,2014,3,ATL,TB,56,14
73,2014,3,ATL,TB,56,14
74,2014,3,BAL,CLE,23,21
75,2014,3,BUF,LAC,10,22
76,2014,3,BUF,LAC,10,22
77,2014,3,CAR,PIT,19,37
78,2014,3,CAR,PIT,19,37
79,2014,3,CHI,NYJ,27,19
80,2014,3,CIN,TEN,33,7
81,2014,3,CIN,TEN,33,7
82,2014,3,CIN,TEN,33,7
83,2014,3,CLE,BAL,21,23
84,2014,3,DAL,LA,34,31
85,2014,3,DEN,SEA,20,26
86,2014,3,DET,GB,19,7
87,2014,3,GB,DET,7,19
88,2014,3,HOU,NYG,17,30
89,2014,3,HOU,NYG,17,30
90,2014,3,IND,JAX,44,17
91,2014,3,IND,JAX,44,17
92,2014,3,JAX,IND,17,44
93,2014,3,JAX,IND,17,44
94,2014,3,KC,MIA,34,15
95,2014,3,LA,DAL,31,34
96,2014,3,LAC,BUF,22,10
97,2014,3,LV,NE,9,16
98,2014,3,MIA,KC,15,34
99,2014,3,MIN,NO,9,20
100,2014,3,MIN,NO,9,20
101,2014,3,NE,LV,16,9
102,2014,3,NO,MIN,20,9
103,2014,3,NYG,HOU,30,17
104,2014,3,NYJ,CHI,19,27
105,2014,3,PHI,WAS,37,34
106,2014,3,PIT,CAR,37,19
107,2014,3,SEA,DEN,26,20
108,2014,3,SEA,DEN,26,20
109,2014,3,SF,ARI,14,23
110,2014,3,TB,ATL,14,56
111,2014,3,TB,ATL,14,56
112,2014,3,TEN,CIN,7,33
113,2014,3,WAS,PHI,34,37
114,2014,4,ATL,MIN,28,41
115,2014,4,BAL,CAR,38,10
116,2014,4,BUF,HOU,17,23
117,2014,4,CAR,BAL,10,38
118,2014,4,CAR,BAL,10,38
119,2014,4,CHI,GB,17,38
120,2014,4,CHI,GB,17,38
121,2014,4,DAL,NO,38,17
122,2014,4,DET,NYJ,24,17
123,2014,4,GB,CHI,38,17
124,2014,4,HOU,BUF,23,17
125,2014,4,IND,TEN,41,17
126,2014,4,JAX,LAC,14,33
127,2014,4,KC,NE,41,14
128,2014,4,LAC,JAX,33,14
129,2014,4,LV,MIA,14,38
130,2014,4,LV,MIA,14,38
131,2014,4,MIA,LV,38,14
132,2014,4,MIN,ATL,41,28
133,2014,4,NE,KC,14,41
134,2014,4,NE,KC,14,41
135,2014,4,NO,DAL,17,38
136,2014,4,NYG,WAS,45,14
137,2014,4,NYJ,DET,17,24
138,2014,4,PHI,SF,21,26
139,2014,4,PIT,TB,24,27
140,2014,4,PIT,TB,24,27
141,2014,4,SF,PHI,26,21
142,2014,4,TB,PIT,27,24
143,2014,4,TB,PIT,27,24
144,2014,4,TEN,IND,17,41
145,2014,4,TEN,IND,17,41
146,2014,4,WAS,NYG,14,45
147,2014,5,ARI,DEN,20,41
148,2014,5,ARI,DEN,20,41
149,2014,5,ATL,NYG,20,30
150,2014,5,BAL,IND,13,20
151,2014,5,BUF,DET,17,14
152,2014,5,CAR,CHI,31,24
153,2014,5,CHI,CAR,24,31
154,2014,5,CIN,NE,17,43
155,2014,5,CIN,NE,17,43
156,2014,5,CLE,TEN,29,28
157,2014,5,DAL,HOU,20,17
158,2014,5,DEN,ARI,41,20
159,2014,5,DET,BUF,14,17
160,2014,5,GB,MIN,42,10
161,2014,5,GB,MIN,42,10
162,2014,5,HOU,DAL,17,20
163,2014,5,IND,BAL,20,13
164,2014,5,JAX,PIT,9,17
165,2014,5,KC,SF,17,22
166,2014,5,LA,PHI,28,34
167,2014,5,LAC,NYJ,31,0
168,2014,5,MIN,GB,10,42
169,2014,5,NE,CIN,43,17
170,2014,5,NO,TB,37,31
171,2014,5,NYG,ATL,30,20
172,2014,5,NYJ,LAC,0,31
173,2014,5,NYJ,LAC,0,31
174,2014,5,PHI,LA,34,28
175,2014,5,PIT,JAX,17,9
176,2014,5,SEA,WAS,27,17
177,2014,5,SF,KC,22,17
178,2014,5,SF,KC,22,17
179,2014,5,TB,NO,31,37
180,2014,5,TEN,CLE,28,29
181,2014,5,TEN,CLE,28,29
182,2014,5,WAS,SEA,17,27
183,2014,6,ARI,WAS,30,20
184,2014,6,ATL,CHI,13,27
185,2014,6,BAL,TB,48,17
186,2014,6,BUF,NE,22,37
187,2014,6,CAR,CIN,37,37
188,2014,6,CHI,ATL,27,13
189,2014,6,CIN,CAR,37,37
190,2014,6,CLE,PIT,31,10
191,2014,6,DAL,SEA,30,23
192,2014,6,DEN,NYJ,31,17
193,2014,6,DET,MIN,17,3
194,2014,6,GB,MIA,27,24
195,2014,6,HOU,IND,28,33
196,2014,6,IND,HOU,33,28
197,2014,6,JAX,TEN,14,16
198,2014,6,LA,SF,17,31
199,2014,6,LAC,LV,31,28
200,2014,6,LAC,LV,31,28
201,2014,6,LV,LAC,28,31
202,2014,6,MIA,GB,24,27
203,2014,6,MIN,DET,3,17
204,2014,6,NE,BUF,37,22
205,2014,6,NYG,PHI,0,27
206,2014,6,NYG,PHI,0,27
207,2014,6,NYJ,DEN,17,31
208,2014,6,PHI,NYG,27,0
209,2014,6,PIT,CLE,10,31
210,2014,6,SEA,DAL,23,30
211,2014,6,SF,LA,31,17
212,2014,6,TB,BAL,17,48
213,2014,6,TEN,JAX,16,14
214,2014,6,WAS,ARI,20,30
215,2014,7,ARI,LV,24,13
216,2014,7,ATL,BAL,7,29
217,2014,7,BAL,ATL,29,7
218,2014,7,BUF,MIN,17,16
219,2014,7,CAR,GB,17,38
220,2014,7,CAR,GB,17,38
221,2014,7,CHI,MIA,14,27
222,2014,7,CIN,IND,0,27
223,2014,7,CLE,JAX,6,24
224,2014,7,DAL,NYG,31,21
225,2014,7,DEN,SF,42,17
226,2014,7,DEN,SF,42,17
227,2014,7,DET,NO,24,23
228,2014,7,GB,CAR,38,17
229,2014,7,GB,CAR,38,17
230,2014,7,HOU,PIT,23,30
231,2014,7,IND,CIN,27,0
232,2014,7,JAX,CLE,24,6
233,2014,7,KC,LAC,23,20
234,2014,7,LA,SEA,28,26
235,2014,7,LA,SEA,28,26
236,2014,7,LAC,KC,20,23
237,2014,7,LV,ARI,13,24
238,2014,7,MIA,CHI,27,14
239,2014,7,MIN,BUF,16,17
240,2014,7,NE,NYJ,27,25
241,2014,7,NO,DET,23,24
242,2014,7,NYG,DAL,21,31
243,2014,7,NYJ,NE,25,27
244,2014,7,PIT,HOU,30,23
245,2014,7,PIT,HOU,30,23
246,2014,7,SEA,LA,26,28
247,2014,7,SF,DEN,17,42
248,2014,7,SF,DEN,17,42
249,2014,7,TEN,WAS,17,19
250,2014,7,WAS,TEN,19,17
251,2014,7,WAS,TEN,19,17
252,2014,8,ARI,PHI,24,20
253,2014,8,ATL,DET,21,22
254,2014,8,BAL,CIN,24,27
255,2014,8,BUF,NYJ,43,23
256,2014,8,CAR,SEA,9,13
257,2014,8,CHI,NE,23,51
258,2014,8,CHI,NE,23,51
259,2014,8,CIN,BAL,27,24
260,2014,8,CLE,LV,23,13
261,2014,8,DAL,WAS,17,20
262,2014,8,DAL,WAS,17,20
263,2014,8,DEN,LAC,35,21
264,2014,8,DET,ATL,22,21
265,2014,8,GB,NO,23,44
266,2014,8,GB,NO,23,44
267,2014,8,HOU,TEN,30,16
268,2014,8,IND,PIT,34,51
269,2014,8,JAX,MIA,13,27
270,2014,8,KC,LA,34,7
271,2014,8,LA,KC,7,34
272,2014,8,LAC,DEN,21,35
273,2014,8,LV,CLE,13,23
274,2014,8,LV,CLE,13,23
275,2014,8,LV,CLE,13,23
276,2014,8,MIA,JAX,27,13
277,2014,8,MIN,TB,19,13
278,2014,8,NE,CHI,51,23
279,2014,8,NE,CHI,51,23
280,2014,8,NO,GB,44,23
281,2014,8,NYJ,BUF,23,43
282,2014,8,NYJ,BUF,23,43
283,2014,8,PHI,ARI,20,24
284,2014,8,PIT,IND,51,34
285,2014,8,SEA,CAR,13,9
286,2014,8,TB,MIN,13,19
287,2014,8,TEN,HOU,16,30
288,2014,8,WAS,DAL,20,17
289,2014,9,ARI,DAL,28,17
290,2014,9,BAL,PIT,23,43
291,2014,9,CAR,NO,10,28
292,2014,9,CIN,JAX,33,23
293,2014,9,CLE,TB,22,17
294,2014,9,DAL,ARI,17,28
295,2014,9,DEN,NE,21,43
296,2014,9,HOU,PHI,21,31
297,2014,9,IND,NYG,40,24
298,2014,9,JAX,CIN,23,33
299,2014,9,KC,NYJ,24,10
300,2014,9,LA,SF,13,10
301,2014,9,LAC,MIA,0,37
302,2014,9,LAC,MIA,0,37
303,2014,9,LV,SEA,24,30
304,2014,9,MIA,LAC,37,0
305,2014,9,MIA,LAC,37,0
306,2014,9,MIA,LAC,37,0
307,2014,9,MIN,WAS,29,26
308,2014,9,NE,DEN,43,21
309,2014,9,NO,CAR,28,10
310,2014,9,NYG,IND,24,40
311,2014,9,NYJ,KC,10,24
312,2014,9,NYJ,KC,10,24
313,2014,9,PHI,HOU,31,21
314,2014,9,PHI,HOU,31,21
315,2014,9,PIT,BAL,43,23
316,2014,9,PIT,BAL,43,23
317,2014,9,SEA,LV,30,24
318,2014,9,SF,LA,10,13
319,2014,9,TB,CLE,17,22
320,2014,9,WAS,MIN,26,29
321,2014,10,ARI,LA,31,14
322,2014,10,ARI,LA,31,14
323,2014,10,ATL,TB,27,17
324,2014,10,BAL,TEN,21,7
325,2014,10,BUF,KC,13,17
326,2014,10,CAR,PHI,21,45
327,2014,10,CHI,GB,14,55
328,2014,10,CHI,GB,14,55
329,2014,10,CIN,CLE,3,24
330,2014,10,CIN,CLE,3,24
331,2014,10,CLE,CIN,24,3
332,2014,10,DAL,JAX,31,17
333,2014,10,DAL,JAX,31,17
334,2014,10,DEN,LV,41,17
335,2014,10,DEN,LV,41,17
336,2014,10,DET,MIA,20,16
337,2014,10,DET,MIA,20,16
338,2014,10,GB,CHI,55,14
339,2014,10,GB,CHI,55,14
340,2014,10,JAX,DAL,17,31
341,2014,10,KC,BUF,17,13
342,2014,10,LA,ARI,14,31
343,2014,10,LV,DEN,17,41
344,2014,10,MIA,DET,16,20
345,2014,10,NO,SF,24,27
346,2014,10,NYG,SEA,17,38
347,2014,10,NYJ,PIT,20,13
348,2014,10,PHI,CAR,45,21
349,2014,10,PHI,CAR,45,21
350,2014,10,PIT,NYJ,13,20
351,2014,10,SEA,NYG,38,17
352,2014,10,SF,NO,27,24
353,2014,10,TB,ATL,17,27
354,2014,10,TEN,BAL,7,21
355,2014,11,ARI,DET,14,6
356,2014,11,ATL,CAR,19,17
357,2014,11,BUF,MIA,9,22
358,2014,11,CAR,ATL,17,19
359,2014,11,CHI,MIN,21,13
360,2014,11,CIN,NO,27,10
361,2014,11,CLE,HOU,7,23
362,2014,11,DEN,LA,7,22
363,2014,11,DET,ARI,6,14
364,2014,11,GB,PHI,53,20
365,2014,11,GB,PHI,53,20
366,2014,11,HOU,CLE,23,7
367,2014,11,IND,NE,20,42
368,2014,11,KC,SEA,24,20
369,2014,11,LA,DEN,22,7
370,2014,11,LAC,LV,13,6
371,2014,11,LV,LAC,6,13
372,2014,11,MIA,BUF,22,9
373,2014,11,MIN,CHI,13,21
374,2014,11,NE,IND,42,20
375,2014,11,NO,CIN,10,27
376,2014,11,NYG,SF,10,16
377,2014,11,PHI,GB,20,53
378,2014,11,PIT,TEN,27,24
379,2014,11,SEA,KC,20,24
380,2014,11,SF,NYG,16,10
381,2014,11,SF,NYG,16,10
382,2014,11,TB,WAS,27,7
383,2014,11,TEN,PIT,24,27
384,2014,11,WAS,TB,7,27
385,2014,12,ARI,SEA,3,19
386,2014,12,ATL,CLE,24,26
387,2014,12,BAL,NO,34,27
388,2014,12,BUF,NYJ,38,3
389,2014,12,CHI,TB,21,13
390,2014,12,CIN,HOU,22,13
391,2014,12,CLE,ATL,26,24
392,2014,12,CLE,ATL,26,24
393,2014,12,DAL,NYG,31,28
394,2014,12,DEN,MIA,39,36
395,2014,12,DET,NE,9,34
396,2014,12,GB,MIN,24,21
397,2014,12,HOU,CIN,13,22
398,2014,12,IND,JAX,23,3
399,2014,12,JAX,IND,3,23
400,2014,12,KC,LV,20,24
401,2014,12,LA,LAC,24,27
402,2014,12,LA,LAC,24,27
403,2014,12,LAC,LA,27,24
404,2014,12,LV,KC,24,20
405,2014,12,MIA,DEN,36,39
406,2014,12,MIN,GB,21,24
407,2014,12,NE,DET,34,9
408,2014,12,NO,BAL,27,34
409,2014,12,NYG,DAL,28,31
410,2014,12,NYJ,BUF,3,38
411,2014,12,NYJ,BUF,3,38
412,2014,12,PHI,TEN,43,24
413,2014,12,SEA,ARI,19,3
414,2014,12,SF,WAS,17,13
415,2014,12,TB,CHI,13,21
416,2014,12,TEN,PHI,24,43
417,2014,12,WAS,SF,13,17
418,2014,12,WAS,SF,13,17
419,2014,13,ARI,ATL,18,29
420,2014,13,ATL,ARI,29,18
421,2014,13,BAL,LAC,33,34
422,2014,13,BUF,CLE,26,10
423,2014,13,CAR,MIN,13,31
424,2014,13,CHI,DET,17,34
425,2014,13,CIN,TB,14,13
426,2014,13,CIN,TB,14,13
427,2014,13,CLE,BUF,10,26
428,2014,13,CLE,BUF,10,26
429,2014,13,DAL,PHI,10,33
430,2014,13,DEN,KC,29,16
431,2014,13,DET,CHI,34,17
432,2014,13,GB,NE,26,21
433,2014,13,HOU,TEN,45,21
434,2014,13,IND,WAS,49,27
435,2014,13,JAX,NYG,25,24
436,2014,13,KC,DEN,16,29
437,2014,13,LA,LV,52,0
438,2014,13,LAC,BAL,34,33
439,2014,13,LV,LA,0,52
440,2014,13,LV,LA,0,52
441,2014,13,MIA,NYJ,16,13
442,2014,13,MIN,CAR,31,13
443,2014,13,NE,GB,21,26
444,2014,13,NO,PIT,35,32
445,2014,13,NYG,JAX,24,25
446,2014,13,NYJ,MIA,13,16
447,2014,13,PHI,DAL,33,10
448,2014,13,PIT,NO,32,35
449,2014,13,SEA,SF,19,3
450,2014,13,SF,SEA,3,19
451,2014,13,TB,CIN,13,14
452,2014,13,TEN,HOU,21,45
453,2014,13,TEN,HOU,21,45
454,2014,13,WAS,IND,27,49
455,2014,14,ARI,KC,17,14
456,2014,14,ATL,GB,37,43
457,2014,14,BAL,MIA,28,13
458,2014,14,BUF,DEN,17,24
459,2014,14,CAR,NO,41,10
460,2014,14,CHI,DAL,28,41
461,2014,14,CIN,PIT,21,42
462,2014,14,CIN,PIT,21,42
463,2014,14,CLE,IND,24,25
464,2014,14,DAL,CHI,41,28
465,2014,14,DEN,BUF,24,17
466,2014,14,DET,TB,34,17
467,2014,14,GB,ATL,43,37
468,2014,14,HOU,JAX,27,13
469,2014,14,IND,CLE,25,24
470,2014,14,JAX,HOU,13,27
471,2014,14,JAX,HOU,13,27
472,2014,14,KC,ARI,14,17
473,2014,14,LA,WAS,24,0
474,2014,14,LA,WAS,24,0
475,2014,14,LAC,NE,14,23
476,2014,14,LV,SF,24,13
477,2014,14,MIA,BAL,13,28
478,2014,14,MIN,NYJ,30,24
479,2014,14,NE,LAC,23,14
480,2014,14,NO,CAR,10,41
481,2014,14,NYG,TEN,36,7
482,2014,14,NYG,TEN,36,7
483,2014,14,NYJ,MIN,24,30
484,2014,14,PHI,SEA,14,24
485,2014,14,PIT,CIN,42,21
486,2014,14,SEA,PHI,24,14
487,2014,14,SF,LV,13,24
488,2014,14,TB,DET,17,34
489,2014,14,TEN,NYG,7,36
490,2014,14,TEN,NYG,7,36
491,2014,14,WAS,LA,0,24
492,2014,14,WAS,LA,0,24
493,2014,15,ARI,LA,12,6
494,2014,15,ARI,LA,12,6
495,2014,15,ATL,PIT,20,27
496,2014,15,BAL,JAX,20,12
497,2014,15,BUF,GB,21,13
498,2014,15,CAR,TB,19,17
499,2014,15,CHI,NO,15,31
500,2014,15,CIN,CLE,30,0
501,2014,15,CLE,CIN,0,30
502,2014,15,DAL,PHI,38,27
503,2014,15,DEN,LAC,22,10
504,2014,15,DEN,LAC,22,10
505,2014,15,DET,MIN,16,14
506,2014,15,GB,BUF,13,21
507,2014,15,HOU,IND,10,17
508,2014,15,HOU,IND,10,17
509,2014,15,IND,HOU,17,10
510,2014,15,JAX,BAL,12,20
511,2014,15,JAX,BAL,12,20
512,2014,15,KC,LV,31,13
513,2014,15,KC,LV,31,13
514,2014,15,LA,ARI,6,12
515,2014,15,LAC,DEN,10,22
516,2014,15,LV,KC,13,31
517,2014,15,MIA,NE,13,41
518,2014,15,MIN,DET,14,16
519,2014,15,NE,MIA,41,13
520,2014,15,NO,CHI,31,15
521,2014,15,NYG,WAS,24,13
522,2014,15,NYJ,TEN,16,11
523,2014,15,PHI,DAL,27,38
524,2014,15,PIT,ATL,27,20
525,2014,15,SEA,SF,17,7
526,2014,15,SF,SEA,7,17
527,2014,15,TB,CAR,17,19
528,2014,15,TEN,NYJ,11,16
529,2014,15,TEN,NYJ,11,16
530,2014,15,WAS,NYG,13,24
531,2014,15,WAS,NYG,13,24
532,2014,16,ARI,SEA,6,35
533,2014,16,ARI,SEA,6,35
534,2014,16,ATL,NO,30,14
535,2014,16,BAL,HOU,13,25
536,2014,16,BUF,LV,24,26
537,2014,16,CAR,CLE,17,13
538,2014,16,CHI,DET,14,20
539,2014,16,CIN,DEN,37,28
540,2014,16,CLE,CAR,13,17
541,2014,16,CLE,CAR,13,17
542,2014,16,DAL,IND,42,7
543,2014,16,DAL,IND,42,7
544,2014,16,DEN,CIN,28,37
545,2014,16,DET,CHI,20,14
546,2014,16,GB,TB,20,3
547,2014,16,HOU,BAL,25,13
548,2014,16,HOU,BAL,25,13
549,2014,16,IND,DAL,7,42
550,2014,16,IND,DAL,7,42
551,2014,16,IND,DAL,7,42
552,2014,16,JAX,TEN,21,13
553,2014,16,JAX,TEN,21,13
554,2014,16,KC,PIT,12,20
555,2014,16,KC,PIT,12,20
556,2014,16,LA,NYG,27,37
557,2014,16,LAC,SF,38,35
558,2014,16,LV,BUF,26,24
559,2014,16,MIA,MIN,37,35
560,2014,16,MIN,MIA,35,37
561,2014,16,NE,NYJ,17,16
562,2014,16,NO,ATL,14,30
563,2014,16,NYG,LA,37,27
564,2014,16,NYJ,NE,16,17
565,2014,16,PHI,WAS,24,27
566,2014,16,PIT,KC,20,12
567,2014,16,SEA,ARI,35,6
568,2014,16,SEA,ARI,35,6
569,2014,16,SF,LAC,35,38
570,2014,16,TB,GB,3,20
571,2014,16,TEN,JAX,13,21
572,2014,16,WAS,PHI,27,24
573,2014,17,ARI,SF,17,20
574,2014,17,ARI,SF,17,20
575,2014,17,ATL,CAR,3,34
576,2014,17,BAL,CLE,20,10
577,2014,17,BUF,NE,17,9
578,2014,17,CAR,ATL,34,3
579,2014,17,CHI,MIN,9,13
580,2014,17,CIN,PIT,17,27
581,2014,17,CLE,BAL,10,20
582,2014,17,DAL,WAS,44,17
583,2014,17,DEN,LV,47,14
584,2014,17,DEN,LV,47,14
585,2014,17,DET,GB,20,30
586,2014,17,GB,DET,30,20
587,2014,17,GB,DET,30,20
588,2014,17,HOU,JAX,23,17
589,2014,17,IND,TEN,27,10
590,2014,17,IND,TEN,27,10
591,2014,17,JAX,HOU,17,23
592,2014,17,JAX,HOU,17,23
593,2014,17,KC,LAC,19,7
594,2014,17,LA,SEA,6,20
595,2014,17,LAC,KC,7,19
596,2014,17,LV,DEN,14,47
597,2014,17,MIA,NYJ,24,37
598,2014,17,MIN,CHI,13,9
599,2014,17,NE,BUF,9,17
600,2014,17,NE,BUF,9,17
601,2014,17,NO,TB,23,20
602,2014,17,NYG,PHI,26,34
603,2014,17,NYJ,MIA,37,24
604,2014,17,NYJ,MIA,37,24
605,2014,17,NYJ,MIA,37,24
606,2014,17,PHI,NYG,34,26
607,2014,17,PIT,CIN,27,17
608,2014,17,PIT,CIN,27,17
609,2014,17,SEA,LA,20,6
610,2014,17,SF,ARI,20,17
611,2014,17,TB,NO,20,23
612,2014,17,TEN,IND,10,27
613,2014,17,TEN,IND,10,27
614,2014,17,WAS,DAL,17,44
615,2014,18,ARI,CAR,16,27
616,2014,18,BAL,PIT,30,17
617,2014,18,CAR,ARI,27,16
618,2014,18,CIN,IND,10,26
619,2014,18,DAL,DET,24,20
620,2014,18,DET,DAL,20,24
621,2014,18,IND,CIN,26,10
622,2014,18,PIT,BAL,17,30
623,2014,18,PIT,BAL,17,30
624,2014,19,BAL,NE,31,35
625,2014,19,CAR,SEA,17,31
626,2014,19,DAL,GB,21,26
627,2014,19,DEN,IND,13,24
628,2014,19,GB,DAL,26,21
629,2014,19,IND,DEN,24,13
630,2014,19,NE,BAL,35,31
631,2014,19,NE,BAL,35,31
632,2014,19,SEA,CAR,31,17
633,2014,20,GB,SEA,22,28
634,2014,20,IND,NE,7,45
635,2014,20,NE,IND,45,7
636,2014,20,SEA,GB,28,22
637,2014,20,SEA,GB,28,22
638,2014,21,NE,SEA,28,24
639,2014,21,SEA,NE,24,28
640,2015,1,ARI,NO,31,19
641,2015,1,ATL,PHI,26,24
642,2015,1,BAL,DEN,13,19
643,2015,1,BUF,IND,27,14
644,2015,1,CAR,JAX,20,9
645,2015,1,CHI,GB,23,31
646,2015,1,CIN,LV,33,13
647,2015,1,CLE,NYJ,10,31
648,2015,1,CLE,NYJ,10,31
649,2015,1,DAL,NYG,27,26
650,2015,1,DEN,BAL,19,13
651,2015,1,DET,LAC,28,33
652,2015,1,GB,CHI,31,23
653,2015,1,HOU,KC,20,27
654,2015,1,HOU,KC,20,27
655,2015,1,IND,BUF,14,27
656,2015,1,JAX,CAR,9,20
657,2015,1,KC,HOU,27,20
658,2015,1,LA,SEA,34,31
659,2015,1,LAC,DET,33,28
660,2015,1,LV,CIN,13,33
661,2015,1,LV,CIN,13,33
662,2015,1,MIA,WAS,17,10
663,2015,1,MIN,SF,3,20
664,2015,1,NE,PIT,28,21
665,2015,1,NO,ARI,19,31
666,2015,1,NYG,DAL,26,27
667,2015,1,NYJ,CLE,31,10
668,2015,1,PHI,ATL,24,26
669,2015,1,PIT,NE,21,28
670,2015,1,SEA,LA,31,34
671,2015,1,SF,MIN,20,3
672,2015,1,TB,TEN,14,42
673,2015,1,TEN,TB,42,14
674,2015,1,WAS,MIA,10,17
675,2015,2,ARI,CHI,48,23
676,2015,2,ATL,NYG,24,20
677,2015,2,BAL,LV,33,37
678,2015,2,BUF,NE,32,40
679,2015,2,CAR,HOU,24,17
680,2015,2,CHI,ARI,23,48
681,2015,2,CHI,ARI,23,48
682,2015,2,CIN,LAC,24,19
683,2015,2,CLE,TEN,28,14
684,2015,2,DAL,PHI,20,10
685,2015,2,DAL,PHI,20,10
686,2015,2,DEN,KC,31,24
687,2015,2,DET,MIN,16,26
688,2015,2,GB,SEA,27,17
689,2015,2,HOU,CAR,17,24
690,2015,2,IND,NYJ,7,20
691,2015,2,JAX,MIA,23,20
692,2015,2,KC,DEN,24,31
693,2015,2,LA,WAS,10,24
694,2015,2,LAC,CIN,19,24
695,2015,2,LV,BAL,37,33
696,2015,2,MIA,JAX,20,23
697,2015,2,MIN,DET,26,16
698,2015,2,NE,BUF,40,32
699,2015,2,NO,TB,19,26
700,2015,2,NYG,ATL,20,24
701,2015,2,NYJ,IND,20,7
702,2015,2,PHI,DAL,10,20
703,2015,2,PIT,SF,43,18
704,2015,2,SEA,GB,17,27
705,2015,2,SF,PIT,18,43
706,2015,2,TB,NO,26,19
707,2015,2,TEN,CLE,14,28
708,2015,2,WAS,LA,24,10
709,2015,3,ARI,SF,47,7
710,2015,3,ATL,DAL,39,28
711,2015,3,BAL,CIN,24,28
712,2015,3,BUF,MIA,41,14
713,2015,3,CAR,NO,27,22
714,2015,3,CHI,SEA,0,26
715,2015,3,CIN,BAL,28,24
716,2015,3,CLE,LV,20,27
717,2015,3,DAL,ATL,28,39
718,2015,3,DEN,DET,24,12
719,2015,3,DET,DEN,12,24
720,2015,3,GB,KC,38,28
721,2015,3,HOU,TB,19,9
722,2015,3,IND,TEN,35,33
723,2015,3,JAX,NE,17,51
724,2015,3,KC,GB,28,38
725,2015,3,LA,PIT,6,12
726,2015,3,LA,PIT,6,12
727,2015,3,LAC,MIN,14,31
728,2015,3,LAC,MIN,14,31
729,2015,3,LV,CLE,27,20
730,2015,3,MIA,BUF,14,41
731,2015,3,MIN,LAC,31,14
732,2015,3,NE,JAX,51,17
733,2015,3,NO,CAR,22,27
734,2015,3,NYG,WAS,32,21
735,2015,3,NYJ,PHI,17,24
736,2015,3,PHI,NYJ,24,17
737,2015,3,PIT,LA,12,6
738,2015,3,PIT,LA,12,6
739,2015,3,SEA,CHI,26,0
740,2015,3,SF,ARI,7,47
741,2015,3,TB,HOU,9,19
742,2015,3,TEN,IND,33,35
743,2015,3,WAS,NYG,21,32
744,2015,4,ARI,LA,22,24
745,2015,4,ATL,HOU,48,21
746,2015,4,BAL,PIT,23,20
747,2015,4,BAL,PIT,23,20
748,2015,4,BUF,NYG,10,24
749,2015,4,CAR,TB,37,23
750,2015,4,CHI,LV,22,20
751,2015,4,CIN,KC,36,21
752,2015,4,CLE,LAC,27,30
753,2015,4,DAL,NO,20,26
754,2015,4,DEN,MIN,23,20
755,2015,4,DET,SEA,10,13
756,2015,4,GB,SF,17,3
757,2015,4,HOU,ATL,21,48
