,season,week,team,opponent,score,opponent_score,total_rushes,total_rush_yards,rushing_epa,rush_tds,rushing_epa_standardized,rushing_epa_per_attempt,rushing_epa_per_attempt_standardized,rush_discrepancy,rush_discrepancy_abs,rushing_value
723,2015,3,JAX,NE,17,51,20,57.0,-7.7623234,0.0,-1.2710384535476433,-0.38811617,-1.551384350650989,0.2803458971033457,0.2803458971033457,-1.2710384535476433
724,2015,3,KC,GB,28,38,18,75.0,1.1441237,3.0,0.4146332592751743,0.06356242777777778,0.5653030370226483,-0.15066977774747398,0.15066977774747398,0.4146332592751743
725,2015,3,LA,PIT,6,12,18,71.0,-3.8268526,0.0,-0.5261946645804149,-0.2126029222222222,-0.7288820674597041,0.2026874028792892,0.2026874028792892,-0.5261946645804149
727,2015,3,LAC,MIN,14,31,28,90.0,-4.14299,0.0,-0.5860281612106651,-0.14796392857142857,-0.4259663586222757,-0.16006180258838942,0.16006180258838942,-0.5860281612106651
729,2015,3,LV,CLE,27,20,29,156.0,3.2645626,1.0,0.8159564617112086,0.11257112413793104,0.7949709690040095,0.02098549270719907,0.02098549270719907,0.8159564617112086
730,2015,3,MIA,BUF,14,41,19,103.0,3.7873619,0.0,0.9149036604761988,0.19933483684210526,1.2015690617456534,-0.2866654012694546,0.2866654012694546,0.9149036604761988
731,2015,3,MIN,LAC,31,14,30,164.0,3.5506043,3.0,0.87009391932635,0.11835347666666667,0.8220686281113361,0.04802529121501398,0.04802529121501398,0.87009391932635
732,2015,3,NE,JAX,51,17,30,127.0,7.957877,4.0,1.70423292421487,0.26526256666666664,1.5105241348976048,0.1937087893172651,0.1937087893172651,1.70423292421487
733,2015,3,NO,CAR,22,27,25,70.0,0.26572248,2.0,0.24838334250835795,0.0106288992,0.31724228568997415,-0.0688589431816162,0.0688589431816162,0.24838334250835795
734,2015,3,NYG,WAS,32,21,31,84.0,-6.03215,1.0,-0.943578544347882,-0.19458548387096772,-0.644447505574505,-0.299131038773377,0.299131038773377,-0.943578544347882
735,2015,3,NYJ,PHI,17,24,16,47.0,-1.4395223,0.0,-0.07435847101285734,-0.08997014375,-0.15419188558122407,0.07983341456836673,0.07983341456836673,-0.07435847101285734
736,2015,3,PHI,NYJ,24,17,35,125.0,-8.71929,1.0,-1.4521579852334296,-0.24912257142857144,-0.9000229655621559,-0.5521350196712738,0.5521350196712738,-1.4521579852334296
737,2015,3,PIT,LA,12,6,20,64.0,-6.020815,1.0,-0.9414332344784899,-0.30104074999999997,-1.143325513687754,0.2018922792092641,0.2018922792092641,-0.9414332344784899
739,2015,3,SEA,CHI,26,0,27,161.0,-0.76117563,0.0,0.054028278525749866,-0.02819169,0.13531856394186753,-0.08129028541611766,0.08129028541611766,0.054028278525749866
740,2015,3,SF,ARI,7,47,29,103.0,-3.367209,1.0,-0.4392005797561704,-0.11611065517241378,-0.27669335256989125,-0.16250722718627914,0.16250722718627914,-0.4392005797561704
741,2015,3,TB,HOU,9,19,20,57.0,-5.2168245,0.0,-0.7892666041699495,-0.260841225,-0.9549397279175048,0.16567312374755527,0.16567312374755527,-0.7892666041699495
742,2015,3,TEN,IND,33,35,28,88.0,-2.547113,2.0,-0.2839857546437929,-0.09096832142857143,-0.1588696146418536,-0.1251161400019393,0.1251161400019393,-0.2839857546437929
743,2015,3,WAS,NYG,21,32,20,88.0,-7.72013,0.0,-1.2630527528468758,-0.38600650000000003,-1.5414978696374468,0.27844511679057105,0.27844511679057105,-1.2630527528468758
744,2015,4,ARI,LA,22,24,20,114.0,0.16752335,0.0,0.22979776132135346,0.0083761675,0.30668537907393706,-0.0768876177525836,0.0768876177525836,0.22979776132135346
745,2015,4,ATL,HOU,48,21,35,136.0,1.2026736,4.0,0.4257146600975746,0.034362102857142855,0.4284624610476734,-0.0027478009500988,0.0027478009500988,0.4257146600975746
746,2015,4,BAL,PIT,23,20,39,191.0,-2.0762093,1.0,-0.19486053583980964,-0.05323613589743589,0.017953554788924575,-0.21281409062873421,0.21281409062873421,-0.19486053583980964
748,2015,4,BUF,NYG,10,24,24,55.0,-8.464053,0.0,-1.4038507549613541,-0.352668875,-1.3852687927680332,-0.018581962193320978,0.018581962193320978,-1.4038507549613541
749,2015,4,CAR,TB,37,23,30,136.0,3.4431942,0.0,0.8497650311391101,0.11477314000000001,0.8052902075635303,0.04447482357557975,0.04447482357557975,0.8497650311391101
750,2015,4,CHI,LV,22,20,29,98.0,-16.700268,0.0,-2.962671515961213,-0.5758713103448276,-2.431255434855686,-0.5314160811055273,0.5314160811055273,-2.962671515961213
751,2015,4,CIN,KC,36,21,27,126.0,5.4392285,4.0,1.2275428946975309,0.2014529074074074,1.211494910067525,0.016047984630005896,0.016047984630005896,1.2275428946975309
752,2015,4,CLE,LAC,27,30,21,100.0,-1.7091337,0.0,-0.12538626080734877,-0.08138731904761905,-0.11397046068413033,-0.01141580012321844,0.01141580012321844,-0.12538626080734877
753,2015,4,DAL,NO,20,26,27,116.0,-3.3553298,1.0,-0.4369522723013419,-0.12427147407407407,-0.3149371447867887,-0.12201512751455323,0.12201512751455323,-0.4369522723013419
754,2015,4,DEN,MIN,23,20,22,146.0,1.8605195,1.0,0.5502213475090417,0.08456906818181818,0.6637458036699712,-0.11352445616092943,0.11352445616092943,0.5502213475090417
755,2015,4,DET,SEA,10,13,18,53.0,-3.5282466,0.0,-0.4696792345972097,-0.1960137,-0.6511405104723861,0.18146127587517635,0.18146127587517635,-0.4696792345972097
756,2015,4,GB,SF,17,3,33,162.0,4.2152762,1.0,0.9958925242648106,0.12773564242424243,0.8660359801750145,0.12985654408979608,0.12985654408979608,0.9958925242648106
757,2015,4,HOU,ATL,21,48,17,54.0,-9.063124,1.0,-1.5172334571021977,-0.5331249411764706,-2.2309344523414367,0.713700995239239,0.713700995239239,-1.5172334571021977
759,2015,4,IND,JAX,16,13,22,63.0,-13.682435,0.0,-2.3915037242473627,-0.6219288636363637,-2.6470935167106617,0.25558979246329905,0.25558979246329905,-2.3915037242473627
760,2015,4,JAX,IND,13,16,28,142.0,-1.2690318,0.0,-0.042090720480210224,-0.04532256428571429,0.0550386797082691,-0.09712940018847932,0.09712940018847932,-0.042090720480210224
761,2015,4,KC,CIN,21,36,23,113.0,2.4810932,0.0,0.6676737412712854,0.10787361739130436,0.7729571889997853,-0.10528344772849985,0.10528344772849985,0.6676737412712854
762,2015,4,LA,ARI,24,22,25,165.0,2.8827763,0.0,0.7436979776010537,0.11531105200000001,0.8078110078664007,-0.06411303026534698,0.06411303026534698,0.7436979776010537
763,2015,4,LAC,CLE,30,27,21,91.0,-2.8939385,0.0,-0.34962741040971895,-0.13780659523809524,-0.37836636281808783,0.02873895240836888,0.02873895240836888,-0.34962741040971895
764,2015,4,LV,CHI,20,22,22,70.0,-9.420708,0.0,-1.584911311917956,-0.428214,-1.7392935663004745,0.1543822543825184,0.1543822543825184,-1.584911311917956
765,2015,4,MIA,NYJ,14,27,11,59.0,0.76239896,0.0,0.3423864262700532,0.06930899636363635,0.5922330029495989,-0.24984657667954568,0.24984657667954568,0.3423864262700532
766,2015,4,MIN,DEN,20,23,21,113.0,2.6101685,1.0,0.692103076514754,0.1242937380952381,0.8499062907927268,-0.15780321427797284,0.15780321427797284,0.692103076514754
767,2015,4,NO,DAL,26,20,25,103.0,-1.2371526,1.0,-0.03605712873885004,-0.049486103999999996,0.035527212827470074,-0.07158434156632011,0.07158434156632011,-0.03605712873885004
768,2015,4,NYG,BUF,24,10,27,96.0,0.06380443,0.0,0.21016748141675126,0.0023631270370370367,0.2785066542635424,-0.06833917284679111,0.06833917284679111,0.21016748141675126
769,2015,4,NYJ,MIA,27,14,39,211.0,5.132034,2.0,1.169401969009582,0.1315906153846154,0.8841014202582722,0.28530054875130983,0.28530054875130983,1.169401969009582
770,2015,4,PHI,WAS,20,23,18,87.0,-4.7938004,0.0,-0.7092032802422376,-0.26632224444444447,-0.9806252591486248,0.2714219789063872,0.2714219789063872,-0.7092032802422376
771,2015,4,PIT,BAL,20,23,32,168.0,1.3597931,1.0,0.4554517588204609,0.042493534375,0.46656853608036325,-0.011116777259902344,0.011116777259902344,0.4554517588204609
772,2015,4,SEA,DET,13,10,28,114.0,-5.0231137,0.0,-0.7526040818013746,-0.17939691785714285,-0.5732698002847608,-0.1793342815166138,0.1793342815166138,-0.7526040818013746
773,2015,4,SF,GB,3,17,19,77.0,-4.802831,0.0,-0.7109124496561353,-0.25278057894736844,-0.9171653726125389,0.20625292295640363,0.20625292295640363,-0.7109124496561353
774,2015,4,TB,CAR,23,37,30,141.0,0.97148097,1.0,0.381958168622527,0.032382699,0.4191864422145026,-0.03722827359197556,0.03722827359197556,0.381958168622527
775,2015,4,WAS,PHI,23,20,32,127.0,-3.6716437,1.0,-0.4968191740654209,-0.114738865625,-0.2702647778093447,-0.2265543962560762,0.2265543962560762,-0.4968191740654209
776,2015,5,ARI,DET,42,17,21,191.0,8.261526,3.0,1.761702813630924,0.393406,2.111038727540119,-0.34933591390919494,0.34933591390919494,1.761702813630924
778,2015,5,ATL,WAS,25,19,32,176.0,7.312295,1.0,1.5820473542014828,0.22850921875,1.3382880617855815,0.24375929241590133,0.24375929241590133,1.5820473542014828
779,2015,5,BAL,CLE,30,33,31,181.0,7.838939,3.0,1.6817222170912942,0.252869,1.4524445482607986,0.2292776688304956,0.2292776688304956,1.6817222170912942
780,2015,5,BUF,TEN,14,13,25,130.0,4.214817,1.0,0.9958056141375918,0.16859268,1.057503046712584,-0.06169743257499227,0.06169743257499227,0.9958056141375918
782,2015,5,CHI,KC,18,17,25,88.0,-2.2328784,0.0,-0.22451238996056333,-0.089315136,-0.15112234310107406,-0.07339004685948927,0.07339004685948927,-0.22451238996056333
783,2015,5,CIN,SEA,27,24,31,109.0,-11.543015,1.0,-1.986588078832774,-0.3723553225806452,-1.4775247807804455,-0.5090632980523286,0.5090632980523286,-1.986588078832774
784,2015,5,CLE,BAL,33,30,25,83.0,-1.3175986,1.0,-0.05128267772456673,-0.052703943999999996,0.020447549152763988,-0.07173022687733072,0.07173022687733072,-0.05128267772456673
785,2015,5,DAL,NE,6,30,23,103.0,0.8830418,0.0,0.36521979859678144,0.03839312173913043,0.447352899666984,-0.08213310107020255,0.08213310107020255,0.36521979859678144
786,2015,5,DEN,LV,16,10,18,43.0,-6.833248,0.0,-1.0951977279164828,-0.3796248888888889,-1.5115919236431392,0.41639419572665637,0.41639419572665637,-1.0951977279164828
787,2015,5,DET,ARI,17,42,18,56.0,-7.251891,0.0,-1.1744318663948086,-0.4028828333333333,-1.6205849065096647,0.4461530401148561,0.4461530401148561,-1.1744318663948086
789,2015,5,GB,LA,24,10,26,88.0,-7.6538763,0.0,-1.2505132983701466,-0.2943798576923077,-1.1121107808938808,-0.13840251747626575,0.13840251747626575,-1.2505132983701466
790,2015,5,HOU,IND,20,27,28,82.0,-7.097149,0.0,-1.1451447433414839,-0.25346960714285716,-0.9203943440500124,-0.22475039929147145,0.22475039929147145,-1.1451447433414839
792,2015,5,IND,HOU,27,20,27,113.0,0.09322375,1.0,0.2157355059025737,0.003452731481481481,0.28361283373818597,-0.06787732783561226,0.06787732783561226,0.2157355059025737
793,2015,5,JAX,TB,31,38,17,55.0,-7.766898,0.0,-1.2719042616225018,-0.4568763529411765,-1.8736130608927055,0.6017087992702037,0.6017087992702037,-1.2719042616225018
794,2015,5,KC,CHI,17,18,25,117.0,1.3941056,0.0,0.46194588717454194,0.055764224,0.528758556801223,-0.06681266962668103,0.06681266962668103,0.46194588717454194
795,2015,5,LA,GB,10,24,36,191.0,-0.47193277,0.0,0.10877160117322514,-0.013109243611111111,0.2059989641283994,-0.09722736295517427,0.09722736295517427,0.10877160117322514
797,2015,5,LAC,PIT,20,24,19,52.0,-7.4047837,0.0,-1.2033689831365793,-0.38972545789473684,-1.5589259065420238,0.35555692340544454,0.35555692340544454,-1.2033689831365793
798,2015,5,LV,DEN,10,16,24,66.0,-2.500002,0.0,-0.275069328242653,-0.10416674999999999,-0.22072100063114275,-0.05434832761151026,0.05434832761151026,-0.275069328242653
799,2015,5,NE,DAL,30,6,21,111.0,-1.6962783,1.0,-0.12295319362649475,-0.08077515714285714,-0.11110170535811134,-0.011851488268383406,0.011851488268383406,-0.12295319362649475
800,2015,5,NO,PHI,17,39,20,97.0,0.68973505,0.0,0.3286337484340053,0.0344867525,0.42904660279849316,-0.10041285436448788,0.10041285436448788,0.3286337484340053
801,2015,5,NYG,SF,30,27,21,84.0,-4.098713,0.0,-0.5776481095929268,-0.19517680952380953,-0.6472186166201384,0.06957050702721157,0.06957050702721157,-0.5776481095929268
802,2015,5,PHI,NO,39,17,34,186.0,4.5510945,2.0,1.0594509109708008,0.13385572058823528,0.8947163124401131,0.16473459853068773,0.16473459853068773,1.0594509109708008
803,2015,5,PIT,LAC,24,20,27,155.0,5.0567307,1.0,1.1551497490988827,0.18728632222222222,1.1451064818014625,0.010043267297420222,0.010043267297420222,1.1551497490988827
804,2015,5,SEA,CIN,24,27,30,200.0,6.9281025,1.0,1.509333462538815,0.23093675,1.349664126105075,0.15966933643374004,0.15966933643374004,1.509333462538815
805,2015,5,SF,NYG,27,30,26,125.0,5.628363,1.0,1.263339287242083,0.21647550000000002,1.2818948192669963,-0.018555532024913335,0.018555532024913335,1.263339287242083
806,2015,5,TB,JAX,38,31,38,185.0,-3.2324097,2.0,-0.4136878961498963,-0.08506341315789473,-0.13119762636655247,-0.28249026978334385,0.28249026978334385,-0.4136878961498963
807,2015,5,TEN,BUF,13,14,28,97.0,-2.8899658,1.0,-0.3488755204654637,-0.10321306428571429,-0.2162517728812235,-0.13262374758424023,0.13262374758424023,-0.3488755204654637
808,2015,5,WAS,ATL,19,25,24,51.0,-4.4290943,1.0,-0.6401774667656235,-0.18454559583333333,-0.597397890012752,-0.04277957675287147,0.04277957675287147,-0.6401774667656235
809,2015,6,ARI,PIT,13,25,19,56.0,-5.0300827,0.0,-0.7539230641110167,-0.2647411947368421,-0.9732160349971329,0.2192929708861162,0.2192929708861162,-0.7539230641110167
810,2015,6,ATL,NO,21,31,21,150.0,-6.6506886,1.0,-1.0606457665075495,-0.31669945714285713,-1.216706426752109,0.15606066024455956,0.15606066024455956,-1.0606457665075495
811,2015,6,BAL,SF,20,25,22,77.0,-2.661952,0.0,-0.3057206677528439,-0.12099781818181818,-0.2995959128293456,-0.006124754923498288,0.006124754923498288,-0.3057206677528439
812,2015,6,BUF,CIN,21,34,23,112.0,5.5603356,2.0,1.2504641348284025,0.24175372173913043,1.4003553648878881,-0.14989123005948568,0.14989123005948568,1.2504641348284025
813,2015,6,CAR,SEA,27,23,32,136.0,4.1442842,3.0,0.9824562791613377,0.12950888125,0.8743458542232441,0.10811042493809364,0.10811042493809364,0.9824562791613377
814,2015,6,CHI,DET,34,37,31,91.0,-3.8213806,2.0,-0.5251590107996197,-0.12327034193548386,-0.31024557033191225,-0.21491344046770744,0.21491344046770744,-0.5251590107996197
815,2015,6,CIN,BUF,34,21,26,114.0,0.32566527,1.0,0.2597283675622516,0.012525587307692309,0.32613067627490533,-0.06640230871265373,0.06640230871265373,0.2597283675622516
816,2015,6,CLE,DEN,23,26,32,110.0,-4.1015134,0.0,-0.5781781250987269,-0.12817229375,-0.33321743490955397,-0.24496069018917294,0.24496069018917294,-0.5781781250987269
817,2015,6,DEN,CLE,26,23,33,152.0,-0.46521688,0.0,0.11004267881757891,-0.014097481212121211,0.2013678169445958,-0.09132513812701688,0.09132513812701688,0.11004267881757891
818,2015,6,DET,CHI,37,34,32,155.0,1.8664058,0.0,0.5513354134538323,0.05832518125,0.5407598912414997,0.0105755222123326,0.0105755222123326,0.5513354134538323
819,2015,6,GB,LAC,27,20,16,134.0,5.1176147,1.0,1.1666729115239425,0.31985091875,1.7663398342403653,-0.5996669227164229,0.5996669227164229,1.1666729115239425
820,2015,6,HOU,JAX,31,20,28,98.0,-2.5271978,0.0,-0.2802165199626361,-0.0902570642857143,-0.15553647237855958,-0.1246800475840765,0.1246800475840765,-0.2802165199626361
821,2015,6,IND,NE,27,34,21,121.0,-0.6638752,0.0,0.07244376796333904,-0.031613104761904764,0.11928489418165619,-0.04684112621831715,0.04684112621831715,0.07244376796333904
822,2015,6,JAX,HOU,20,31,21,83.0,-0.5848291,0.0,0.08740436597541994,-0.02784900476190476,0.13692447913241856,-0.04952011315699863,0.04952011315699863,0.08740436597541994
823,2015,6,KC,MIN,10,16,18,57.0,-11.752709,0.0,-2.0262756489917737,-0.6529282777777777,-2.792365108637374,0.7660894596456003,0.7660894596456003,-2.0262756489917737
824,2015,6,LAC,GB,20,27,21,60.0,-9.337854,0.0,-1.5692300147041411,-0.44465971428571427,-1.8163626065010066,0.24713259179686542,0.24713259179686542,-1.5692300147041411
825,2015,6,MIA,TEN,38,10,32,180.0,7.9702573,2.0,1.7065760719674976,0.249070540625,1.4346439460378682,0.27193212592962945,0.27193212592962945,1.7065760719674976
826,2015,6,MIN,KC,16,10,32,89.0,-6.4008827,0.0,-1.0133664491099035,-0.200027584375,-0.6699506521836451,-0.34341579692625834,0.34341579692625834,-1.0133664491099035
827,2015,6,NE,IND,34,27,23,118.0,2.82863,1.0,0.7334500206728619,0.12298391304347826,0.843768098324101,-0.11031807765123913,0.11031807765123913,0.7334500206728619
828,2015,6,NO,ATL,31,21,31,82.0,-7.8219914,2.0,-1.2823314706880822,-0.25232230322580645,-0.915017769328523,-0.3673137013595592,0.3673137013595592,-1.2823314706880822
829,2015,6,NYG,PHI,7,27,23,81.0,-6.6378727,0.0,-1.0582201752631615,-0.2886031608695652,-1.0850396259459345,0.026819450682773027,0.026819450682773027,-1.0582201752631615
830,2015,6,NYJ,WAS,34,20,39,223.0,2.6256473,2.0,0.6950326594354723,0.06732428974358974,0.5829321339432886,0.11210052549218374,0.11210052549218374,0.6950326594354723
831,2015,6,PHI,NYG,27,7,35,161.0,1.0050762,1.0,0.388316543433598,0.028716462857142855,0.4020054736186938,-0.013688930185095816,0.013688930185095816,0.388316543433598
832,2015,6,PIT,ARI,25,13,31,142.0,-3.733606,0.0,-0.5085464200927892,-0.12043890322580646,-0.29697668702588126,-0.2115697330669079,0.2115697330669079,-0.5085464200927892
834,2015,6,SEA,CAR,23,27,26,115.0,-4.8811407,1.0,-0.7257336735007861,-0.1877361807692308,-0.6123498291268525,-0.11338384437393356,0.11338384437393356,-0.7257336735007861
835,2015,6,SF,BAL,25,20,25,65.0,-6.9884152,0.0,-1.1245653261137396,-0.279536608,-1.0425513207592303,-0.08201400535450931,0.08201400535450931,-1.1245653261137396
836,2015,6,TEN,MIA,10,38,18,63.0,-0.004479586,0.0,0.1972437607774471,-0.0002488658888888889,0.266266152919885,-0.06902239214243788,0.06902239214243788,0.1972437607774471
838,2015,6,WAS,NYJ,20,34,17,34.0,-7.0568266,0.0,-1.1375131559857212,-0.4151074470588235,-1.6778727342244013,0.5403595782386801,0.5403595782386801,-1.1375131559857212
840,2015,7,ARI,BAL,26,18,27,151.0,0.17540486,1.0,0.23128944911921062,0.006496476296296296,0.29787664055239615,-0.06658719143318553,0.06658719143318553,0.23128944911921062
841,2015,7,ATL,TEN,10,7,29,130.0,-2.637689,0.0,-0.30112855012063794,-0.09095479310344827,-0.15880621727189756,-0.14232233284874038,0.14232233284874038,-0.30112855012063794
842,2015,7,BAL,ARI,18,26,16,55.0,-3.4238238,1.0,-0.4499157353974273,-0.2139889875,-0.7353775421321791,0.2854618067347518,0.2854618067347518,-0.4499157353974273
843,2015,7,BUF,JAX,31,34,29,117.0,3.6145945,0.0,0.8822049742539515,0.12464118965517242,0.851534542249313,0.03067043200463848,0.03067043200463848,0.8822049742539515
844,2015,7,CAR,PHI,27,16,32,205.0,5.4077635,2.0,1.2215876961937446,0.168992609375,1.0593772233244216,0.162210472869323,0.162210472869323,1.2215876961937446
845,2015,7,CLE,LA,6,24,24,82.0,-5.5369735,0.0,-0.8498593531223925,-0.23070722916666667,-0.8137237189358085,-0.03613563418658394,0.03613563418658394,-0.8498593531223925
847,2015,7,DAL,NYG,20,27,41,233.0,12.215534,1.0,2.5100550311919676,0.2979398536585366,1.6636586902637036,0.846396340928264,0.846396340928264,2.5100550311919676
848,2015,7,DET,MIN,19,28,17,77.0,-1.6296161,0.0,-0.1103364247182129,-0.09585977058823529,-0.18179226095417947,0.07145583623596657,0.07145583623596657,-0.1103364247182129
849,2015,7,HOU,MIA,26,44,25,71.0,-4.8441834,1.0,-0.7187389791526541,-0.193767336,-0.6406134446111352,-0.07812553454151883,0.07812553454151883,-0.7187389791526541
850,2015,7,IND,NO,21,27,13,75.0,0.25501475,0.0,0.2463567524026867,0.019616519230769233,0.35936069036517604,-0.11300393796248934,0.11300393796248934,0.2463567524026867
851,2015,7,JAX,BUF,34,31,28,124.0,-2.9191594,1.0,-0.35440082423282837,-0.10425569285714285,-0.22113781078080272,-0.13326301345202565,0.13326301345202565,-0.35440082423282837
852,2015,7,KC,PIT,23,13,27,140.0,0.7266153,1.0,0.33561385997442345,0.026911677777777778,0.39354776534172753,-0.057933905367304084,0.057933905367304084,0.33561385997442345
853,2015,7,LA,CLE,24,6,24,160.0,2.742124,2.0,0.7170775305483261,0.11425516666666667,0.8028628452151434,-0.08578531466681727,0.08578531466681727,0.7170775305483261
854,2015,7,LAC,LV,29,37,21,90.0,1.33572,0.0,0.45089558246255546,0.0636057142857143,0.5655058892407,-0.11461030677814454,0.11461030677814454,0.45089558246255546
855,2015,7,LV,LAC,37,29,25,131.0,0.13678584,1.0,0.2239802506408478,0.0054714336,0.29307301479338943,-0.06909276415254162,0.06909276415254162,0.2239802506408478
856,2015,7,MIA,HOU,44,26,32,250.0,0.48074722,1.0,0.2890798309852368,0.015023350625,0.3378358669506437,-0.048756035965406896,0.048756035965406896,0.2890798309852368
858,2015,7,MIN,DET,28,19,34,141.0,-8.820371,0.0,-1.4712890012817754,-0.25942267647058825,-0.9482920279915364,-0.522996973290239,0.522996973290239,-1.4712890012817754
859,2015,7,NE,NYJ,30,23,9,16.0,2.3294055,1.0,0.6389646879077782,0.25882283333333334,1.480345812538053,-0.8413811246302749,0.8413811246302749,0.6389646879077782
860,2015,7,NO,IND,27,21,32,187.0,5.3268642,3.0,1.206276353739674,0.16646450625,1.0475298521499774,0.1587465015896965,0.1587465015896965,1.206276353739674
862,2015,7,NYG,DAL,27,20,21,136.0,1.2988024,1.0,0.44390840190373226,0.061847733333333335,0.5572675176907023,-0.11335911578697,0.11335911578697,0.44390840190373226
863,2015,7,NYJ,NE,23,30,29,89.0,-1.1425415,0.0,-0.018150633230775825,-0.03939798275862069,0.08280286215424157,-0.1009534953850174,0.1009534953850174,-0.018150633230775825
864,2015,7,PHI,CAR,16,27,30,177.0,5.2148633,1.0,1.1850785913973032,0.17382877666666668,1.0820408039353122,0.10303778746199099,0.10303778746199099,1.1850785913973032
865,2015,7,PIT,KC,13,23,23,149.0,1.8147839,0.0,0.5415652351082866,0.07890364782608696,0.637196120174129,-0.09563088506584239,0.09563088506584239,0.5415652351082866
866,2015,7,SEA,SF,20,3,38,179.0,2.5511131,1.0,0.6809260026320116,0.06713455526315788,0.5820429871390946,0.098883015492917,0.098883015492917,0.6809260026320116
867,2015,7,SF,SEA,3,20,15,61.0,-3.2427814,0.0,-0.41565088780162746,-0.21618542666666668,-0.7456706467971983,0.33001975899557084,0.33001975899557084,-0.41565088780162746
868,2015,7,TB,WAS,30,31,30,190.0,1.7820576,0.0,0.5353713176509703,0.05940192,0.5458057786117616,-0.010434460960791259,0.010434460960791259,0.5353713176509703
869,2015,7,TEN,ATL,7,10,16,77.0,-1.4179224,0.0,-0.07027038290982447,-0.08862015,-0.14786545178931543,0.07759506887949096,0.07759506887949096,-0.07027038290982447
870,2015,7,WAS,TB,31,30,18,51.0,0.6251228,1.0,0.31640496170188226,0.03472904444444444,0.4301820480143252,-0.11377708631244293,0.11377708631244293,0.31640496170188226
871,2015,8,ARI,CLE,34,20,36,121.0,-12.194207,0.0,-2.1098354210885337,-0.33872797222222223,-1.3199379729601295,-0.7898974481284042,0.7898974481284042,-2.1098354210885337
872,2015,8,ATL,TB,20,23,27,101.0,-12.966125,0.0,-2.2559318748830846,-0.4802268518518518,-1.9830397788804162,-0.2728920960026684,0.2728920960026684,-2.2559318748830846
873,2015,8,BAL,LAC,29,26,24,73.0,-3.655679,1.0,-0.4937976276629612,-0.15231995833333334,-0.4463798856362149,-0.04741774202674631,0.04741774202674631,-0.4937976276629612
874,2015,8,CAR,IND,29,26,36,140.0,-8.715872,1.0,-1.451511080148861,-0.24210755555555552,-0.8671487145000133,-0.5843623656488478,0.5843623656488478,-1.451511080148861
875,2015,8,CHI,MIN,20,23,25,97.0,-0.60784465,1.0,0.08304834598737564,-0.024313786,0.1534914650440968,-0.07044311905672117,0.07044311905672117,0.08304834598737564
876,2015,8,CIN,PIT,16,10,21,80.0,-6.5237384,0.0,-1.0366186366459464,-0.3106542095238095,-1.1883767705462205,0.15175813390027404,0.15175813390027404,-1.0366186366459464
877,2015,8,CLE,ARI,20,34,20,39.0,-9.623693,0.0,-1.6233291084630386,-0.48118465,-1.9875282786014496,0.3641991701384111,0.3641991701384111,-1.6233291084630386
879,2015,8,DAL,SEA,12,13,29,130.0,1.8554866,0.0,0.5492687996447575,0.06398229655172415,0.567270655020629,-0.01800185537587151,0.01800185537587151,0.5492687996447575
881,2015,8,DEN,GB,29,10,34,160.0,2.0843902,3.0,0.5925920596552849,0.061305594117647064,0.5547269075182207,0.037865152137064206,0.037865152137064206,0.5925920596552849
882,2015,8,DET,KC,10,45,14,81.0,1.193024,0.0,0.4238883361350087,0.085216,0.6667775001616078,-0.24288916402659905,0.24288916402659905,0.4238883361350087
884,2015,8,GB,DEN,10,29,21,90.0,1.9012924,1.0,0.5579381983933582,0.09053773333333333,0.6917165738362276,-0.1337783754428694,0.1337783754428694,0.5579381983933582
885,2015,8,HOU,TEN,20,6,22,57.0,-7.4883623,0.0,-1.2191874212000957,-0.3403801045454546,-1.3276803093660587,0.10849288816596303,0.10849288816596303,-1.2191874212000957
886,2015,8,IND,CAR,26,29,35,136.0,-10.550741,0.0,-1.7987861198260735,-0.3014497428571429,-1.1452421642145274,-0.6535439556115461,0.6535439556115461,-1.7987861198260735
887,2015,8,KC,DET,45,10,31,207.0,12.164983,4.0,2.500487535893544,0.39241880645161287,2.106412473067704,0.39407506282584004,0.39407506282584004,2.500487535893544
889,2015,8,LA,SF,27,6,38,200.0,-1.5634092,2.0,-0.09780582780671392,-0.04114234736842105,0.07462830044767774,-0.17243412825439164,0.17243412825439164,-0.09780582780671392
890,2015,8,LAC,BAL,26,29,26,81.0,-3.2496393,0.0,-0.41694884285705774,-0.12498612692307692,-0.31828620024235316,-0.09866264261470459,0.09866264261470459,-0.41694884285705774
891,2015,8,LV,NYJ,34,20,23,120.0,1.0292425,0.0,0.3928903592162787,0.04474967391304348,0.4771414127420065,-0.08425105352572781,0.08425105352572781,0.3928903592162787
892,2015,8,MIA,NE,7,36,13,15.0,-5.2436843,1.0,-0.7943502031139189,-0.4033603307692308,-1.6228225879167169,0.828472384802798,0.828472384802798,-0.7943502031139189
893,2015,8,MIN,CHI,23,20,25,147.0,2.623273,0.0,0.6945832894113968,0.10493092000000001,0.7591669175887442,-0.06458362817734742,0.06458362817734742,0.6945832894113968
894,2015,8,NE,MIA,36,7,26,95.0,-1.6154333,0.0,-0.10765212821926178,-0.06213205,-0.02373509124249451,-0.08391703697676726,0.08391703697676726,-0.10765212821926178
895,2015,8,NO,NYG,52,49,26,103.0,1.1765625,0.0,0.42077276327087154,0.045252403846153845,0.47949734041725195,-0.05872457714638041,0.05872457714638041,0.42077276327087154
