,season,week,team,opponent,score,opponent_score,total_rushes,total_rush_yards,rushing_epa,rush_tds,rushing_epa_standardized,rushing_epa_per_attempt,rushing_epa_per_attempt_standardized,rushing_value
1361,2016,4,ATL,CAR,48,33,23,92.0,-3.339433,1.0,-0.4339435777795597,-0.1451927391304348,-0.41297982044491416,-0.41297982044491416
1362,2016,4,BAL,LV,27,28,26,130.0,3.5467267,2.0,0.8693600277506531,0.13641256538461538,0.9066983740295992,0.9066983740295992
1363,2016,4,BUF,NE,16,0,32,134.0,-0.46859285,0.0,0.10940372774341521,-0.0146435265625,0.19880890075267996,0.19880890075267996
1364,2016,4,CAR,ATL,33,48,15,49.0,-5.361451,0.0,-0.8166392259573082,-0.35743006666666666,-1.407581018335849,-1.407581018335849
1366,2016,4,CHI,DET,17,14,26,117.0,-7.4052386,0.0,-1.203455080375837,-0.2848168692307692,-1.0672960458910024,-1.0672960458910024
1367,2016,4,CIN,MIA,22,7,33,81.0,-10.888291,0.0,-1.8626722564123823,-0.3299482121212121,-1.2787936567134817,-1.2787936567134817
1368,2016,4,CLE,WAS,20,31,28,163.0,-6.1635017,1.0,-0.9684387215641312,-0.22012506071428573,-0.7641328323736191,-0.7641328323736191
1369,2016,4,DAL,SF,24,17,36,201.0,7.182748,1.0,1.5575287424661501,0.19952077777777777,1.2024404302062137,1.2024404302062137
1370,2016,4,DEN,TB,27,7,29,93.0,-8.136652,1.0,-1.3418854628941386,-0.2805742068965517,-1.0474137891322843,-1.0474137891322843
1372,2016,4,DET,CHI,14,17,18,66.0,-2.9463525,0.0,-0.3595475057695512,-0.16368625,-0.4996453861943629,-0.4996453861943629
1373,2016,4,HOU,TEN,27,20,24,115.0,-2.7325366,0.0,-0.3190798074398584,-0.11385569166666666,-0.266125987956338,-0.266125987956338
1374,2016,4,IND,JAX,27,30,25,94.0,2.5643456,1.0,0.683430440663857,0.102573824,0.748120930999393,0.748120930999393
1375,2016,4,JAX,IND,30,27,29,136.0,2.0532136,1.0,0.586691444253148,0.07080046896551724,0.5992224438898828,0.5992224438898828
1376,2016,4,KC,PIT,14,43,18,87.0,-4.856983,0.0,-0.721161486271048,-0.2698323888888889,-0.9970747409451837,-0.9970747409451837
1377,2016,4,LA,ARI,17,13,22,42.0,-9.355625,0.0,-1.5725934300567328,-0.4252556818181818,-1.7254300925797295,-1.7254300925797295
1378,2016,4,LAC,NO,34,35,21,38.0,-6.1701407,2.0,-0.9696952466832212,-0.2938162238095238,-1.109469441816121,-1.109469441816121
1379,2016,4,LV,BAL,28,27,16,64.0,-8.310036,0.0,-1.3747008494355297,-0.51937725,-2.166509074998732,-2.166509074998732
1380,2016,4,MIA,CIN,7,22,13,62.0,-2.1578789,0.0,-0.2103176693274212,-0.16599068461538463,-0.5104445865778656,-0.5104445865778656
1381,2016,4,MIN,NYG,24,10,31,106.0,-5.869314,2.0,-0.9127595176512971,-0.18933270967741936,-0.6198315938371645,-0.6198315938371645
1382,2016,4,NE,BUF,0,16,22,90.0,-7.0761223,0.0,-1.1411651424255507,-0.3216419227272727,-1.2398681506437232,-1.2398681506437232
1383,2016,4,NO,LAC,35,34,30,87.0,-4.5036883,3.0,-0.6542954424404476,-0.15012294333333334,-0.4360840833140963,-0.4360840833140963
1384,2016,4,NYG,MIN,10,24,18,78.0,0.12355065,1.0,0.22147530205518726,0.006863925,0.2995986031861125,0.2995986031861125
1385,2016,4,NYJ,SEA,17,27,20,58.0,-5.7588224,0.0,-0.8918474117846843,-0.28794112,-1.0819371252603143,-1.0819371252603143
1386,2016,4,PIT,KC,43,14,24,150.0,2.20413,1.0,0.6152545181321404,0.09183875000000001,0.6978134870459957,0.6978134870459957
1387,2016,4,SEA,NYJ,27,17,23,69.0,-2.8511791,0.0,-0.3415345869912415,-0.12396430869565217,-0.31349768605847,-0.31349768605847
1388,2016,4,SF,DAL,17,24,28,107.0,0.4804188,1.0,0.2890176720925677,0.017157814285714286,0.34783853691209793,0.34783853691209793
1389,2016,4,TB,DEN,7,27,25,73.0,-9.38069,1.0,-1.5773373375894923,-0.3752276,-1.4909850461679244,-1.4909850461679244
1390,2016,4,TEN,HOU,20,27,32,124.0,0.60036445,2.0,0.311719091304885,0.0187613890625,0.3553533195962442,0.3553533195962442
1391,2016,4,WAS,CLE,31,20,26,145.0,5.435522,1.0,1.226841386278908,0.20905853846153846,1.2471369419432738,1.2471369419432738
1392,2016,5,ARI,SF,33,21,35,174.0,5.498268,2.0,1.2387169586727054,0.15709337142857144,1.0036141932374967,1.0036141932374967
1393,2016,5,ATL,DEN,23,16,31,123.0,0.88421834,1.0,0.3654424747867953,0.028523172258064517,0.40109966107428885,0.40109966107428885
1394,2016,5,BAL,WAS,10,16,19,118.0,2.1822357,0.0,0.6111107106438302,0.11485451052631579,0.8056715309423347,0.8056715309423347
1396,2016,5,BUF,LA,30,19,26,194.0,5.5848107,1.0,1.255096394796198,0.21480041153846155,1.2740449034538168,1.2740449034538168
1397,2016,5,CAR,TB,14,17,25,136.0,0.7211342,2.0,0.3345764831562506,0.028845367999999996,0.40260955697528045,0.40260955697528045
1398,2016,5,CHI,IND,23,29,18,126.0,3.4112296,0.0,0.8437152755720351,0.18951275555555555,1.1555401464234658,1.1555401464234658
1399,2016,5,CIN,DAL,14,28,19,96.0,2.3042455,0.0,0.6342027995842043,0.12127607894736842,0.835764727638977,0.835764727638977
1400,2016,5,CLE,NE,13,33,21,28.0,-11.604464,0.0,-1.9982181765982572,-0.5525935238095239,-2.3221694675599123,-2.3221694675599123
1403,2016,5,DAL,CIN,28,14,25,185.0,6.64599,3.0,1.4559396612984297,0.2658396,1.513228267532698,1.513228267532698
1404,2016,5,DEN,ATL,16,23,24,84.0,0.026240706,0.0,0.20305801195528683,0.0010933627499999999,0.2725561964946015,0.2725561964946015
1405,2016,5,DET,PHI,24,23,25,82.0,0.7082057,0.0,0.33212958076098703,0.028328228,0.4001860998508993,0.4001860998508993
1406,2016,5,GB,NYG,23,16,29,150.0,3.103761,0.0,0.7855224725547993,0.10702624137931034,0.7689861563128643,0.7689861563128643
1407,2016,5,HOU,MIN,13,31,14,59.0,0.0649848,0.0,0.21039088246701798,0.004641771428571429,0.2891849939040074,0.2891849939040074
1408,2016,5,IND,CHI,29,23,19,100.0,-2.256653,0.0,-0.2290120717623519,-0.11877121052631578,-0.2891614313574423,-0.2891614313574423
1409,2016,5,LA,BUF,19,30,29,102.0,-4.9595623,1.0,-0.740576076894435,-0.1710193896551724,-0.5340104508604305,-0.5340104508604305
1410,2016,5,LAC,LV,31,34,19,72.0,-8.402002,0.0,-1.3921067221727232,-0.44221063157894736,-1.8048855471785874,-1.8048855471785874
1411,2016,5,LV,LAC,34,31,25,89.0,-0.5407817,1.0,0.09574096176311421,-0.021631268000000002,0.16606246502919414,0.16606246502919414
1412,2016,5,MIA,TEN,17,30,17,51.0,-0.001749754,1.0,0.19776041953400603,-0.00010292670588235295,0.26695006236326324,0.26695006236326324
1413,2016,5,MIN,HOU,31,13,35,98.0,-8.330889,1.0,-1.3786475760974344,-0.23802540000000003,-0.8480186365481287,-0.8480186365481287
1414,2016,5,NE,CLE,33,13,33,101.0,-4.6331825,1.0,-0.6788040604667258,-0.1403994696969697,-0.3905172707337917,-0.3905172707337917
1416,2016,5,NYG,GB,16,23,15,43.0,-2.6928446,0.0,-0.3115675322437567,-0.17952297333333334,-0.5738605310081878,-0.5738605310081878
1417,2016,5,NYJ,PIT,13,31,17,72.0,-0.46973652,0.0,0.10918727193938606,-0.02763156,0.13794348294355427,0.13794348294355427
1418,2016,5,PHI,DET,23,24,21,116.0,0.34474373,0.0,0.2633392365617211,0.016416368095238096,0.3443639206521782,0.3443639206521782
1419,2016,5,PIT,NYJ,31,13,22,63.0,-7.8425508,0.0,-1.286222630335846,-0.3564795818181818,-1.4031267907037241,-1.4031267907037241
1420,2016,5,SF,ARI,21,33,36,151.0,0.8308979,2.0,0.3553508236012357,0.02308049722222222,0.3755938220533197,0.3755938220533197
1421,2016,5,TB,CAR,17,14,36,114.0,-0.94709015,0.0,0.018841312188854098,-0.02630805972222222,0.14414576119954126,0.14414576119954126
1422,2016,5,TEN,MIA,30,17,39,238.0,11.506904,1.0,2.375936730546227,0.2950488205128205,1.6501105306518105,1.6501105306518105
1423,2016,5,WAS,BAL,16,10,19,61.0,-7.14783,0.0,-1.1547368439291157,-0.37620157894736844,-1.4955493734661367,-1.4955493734661367
1424,2016,6,ARI,NYJ,28,3,33,173.0,3.7809858,3.0,0.9136968922672084,0.11457532727272726,0.8043632031299105,0.8043632031299105
1426,2016,6,ATL,SEA,24,26,18,52.0,-1.0229231,0.0,0.004488848485029089,-0.056829061111111114,0.0011161400927755462,0.0011161400927755462
1427,2016,6,BAL,NYG,23,27,26,98.0,-1.2506714,2.0,-0.03861575458471625,-0.04810274615384616,0.042009998917810196,0.042009998917810196
1428,2016,6,BUF,SF,45,16,43,314.0,7.949295,4.0,1.7026086581858466,0.18486732558139535,1.1337704121799481,1.1337704121799481
1430,2016,6,CAR,NO,38,41,26,104.0,0.082000196,3.0,0.21361128802286422,0.0031538536923076924,0.28221221121761386,0.28221221121761386
1431,2016,6,CHI,JAX,16,17,27,92.0,-1.7062033,1.0,-0.12483164175097357,-0.06319271481481482,-0.028705652662253823,-0.028705652662253823
1432,2016,6,CIN,NE,17,35,32,120.0,-2.323266,1.0,-0.24161952887305235,-0.0726020625,-0.07280038655141774,-0.07280038655141774
1433,2016,6,CLE,TEN,26,28,15,40.0,-2.5575972,1.0,-0.28597003933946247,-0.17050648,-0.531606818269659,-0.531606818269659
1435,2016,6,DAL,GB,30,16,33,191.0,-0.051576942,0.0,0.18832991594376375,-0.0015629376363636364,0.26010805847427887,0.26010805847427887
1436,2016,6,DEN,LAC,13,21,16,84.0,2.2919352,0.0,0.6318729003262538,0.14324595,0.938721452170511,0.938721452170511
1437,2016,6,DET,LA,31,28,24,85.0,-3.4245467,0.0,-0.45005255534074184,-0.14268944583333334,-0.40124871479600605,-0.40124871479600605
1438,2016,6,GB,DAL,16,30,24,78.0,-13.095058,0.0,-2.2803342789276444,-0.5456274166666667,-2.289524415959649,-2.289524415959649
1439,2016,6,HOU,IND,26,23,27,159.0,-0.07116246,1.0,0.184623078266796,-0.0026356466666666665,0.25508105545406,0.25508105545406
1440,2016,6,IND,HOU,23,26,32,161.0,2.708815,1.0,0.7107733281529152,0.08465046875,0.6641272678261158,0.6641272678261158
1441,2016,6,JAX,CHI,17,16,19,55.0,-4.451009,1.0,-0.6443251361132784,-0.23426363157894736,-0.830389978002527,-0.830389978002527
1442,2016,6,KC,LV,26,10,38,185.0,5.877972,3.0,1.31058133791942,0.1546834736842105,0.9923207642673885,0.9923207642673885
1444,2016,6,LA,DET,28,31,22,76.0,-3.2405486,1.0,-0.4152282995017858,-0.14729766363636362,-0.42284406279742587,-0.42284406279742587
1445,2016,6,LAC,DEN,21,13,29,99.0,-7.595115,0.0,-1.2393918880460248,-0.2619005172413793,-0.959903857134543,-0.959903857134543
1446,2016,6,LV,KC,10,26,17,64.0,-1.6840832,0.0,-0.12064509840306238,-0.09906371764705882,-0.1968068194111066,-0.1968068194111066
1447,2016,6,MIA,PIT,30,15,35,223.0,8.752525,3.0,1.854631353080656,0.25007214285714285,1.4393377227165298,1.4393377227165298
1448,2016,6,NE,CIN,35,17,23,79.0,-2.4038343,1.0,-0.25686822487431415,-0.1045145347826087,-0.2223508145011166,-0.2223508145011166
1449,2016,6,NO,CAR,41,38,21,63.0,-3.6230733,1.0,-0.48762653631792635,-0.1725273,-0.54107692428755,-0.54107692428755
1450,2016,6,NYG,BAL,27,23,17,38.0,-7.1188784,0.0,-1.1492573421008516,-0.41875755294117645,-1.6949781129956203,-1.6949781129956203
1451,2016,6,NYJ,ARI,3,28,14,33.0,-2.6177127,0.0,-0.2973477522174039,-0.18697947857142855,-0.6088037199749047,-0.6088037199749047
1453,2016,6,PHI,WAS,20,27,20,95.0,0.4228052,0.0,0.2781134793525162,0.02114026,0.3665013486047678,0.3665013486047678
1454,2016,6,PIT,MIA,15,30,15,129.0,4.5416265,1.0,1.057658956757671,0.30277509999999996,1.6863179543053004,1.6863179543053004
1456,2016,6,SEA,ATL,26,24,24,76.0,-1.1624836,3.0,-0.021924959902191333,-0.04843681666666667,0.040444454646741325,0.040444454646741325
1457,2016,6,SF,BUF,16,45,27,134.0,-2.2476742,0.0,-0.22731270623451863,-0.0832471925925926,-0.12268632916436352,-0.12268632916436352
1458,2016,6,TEN,CLE,28,26,30,138.0,-1.6691152,1.0,-0.11781219164262578,-0.05563717333333333,0.006701646776688032,0.006701646776688032
1459,2016,6,WAS,PHI,27,20,32,231.0,6.2482824,1.0,1.380667844842188,0.195258825,1.1824677732408235,1.1824677732408235
1460,2016,7,ARI,SEA,6,6,37,132.0,-8.215073,0.0,-1.3567277518479202,-0.222029,-0.7730552039293944,-0.7730552039293944
1461,2016,7,ATL,LAC,30,33,26,130.0,-1.6770586,1.0,-0.1193155930029179,-0.06450225384615385,-0.034842504762562995,-0.034842504762562995
1462,2016,7,BAL,NYJ,16,24,11,11.0,-5.441989,0.0,-0.8318821872528752,-0.49472627272727276,-2.0509879656384986,-2.0509879656384986
1463,2016,7,BUF,MIA,25,28,22,67.0,1.3152375,2.0,0.4470189774753118,0.05978352272727273,0.547594070818763,0.547594070818763
1464,2016,7,CHI,GB,10,26,17,70.0,-2.0272865,0.0,-0.1856012013409405,-0.11925214705882355,-0.29141522929626185,-0.29141522929626185
1466,2016,7,CIN,CLE,31,17,30,271.0,12.578977,2.0,2.5788417846203564,0.41929923333333335,2.23238138217593,2.23238138217593
1467,2016,7,CLE,CIN,17,31,26,180.0,5.5654907,2.0,1.2514398101748967,0.21405733461538462,1.2705626451423457,1.2705626451423457
1469,2016,7,DEN,HOU,27,9,34,191.0,3.8044798,2.0,0.9181434657192193,0.11189646470588235,0.7918093326637726,0.7918093326637726
1470,2016,7,DET,WAS,20,17,19,94.0,-0.031420052,1.0,0.19214489389341483,-0.0016536869473684208,0.2596827827959573,0.2596827827959573
1471,2016,7,GB,CHI,26,10,22,104.0,0.5096673,0.0,0.2945533664660732,0.023166695454545458,0.3759977701529306,0.3759977701529306
1472,2016,7,HOU,DEN,9,27,25,140.0,-0.24115154,0.0,0.1524502285919963,-0.0096460616,0.222228365631081,0.222228365631081
1473,2016,7,IND,TEN,34,26,22,83.0,1.0513127,0.0,0.39706745755502293,0.04778694090909091,0.4913748619478668,0.4913748619478668
1474,2016,7,JAX,LV,16,33,15,106.0,0.2364068,0.0,0.24283493261984845,0.015760453333333334,0.3412901276701522,0.3412901276701522
1475,2016,7,KC,NO,27,21,26,114.0,-1.4164681,0.0,-0.06999513675254643,-0.0544795423076923,0.012126617106762149,0.012126617106762149
1476,2016,7,LA,NYG,10,17,20,74.0,-0.42727894,0.0,0.1172229724614183,-0.021363947,0.1673152031309591,0.1673152031309591
1477,2016,7,LAC,ATL,33,30,25,80.0,-0.28469616,2.0,0.1442087902983937,-0.011387846399999998,0.21406589360667955,0.21406589360667955
1479,2016,7,LV,JAX,33,16,32,146.0,3.180789,2.0,0.8001011164579869,0.09939965625,0.7332459272330654,0.7332459272330654
1480,2016,7,MIA,BUF,28,25,40,257.0,7.170336,2.0,1.5551795950376002,0.17925839999999998,1.1074854783895687,1.1074854783895687
1481,2016,7,MIN,PHI,10,21,26,94.0,-3.340766,0.0,-0.4341958669772923,-0.128491,-0.33471097896057855,-0.33471097896057855
1482,2016,7,NE,PIT,27,16,28,141.0,4.8972898,2.0,1.1249732918063884,0.17490320714285715,1.0870758733354302,1.0870758733354302
1483,2016,7,NO,KC,21,27,22,104.0,-3.7908206,0.0,-0.5193750972622737,-0.17231002727272726,-0.5400587258522273,-0.5400587258522273
1484,2016,7,NYG,LA,17,10,18,38.0,-2.264096,1.0,-0.2304207653097817,-0.1257831111111111,-0.3220210833427369,-0.3220210833427369
1485,2016,7,NYJ,BAL,24,16,38,156.0,-5.647112,1.0,-0.8707046306936181,-0.1486082105263158,-0.42898563799425893,-0.42898563799425893
1487,2016,7,PHI,MIN,21,10,26,104.0,-12.333706,0.0,-2.136237590801512,-0.4743733076923077,-1.9556084975713046,-1.9556084975713046
1488,2016,7,PIT,NE,16,27,22,94.0,-1.2876277,0.0,-0.045610259669612276,-0.05852853181818182,-0.006848036711818473,-0.006848036711818473
1489,2016,7,SEA,ARI,6,6,19,52.0,-5.331787,0.0,-0.8110248923027391,-0.28062036842105265,-1.0476301144512001,-1.0476301144512001
1490,2016,7,SF,TB,17,34,28,160.0,6.009451,1.0,1.3354656075583464,0.21462325000000002,1.2732146768371349,1.2732146768371349
1491,2016,7,TB,SF,34,17,40,250.0,0.15882456,1.0,0.22815139091849782,0.003970614,0.28603976968647865,0.28603976968647865
1492,2016,7,TEN,IND,26,34,28,124.0,1.9838471,1.0,0.5735628481282264,0.07085168214285714,0.5994624426126399,0.5994624426126399
1494,2016,7,WAS,DET,17,20,29,130.0,-5.2953873,1.0,-0.8041357316795519,-0.18259956206896552,-0.5882782532693916,-0.5882782532693916
1495,2016,8,ARI,CAR,20,30,10,24.0,-2.3072867,0.0,-0.2385952192126405,-0.23072867000000002,-0.813824197318546,-0.813824197318546
1496,2016,8,ATL,GB,33,32,19,91.0,3.124669,1.0,0.7894796087484931,0.16445626315789474,1.0381186841248315,1.0381186841248315
1497,2016,8,BUF,NE,25,41,26,167.0,11.620477,3.0,2.397432035162947,0.44694142307692303,2.3619201176587796,2.3619201176587796
1499,2016,8,CAR,ARI,30,20,36,141.0,-3.599917,2.0,-0.4832438773911025,-0.09999769444444445,-0.20118368587595362,-0.20118368587595362
1500,2016,8,CHI,MIN,20,10,29,158.0,-0.85582405,1.0,0.03611471890242204,-0.029511174137931032,0.12913510557251995,0.12913510557251995
1501,2016,8,CIN,WAS,27,27,36,152.0,6.3853865,3.0,1.4066167446132716,0.1773718472222222,1.098644584686071,1.098644584686071
1502,2016,8,CLE,NYJ,28,31,18,68.0,-2.8901806,1.0,-0.3489161752473324,-0.1605655888888889,-0.48502112892843535,-0.48502112892843535
1504,2016,8,DAL,PHI,29,23,34,187.0,6.267697,1.0,1.384342333858167,0.1843440294117647,1.131318105588981,1.131318105588981
1506,2016,8,DEN,LAC,27,19,23,59.0,-2.7416818,2.0,-0.32081066653296003,-0.11920355652173913,-0.29118752097109896,-0.29118752097109896
1507,2016,8,DET,HOU,13,20,14,58.0,-1.6357496,0.0,-0.11149727757220727,-0.11683925714285714,-0.2801077782052682,-0.2801077782052682
1508,2016,8,GB,ATL,32,33,20,110.0,4.198628,0.0,0.9927416151308927,0.20993140000000002,1.2512274058679036,1.2512274058679036
1509,2016,8,HOU,DET,20,13,28,108.0,-0.67209977,1.0,0.0708871504142039,-0.024003563214285713,0.15494525162818815,0.15494525162818815
1510,2016,8,IND,KC,14,30,20,106.0,-2.5984662,0.0,-0.2937050785158577,-0.12992331,-0.3414231688391849,-0.3414231688391849
1511,2016,8,JAX,TEN,22,36,12,50.0,1.4537784,0.0,0.47323981206957777,0.1211482,0.83516545249867,0.83516545249867
1512,2016,8,KC,IND,30,14,26,89.0,-4.239709,0.0,-0.6043336076204765,-0.16306573076923078,-0.49673746619083725,-0.49673746619083725
1514,2016,8,LAC,DEN,19,27,26,123.0,0.0431453,0.0,0.2062574466576543,0.0016594346153846152,0.2752089615003603,0.2752089615003603
1515,2016,8,LV,TB,30,24,24,128.0,1.2419095,0.0,0.43314061116523045,0.051746229166666664,0.5099291515702147,0.5099291515702147
1516,2016,8,MIN,CHI,10,20,18,57.0,-3.37651,0.0,-0.4409609270551282,-0.18758388888888888,-0.6116361492781858,-0.6116361492781858
1517,2016,8,NE,BUF,41,25,22,73.0,-2.8750644,1.0,-0.34605521953032864,-0.13068474545454545,-0.34499146016662946,-0.34499146016662946
1518,2016,8,NO,SEA,25,20,35,123.0,-13.19453,1.0,-2.299160768857772,-0.37698657142857145,-1.4992280593561416,-1.4992280593561416
1519,2016,8,NYJ,CLE,31,28,34,171.0,7.282099,3.0,1.5763323314263413,0.21417938235294118,1.2711345936651754,1.2711345936651754
1520,2016,8,PHI,DAL,23,29,24,97.0,-6.759492,1.0,-1.0812383574556765,-0.2816455,-1.0524341567384494,-1.0524341567384494
1522,2016,8,SEA,NO,20,25,17,74.0,0.8534324,1.0,0.3596157980395748,0.05020190588235294,0.5026920373154327,0.5026920373154327
1525,2016,8,TB,LV,24,30,27,102.0,-1.2142367,1.0,-0.031719969714026755,-0.044971729629629635,0.05668278443462954,0.05668278443462954
1526,2016,8,TEN,JAX,36,22,43,214.0,-0.92582816,2.0,0.022865446021786737,-0.021530887441860467,0.16653287532190525,0.16653287532190525
1528,2016,8,WAS,CIN,27,27,30,101.0,-3.8159895,1.0,-0.5241386693469045,-0.12719965,-0.3286593655530492,-0.3286593655530492
1529,2016,9,ATL,TB,43,28,32,138.0,2.1753383,1.0,0.6098052796517512,0.067979321875,0.5860017898785098,0.5860017898785098
1530,2016,9,BAL,PIT,21,14,27,52.0,-5.9475107,0.0,-0.9275593546417991,-0.22027817407407405,-0.7648503627573005,-0.7648503627573005
1532,2016,9,BUF,SEA,25,31,39,164.0,5.980787,2.0,1.3300405381181302,0.15335351282051282,0.9860882099682114,0.9860882099682114
1533,2016,9,CAR,LA,13,10,24,60.0,-4.470982,0.0,-0.648105310266552,-0.18629091666666667,-0.6055769337010277,-0.6055769337010277
1534,2016,9,CLE,DAL,10,35,13,45.0,-0.4283691,0.0,0.11701664418549916,-0.032951469230769234,0.11301295750292062,0.11301295750292062
1535,2016,9,DAL,CLE,35,10,39,171.0,5.4944534,2.0,1.237994991400634,0.14088342051282052,0.927650003593209,0.927650003593209
1537,2016,9,DEN,LV,20,30,12,33.0,-3.2447891,0.0,-0.4160308744027501,-0.2703990916666667,-0.9997304625761004,-0.9997304625761004
1538,2016,9,DET,MIN,22,16,25,97.0,-3.132051,0.0,-0.39469358647859315,-0.12528204,-0.31967292935340363,-0.31967292935340363
1539,2016,9,GB,IND,26,31,18,117.0,0.4837032,0.0,0.2896392914781889,0.0268724,0.39336369829914597,0.39336369829914597
1540,2016,9,IND,GB,31,26,25,88.0,-0.021094412,2.0,0.19409916803570737,-0.00084377648,0.26347824107080536,0.26347824107080536
1541,2016,9,JAX,KC,14,19,32,205.0,-8.405697,0.0,-1.392806053444758,-0.26267803125,-0.963547496890698,-0.963547496890698
1542,2016,9,KC,JAX,19,14,19,65.0,-2.8692558,0.0,-0.3449558594148375,-0.15101346315789474,-0.4402572987165716,-0.4402572987165716
1543,2016,9,LA,CAR,10,13,17,59.0,-4.7449193,0.0,-0.699951838133051,-0.2791129,-1.040565711997745,-1.040565711997745
1544,2016,9,LAC,TEN,43,35,36,211.0,3.679475,1.0,0.8944845304568577,0.1022076388888889,0.7464048890835394,0.7464048890835394
1545,2016,9,LV,DEN,30,20,40,221.0,5.8443103,3.0,1.3042103827151317,0.1461077575,0.9521326517963041,0.9521326517963041
1546,2016,9,MIA,NYJ,27,23,31,138.0,-0.66023606,1.0,0.07313252616666646,-0.02129793741935484,0.1676245417790852,0.1676245417790852
1548,2016,9,MIN,DET,16,22,25,78.0,-4.628882,1.0,-0.6779901297129004,-0.18515528,-0.6002550348524724,-0.6002550348524724
1549,2016,9,NO,SF,41,23,40,250.0,11.640473,2.0,2.401216562393151,0.291011825,1.6311920839320828,1.6311920839320828
1550,2016,9,NYG,PHI,28,23,22,58.0,-5.242598,0.0,-0.7941446062888039,-0.2382999090909091,-0.8493050599771247,-0.8493050599771247
1551,2016,9,NYJ,MIA,23,27,21,140.0,4.254845,1.0,1.0033814814691788,0.2026116666666667,1.2169251668315932,1.2169251668315932
1553,2016,9,PHI,NYG,23,28,25,96.0,-7.6088977,2.0,-1.2420004599331886,-0.304355908,-1.15886123657216,-1.15886123657216
1554,2016,9,PIT,BAL,14,21,17,37.0,-5.094391,1.0,-0.7660943248721797,-0.29967005882352943,-1.1369020870759043,-1.1369020870759043
1555,2016,9,SEA,BUF,31,25,11,34.0,0.16008928,2.0,0.22839075715567442,0.014553570909090909,0.3356343520401085,0.3356343520401085
1556,2016,9,SF,NO,23,41,17,93.0,-9.6377535,0.0,-1.6259902589558406,-0.5669266764705883,-2.389338475819379,-2.389338475819379
