,season,week,team,opponent,score,opponent_score,total_rushes,total_rush_yards,rushing_epa,rush_tds,rushing_epa_standardized,rushing_epa_per_attempt,rushing_epa_per_attempt_standardized,rushing_value
1142,2015,15,PHI,ARI,17,40,20,74.0,-9.536926,0.0,-1.6069072213831572,-0.47684629999999995,-1.9671976046344148,-1.9671976046344148
1143,2015,15,PIT,DEN,34,27,14,26.0,-4.2397976,1.0,-0.6043503764298682,-0.30284268571428574,-1.1517698699614032,-1.1517698699614032
1144,2015,15,SEA,CLE,30,13,35,183.0,0.66911983,0.0,0.32473202428313114,0.01911770942857143,0.35702313266372676,0.35702313266372676
1145,2015,15,SF,CIN,14,24,17,55.0,0.23968577,1.0,0.2434555243007857,0.01409916294117647,0.33350487408980906,0.33350487408980906
1146,2015,15,TB,LA,23,31,27,146.0,-2.080247,0.0,-0.19562472876518575,-0.07704618518518519,-0.09362674069736737,-0.09362674069736737
1147,2015,15,TEN,NE,16,33,21,59.0,-8.3796215,0.0,-1.3878708944233948,-0.3990295952380953,-1.6025275973808468,-1.6025275973808468
1149,2015,15,WAS,BUF,35,25,25,125.0,1.0477486,1.0,0.39639290096864715,0.041909944000000005,0.46383367381834106,0.46383367381834106
1150,2015,16,ARI,GB,38,8,24,123.0,-3.4032786,1.0,-0.4460272651034596,-0.141803275,-0.3970958799360831,-0.3970958799360831
1152,2015,16,ATL,CAR,20,13,28,79.0,-10.840708,1.0,-1.8536664973008203,-0.38716814285714285,-1.5469416413957593,-1.5469416413957593
1153,2015,16,BAL,PIT,20,17,31,121.0,-3.861669,1.0,-0.5327841640264451,-0.12456996774193549,-0.3163359672408602,-0.3163359672408602
1154,2015,16,BUF,DAL,16,6,37,239.0,8.239326,2.0,1.757501147538879,0.22268448648648648,1.3109917990757889,1.3109917990757889
1155,2015,16,CAR,ATL,13,20,20,155.0,11.044158,1.0,2.288355472411205,0.5522079,2.8552271398534375,2.8552271398534375
1156,2015,16,CHI,TB,26,21,39,174.0,3.8165178,1.0,0.9204218283316016,0.09785943076923077,0.7260280163877938,0.7260280163877938
1157,2015,16,CIN,DEN,17,20,32,109.0,-3.3388767,1.0,-0.43383829009711516,-0.104339896875,-0.2215324142973394,-0.2215324142973394
1158,2015,16,CLE,KC,13,17,36,232.0,10.658947,1.0,2.215448815136048,0.2960818611111111,1.6549516367308266,1.6549516367308266
1159,2015,16,DAL,BUF,6,16,24,122.0,0.15233123,0.0,0.22692243591751265,0.006347134583333334,0.2971767843032514,0.2971767843032514
1160,2015,16,DEN,CIN,20,17,21,113.0,-2.155114,1.0,-0.20979437270115645,-0.1026244761904762,-0.21349349160866674,-0.21349349160866674
1161,2015,16,DET,SF,32,17,25,90.0,0.4412648,1.0,0.28160722104378794,0.017650592,0.35014782581340514,0.35014782581340514
1162,2015,16,GB,ARI,8,38,25,102.0,-5.580877,0.0,-0.8581687154559431,-0.22323508,-0.7787072191836267,-0.7787072191836267
1164,2015,16,HOU,TEN,34,6,39,131.0,-4.5246396,1.0,-0.6582607737746229,-0.1160164,-0.27625164832708216,-0.27625164832708216
1166,2015,16,IND,MIA,18,12,22,101.0,-0.5866157,2.0,0.08706622576245601,-0.02666435,0.14247608913389495,0.14247608913389495
1168,2015,16,JAX,NO,27,38,15,65.0,-2.5682697,0.0,-0.2879899616671455,-0.17121798000000002,-0.534941098627004,-0.534941098627004
1169,2015,16,KC,CLE,17,13,27,136.0,-0.07734707,0.0,0.18345255291406593,-0.0028647062962962964,0.254007620424215,0.254007620424215
1170,2015,16,LA,SEA,23,17,28,104.0,2.5595486,1.0,0.6825225402276054,0.09141244999999999,0.6958157305929582,0.6958157305929582
1171,2015,16,LAC,LV,20,23,25,72.0,-4.844647,1.0,-0.7188267229227887,-0.19378588,-0.6407003476453038,-0.6407003476453038
1172,2015,16,LV,LAC,23,20,24,106.0,-4.540727,1.0,-0.6613055428966064,-0.18919695833333336,-0.6191954265285642,-0.6191954265285642
1173,2015,16,MIA,IND,12,18,25,82.0,-2.6219587,1.0,-0.298151368071547,-0.104878348,-0.22405574108508028,-0.22405574108508028
1174,2015,16,MIN,NYG,49,17,37,222.0,7.4672747,3.0,1.6113794648041195,0.20181823513513514,1.213206933282073,1.213206933282073
1175,2015,16,NE,NYJ,20,26,21,64.0,-5.8300347,0.0,-0.9053253517964588,-0.2776207,-1.0335728614717719,-1.0335728614717719
1176,2015,16,NO,JAX,38,27,32,138.0,0.13411343,2.0,0.22347445831327145,0.0041910446875,0.28707276717275726,0.28707276717275726
1177,2015,16,NYG,MIN,17,49,20,91.0,-2.1670938,0.0,-0.2120617201362632,-0.10835469,-0.24034681465642613,-0.24034681465642613
1179,2015,16,NYJ,NE,26,20,27,143.0,0.5400716,0.0,0.300307812418528,0.020002651851851853,0.3611702108637619,0.3611702108637619
1180,2015,16,PHI,WAS,24,38,16,45.0,-8.088785,2.0,-1.3328259527457005,-0.5055490625,-2.101706469293981,-2.101706469293981
1181,2015,16,PIT,BAL,17,20,20,110.0,0.8408358,2.0,0.35723171243705504,0.04204179,0.4644515396342152,0.4644515396342152
1182,2015,16,SEA,LA,17,23,22,59.0,-22.26407,0.0,-4.015700131501436,-1.0120031818181818,-4.4750866828413365,-4.4750866828413365
1183,2015,16,SF,DET,17,32,23,121.0,0.75800246,0.0,0.341554325419715,0.032956628695652176,0.4218760303153178,0.4218760303153178
1184,2015,16,TB,CHI,21,26,24,105.0,-7.053586,1.0,-1.1368998273116258,-0.2938994166666667,-1.1098593059193436,-1.1098593059193436
1185,2015,16,TEN,HOU,6,34,11,30.0,-10.539284,0.0,-1.7966177207536633,-0.9581167272727273,-4.2225602641233335,-4.2225602641233335
1186,2015,16,WAS,PHI,38,24,22,71.0,-5.1118546,0.0,-0.7693995594059558,-0.23235702727272728,-0.8214551174439064,-0.8214551174439064
1187,2015,17,ARI,SEA,6,36,13,27.0,-1.3637118,0.0,-0.060010257080872015,-0.10490090769230768,-0.22416146187064498,-0.22416146187064498
1189,2015,17,ATL,NO,17,20,26,87.0,-10.140931,0.0,-1.7212237531734782,-0.3900358076923077,-1.5603802900694606,-1.5603802900694606
1190,2015,17,BAL,CIN,16,24,21,59.0,-3.9716067,0.0,-0.5535914364447276,-0.18912412857142857,-0.6188541266767732,-0.6188541266767732
1191,2015,17,BUF,NYJ,22,17,42,114.0,-9.630594,2.0,-1.6246352218131799,-0.22929985714285714,-0.8071283959919218,-0.8071283959919218
1192,2015,17,CAR,TB,38,10,30,113.0,3.8257465,3.0,0.9221684909866016,0.12752488333333334,0.8650483056024522,0.8650483056024522
1193,2015,17,CHI,DET,20,24,24,111.0,0.4734136,0.0,0.28769183841818163,0.019725566666666666,0.35987171516414956,0.35987171516414956
1194,2015,17,CIN,BAL,24,16,26,147.0,3.3204002,1.0,0.826524520540875,0.1277077,0.8659050336708456,0.8659050336708456
1195,2015,17,CLE,PIT,12,28,23,86.0,-1.0801328,0.0,-0.006338900438845212,-0.046962295652173906,0.04735445669187872,0.04735445669187872
1196,2015,17,DAL,WAS,23,34,16,100.0,-9.656269,0.0,-1.6294945805166947,-0.6035168125,-2.560809694140447,-2.560809694140447
1197,2015,17,DEN,LAC,27,20,30,212.0,2.4657838,2.0,0.6647762190216335,0.08219279333333333,0.6526099398338168,0.6526099398338168
1199,2015,17,DET,CHI,24,20,18,71.0,1.5021262,0.0,0.48239032045227676,0.08345145555555555,0.6585083695233284,0.6585083695233284
1200,2015,17,GB,MIN,13,20,25,77.0,-2.0100718,0.0,-0.1823430746701168,-0.080402872,-0.1093570778897709,-0.1093570778897709
1201,2015,17,HOU,JAX,30,6,31,160.0,3.2010684,1.0,0.8039392811665385,0.10326027096774194,0.7513378061095839,0.7513378061095839
1203,2015,17,IND,TEN,30,24,29,131.0,-0.98446226,0.0,0.011768109150987896,-0.03394697448275862,0.1083477521517727,0.1083477521517727
1205,2015,17,JAX,HOU,6,30,14,32.0,-8.052308,0.0,-1.325922161998744,-0.5751648571428571,-2.4279448061016042,-2.4279448061016042
1206,2015,17,KC,LV,23,17,38,190.0,3.6186345,1.0,0.8829696010235104,0.09522722368421054,0.7136927860574401,0.7136927860574401
1208,2015,17,LA,SF,16,19,33,133.0,-3.5078914,1.0,-0.4658267245067335,-0.1062997393939394,-0.23071676343913652,-0.23071676343913652
1210,2015,17,LAC,DEN,20,27,29,110.0,-5.314184,0.0,-0.8076932743374821,-0.18324772413793103,-0.5913157150472238,-0.5913157150472238
1211,2015,17,LV,KC,17,23,16,48.0,-2.0447614,0.0,-0.18890857456033877,-0.1277975875,-0.3314614614928522,-0.3314614614928522
1212,2015,17,MIA,NE,20,10,32,98.0,-12.166074,0.0,-2.10451085202108,-0.3801898125,-1.5142393085259296,-1.5142393085259296
1213,2015,17,MIN,GB,20,13,27,151.0,7.706954,1.0,1.656742179215311,0.2854427407407407,1.605093857292524,1.605093857292524
1214,2015,17,NE,MIA,10,20,26,71.0,-4.6564984,1.0,-0.6832169259621603,-0.17909609230769233,-0.5718600517127304,-0.5718600517127304
1216,2015,17,NO,ATL,20,17,20,69.0,-3.8810802,1.0,-0.5364580095440952,-0.19405401,-0.6419568769386487,-0.6419568769386487
1218,2015,17,NYG,PHI,30,35,36,208.0,7.763631,1.0,1.6674691070921996,0.21565641666666668,1.278056373706467,1.278056373706467
1219,2015,17,NYJ,BUF,17,22,17,122.0,2.4969583,0.0,0.6706764362719829,0.1468799,0.9557511192183998,0.9557511192183998
1220,2015,17,PHI,NYG,35,30,24,122.0,-1.2836893,2.0,-0.04486486148780418,-0.053487054166666666,0.016777683464484387,0.016777683464484387
1221,2015,17,PIT,CLE,28,12,17,32.0,-6.9829097,0.0,-1.1235233329187446,-0.41075939411764706,-1.657496589650269,-1.657496589650269
1222,2015,17,SEA,ARI,36,6,34,147.0,-0.6375114,1.0,0.07743349108800691,-0.018750335294117647,0.1795632905134606,0.1795632905134606
1224,2015,17,SF,LA,19,16,29,110.0,-5.660687,0.0,-0.873273892403461,-0.19519610344827587,-0.6473090340023708,-0.6473090340023708
1225,2015,17,TB,CAR,10,38,22,77.0,-2.578395,1.0,-0.28990631861673455,-0.11719977272727272,-0.28179725119421206,-0.28179725119421206
1226,2015,17,TEN,IND,24,30,26,138.0,5.578027,2.0,1.253812483145291,0.2145395,1.2728222018126403,1.2728222018126403
1228,2015,17,WAS,DAL,34,23,33,149.0,-1.4500383,0.0,-0.07634877428122157,-0.04394055454545454,0.061515148212771945,0.061515148212771945
1230,2015,18,CIN,PIT,16,18,24,92.0,-6.602126,1.0,-1.0514546050997928,-0.27508858333333336,-1.0217066817610596,-1.0217066817610596
1231,2015,18,GB,WAS,35,18,31,142.0,-1.6609528,2.0,-0.11626734141939035,-0.053579122580645164,0.016346226114856293,0.016346226114856293
1232,2015,18,HOU,KC,0,30,24,115.0,-0.65478444,0.0,0.07416432274291788,-0.027282685,0.13957840502320099,0.13957840502320099
1233,2015,18,KC,HOU,30,0,35,143.0,1.7967126,1.0,0.5381449840073734,0.05133464571428571,0.5080003608173236,0.5080003608173236
1234,2015,18,MIN,SEA,9,10,27,60.0,-8.130724,0.0,-1.3407635046314539,-0.301137925925926,-1.1437809070993945,-1.1437809070993945
1235,2015,18,PIT,CIN,18,16,29,167.0,0.32183546,0.0,0.2590035208379833,0.01109777448275862,0.3194395605526849,0.3194395605526849
1237,2015,18,SEA,MIN,10,9,27,98.0,-8.211708,0.0,-1.3560908777666218,-0.3041373333333333,-1.1578369368986814,-1.1578369368986814
1238,2015,18,WAS,GB,18,35,17,85.0,0.79627436,1.0,0.34879782650501395,0.04683966823529412,0.48693568743024196,0.48693568743024196
1239,2015,19,ARI,GB,26,20,19,40.0,-5.126426,0.0,-0.77215740397898,-0.26981189473684214,-0.9969786998368071,-0.9969786998368071
1240,2015,19,CAR,SEA,31,24,38,151.0,-3.7436705,2.0,-0.5104512706291053,-0.0985176447368421,-0.1942477748879672,-0.1942477748879672
1241,2015,19,DEN,PIT,23,16,32,110.0,-5.77887,1.0,-0.8956417050483488,-0.1805896875,-0.5788594404850931,-0.5788594404850931
1242,2015,19,GB,ARI,20,26,22,135.0,3.3832788,0.0,0.8384251893694955,0.1537854,0.988112149446993,0.988112149446993
1243,2015,19,KC,NE,20,27,32,135.0,3.6280835,1.0,0.8847579585849323,0.113377609375,0.7987503749359087,0.7987503749359087
1244,2015,19,NE,KC,27,20,10,43.0,2.6407976,1.0,0.6979000683795772,0.26407976,1.5049811839851652,1.5049811839851652
1245,2015,19,PIT,DEN,16,23,19,85.0,-6.781005,1.0,-1.085309998499054,-0.356895,-1.4050735520301056,-1.4050735520301056
1246,2015,19,SEA,CAR,24,31,12,78.0,6.121391,0.0,1.356651843713028,0.5101159166666667,2.657972785348848,2.657972785348848
1247,2015,20,ARI,CAR,15,49,17,62.0,2.424559,1.0,0.6569738396377713,0.14262111764705881,0.9357933197164768,0.9357933197164768
1249,2015,20,CAR,ARI,49,15,33,156.0,3.9948933,3.0,0.954181927198936,0.12105737272727274,0.8347398114707492,0.8347398114707492
1250,2015,20,DEN,NE,20,18,29,100.0,-12.004022,0.0,-2.0738402075567377,-0.4139317931034483,-1.6723633045118536,-1.6723633045118536
1251,2015,20,NE,DEN,18,20,16,45.0,-3.2874064,1.0,-0.42409680420509877,-0.2054629,-0.6954220038903097,-0.6954220038903097
1252,2015,21,CAR,DEN,10,24,27,118.0,-3.4576838,1.0,-0.4563242225381807,-0.12806236296296294,-0.33270227052344137,-0.33270227052344137
1253,2015,21,DEN,CAR,24,10,28,90.0,-8.11942,1.0,-1.3386240619524066,-0.2899792857142857,-1.0914885179604636,-1.0914885179604636
1254,2016,1,ARI,NE,21,23,19,92.0,2.0986588,1.0,0.5952925943272657,0.11045572631578947,0.7850576450823823,0.7850576450823823
1255,2016,1,ATL,TB,24,31,21,53.0,-7.6534443,0.0,-1.250431537184289,-0.3644497285714286,-1.4404770419539081,-1.4404770419539081
1256,2016,1,BAL,BUF,13,7,25,86.0,-9.60358,0.0,-1.619522438326646,-0.38414319999999996,-1.5327659456112732,-1.5327659456112732
1257,2016,1,BUF,BAL,7,13,24,65.0,-4.708451,1.0,-0.6930496939847592,-0.19618545833333334,-0.6519454170799396,-0.6519454170799396
1258,2016,1,CAR,DEN,20,21,32,157.0,1.4287062,1.0,0.468494541834475,0.04464706875,0.47666057654431027,0.47666057654431027
1259,2016,1,CHI,HOU,14,23,20,73.0,-5.8629274,1.0,-0.9115507628199099,-0.29314637,-1.1063303267080566,-1.1063303267080566
1260,2016,1,CIN,NYJ,23,22,18,57.0,0.13128251,1.0,0.22293866646357507,0.007293472777777778,0.3016115795993036,0.3016115795993036
1261,2016,1,CLE,PHI,10,29,21,120.0,-7.404592,1.0,-1.2033327021348366,-0.35259961904761905,-1.3849442416480444,-1.3849442416480444
1262,2016,1,DAL,NYG,19,20,30,101.0,-2.155514,1.0,-0.20987007838689764,-0.07185046666666667,-0.06927820633533135,-0.06927820633533135
1263,2016,1,DEN,CAR,21,20,27,150.0,2.9896097,2.0,0.7639177164429187,0.11072628518518518,0.7863255567109579,0.7863255567109579
1264,2016,1,DET,IND,39,35,23,117.0,3.6757336,2.0,0.8937764173252771,0.1598145043478261,1.0163661539436035,1.0163661539436035
1265,2016,1,GB,JAX,27,23,24,96.0,1.5891604,1.0,0.4988627799371239,0.06621501666666667,0.5777337811638129,0.5777337811638129
1266,2016,1,HOU,CHI,23,14,33,131.0,-3.224497,0.0,-0.4121903060386762,-0.0977120303030303,-0.19047244898178015,-0.19047244898178015
1267,2016,1,IND,DET,35,39,19,82.0,1.7501755,0.0,0.5293371763376036,0.0921145,0.6991057257087332,0.6991057257087332
1268,2016,1,JAX,GB,23,27,25,49.0,-5.8279085,1.0,-0.9049229382239015,-0.23311634,-0.8250134611004452,-0.8250134611004452
1269,2016,1,KC,LAC,33,27,19,83.0,2.4594994,2.0,0.663586806992953,0.12944733684210527,0.8740574397868608,0.8740574397868608
1270,2016,1,LA,SF,0,28,22,66.0,-7.0546083,0.0,-1.137093312117959,-0.32066401363636365,-1.235285405635871,-1.235285405635871
1271,2016,1,LAC,KC,27,33,31,156.0,4.5663314,2.0,1.0623347102468421,0.1473010129032258,0.9577245675408879,0.9577245675408879
1272,2016,1,LV,NO,35,34,26,167.0,6.4189467,3.0,1.4129684894998034,0.2468825653846154,1.4243905048460062,1.4243905048460062
1273,2016,1,MIA,SEA,10,12,20,64.0,-4.5188913,1.0,-0.6571728262912572,-0.22594456499999999,-0.7914045946074078,-0.7914045946074078
1274,2016,1,MIN,TEN,25,16,27,66.0,-8.083733,0.0,-1.331869789934789,-0.29939751851851854,-1.1356248899071304,-1.1356248899071304
1275,2016,1,NE,ARI,23,21,30,107.0,-5.7382164,1.0,-0.8879474333837252,-0.19127387999999998,-0.6289284400449524,-0.6289284400449524
1276,2016,1,NO,LV,34,35,22,88.0,-1.8873249,0.0,-0.15911147907734302,-0.08578749545454546,-0.13459087158785765,-0.13459087158785765
1277,2016,1,NYG,DAL,20,19,24,113.0,-1.1368351,0.0,-0.017070616700356842,-0.04736812916666667,0.04545261169437288,0.04545261169437288
1278,2016,1,NYJ,CIN,22,23,30,152.0,0.37771392,0.0,0.26957931366914223,0.012590463999999999,0.3264347050881063,0.3264347050881063
1279,2016,1,PHI,CLE,29,10,34,133.0,-1.8049449,1.0,-0.14351989309893778,-0.05308661470588235,0.018654250475586096,0.018654250475586096
1280,2016,1,PIT,WAS,38,16,29,149.0,6.1429586,2.0,1.360733818582509,0.21182615862068965,1.260106754358241,1.260106754358241
1281,2016,1,SEA,MIA,12,10,32,112.0,-10.352908,0.0,-1.7613434135393968,-0.323528375,-1.2487085733535235,-1.2487085733535235
1282,2016,1,SF,LA,28,0,41,151.0,6.292961,3.0,1.3891239049695827,0.1534868536585366,0.9867130809971004,0.9867130809971004
1283,2016,1,TB,ATL,31,24,26,94.0,-5.419855,0.0,-0.8276930131323845,-0.20845596153846155,-0.7094482952410003,-0.7094482952410003
1284,2016,1,TEN,MIN,16,25,22,64.0,-18.734577,0.0,-3.347693411791807,-0.8515716818181819,-3.723261525920251,-3.723261525920251
1285,2016,1,WAS,PIT,16,38,12,55.0,-3.3197694,1.0,-0.4302219619742069,-0.27664745,-1.0290119502169783,-1.0290119502169783
1286,2016,2,ARI,TB,40,7,30,105.0,-3.279562,1.0,-0.4226121400020275,-0.10931873333333333,-0.2448645809950944,-0.2448645809950944
1288,2016,2,ATL,LV,35,28,30,141.0,2.7293847,1.0,0.7146664362628934,0.09097949000000001,0.6937867635887194,0.6937867635887194
1289,2016,2,BAL,CLE,25,20,26,80.0,-7.854799,0.0,-1.2885407762860852,-0.30210765384615385,-1.1483253129411157,-1.1483253129411157
1290,2016,2,BUF,NYJ,31,37,19,86.0,-4.359516,0.0,-0.6270087853494737,-0.2294482105263158,-0.8078236198463306,-0.8078236198463306
1292,2016,2,CAR,SF,46,27,37,176.0,-4.675683,0.0,-0.6868478842088381,-0.1263698108108108,-0.3247705159279355,-0.3247705159279355
1293,2016,2,CHI,PHI,14,29,18,64.0,-4.4784365,1.0,-0.649516180352447,-0.24880202777777777,-0.8985208126800472,-0.8985208126800472
1295,2016,2,CIN,PIT,16,24,18,46.0,-6.081209,0.0,-0.9528636583516391,-0.33784494444444446,-1.3157998681998668,-1.3157998681998668
1296,2016,2,CLE,BAL,20,25,23,145.0,-3.6892447,1.0,-0.5001504143515685,-0.16040194347826087,-0.4842542425219327,-0.4842542425219327
1297,2016,2,DAL,WAS,27,23,30,102.0,-4.6118,3.0,-0.6747571184033214,-0.15372666666666665,-0.45297210007254773,-0.45297210007254773
1298,2016,2,DEN,IND,34,20,31,134.0,-1.6132834,1.0,-0.10724522987970854,-0.0520414,0.02355240769699351,0.02355240769699351
1299,2016,2,DET,TEN,15,16,23,137.0,3.5564575,0.0,0.87120171996768,0.15462858695652174,0.9920635502996982,0.9920635502996982
1300,2016,2,GB,MIN,14,17,23,83.0,-2.1561542,1.0,-0.20999124533692645,-0.0937458347826087,-0.1718857900680339,-0.1718857900680339
1301,2016,2,HOU,KC,19,12,32,100.0,-10.476394,0.0,-1.7847148943129993,-0.3273873125,-1.2667925923366172,-1.2667925923366172
1302,2016,2,IND,DEN,20,34,20,84.0,2.38864,1.0,0.6501756583224239,0.11943200000000001,0.8271228777280798,0.8271228777280798
1303,2016,2,JAX,LAC,14,38,11,69.0,3.160972,0.0,0.7963504675221523,0.2873610909090909,1.6140837621201263,1.6140837621201263
1304,2016,2,KC,HOU,12,19,19,119.0,-14.281271,0.0,-2.5048419504280326,-0.7516458421052632,-3.2549821660524167,-3.2549821660524167
1305,2016,2,LA,SEA,9,3,23,66.0,-4.2441964,0.0,-0.6051829118559644,-0.18453027826086957,-0.5973261086091992,-0.5973261086091992
1306,2016,2,LAC,JAX,38,14,35,150.0,1.1584953,1.0,0.4173532881363413,0.03309986571428571,0.4225472775081139,0.4225472775081139
1308,2016,2,LV,ATL,28,35,25,155.0,2.590808,1.0,0.6884388260097534,0.10363232,0.753081327937029,0.753081327937029
1309,2016,2,MIA,NE,24,31,16,70.0,-7.417533,1.0,-1.2057819703327795,-0.4635958125,-1.9051022565016082,-1.9051022565016082
1310,2016,2,MIN,GB,17,14,21,33.0,-9.732032,0.0,-1.6438338051887258,-0.46343009523809525,-1.9043256608428003,-1.9043256608428003
1311,2016,2,NE,MIA,31,24,37,162.0,0.4777267,1.0,0.28850815390110784,0.012911532432432432,0.32793931811357774,0.32793931811357774
1313,2016,2,NO,NYG,13,16,13,41.0,-2.0811682,0.0,-0.1957990789594478,-0.16008986153846155,-0.48279174261784996,-0.48279174261784996
1314,2016,2,NYG,NO,16,13,28,68.0,-9.498205,0.0,-1.5995787217391926,-0.33922160714285715,-1.3222512798569386,-1.3222512798569386
1315,2016,2,NYJ,BUF,37,31,35,124.0,1.2232414,3.0,0.429607407885266,0.034949754285714285,0.43121635287985083,0.43121635287985083
1316,2016,2,PHI,CHI,29,14,29,106.0,-1.672591,2.0,-0.11847003619887414,-0.05767555172413793,-0.002850742582828134,-0.002850742582828134
1317,2016,2,PIT,CIN,24,16,36,124.0,-6.616688,0.0,-1.054210670589202,-0.1837968888888889,-0.5938892487676243,-0.5938892487676243
1318,2016,2,SEA,LA,3,9,24,67.0,-4.9707747,0.0,-0.7426981829714473,-0.2071156125,-0.7031670591609887,-0.7031670591609887
1319,2016,2,SF,CAR,27,46,26,65.0,-12.088004,1.0,-2.0897349948065362,-0.46492323076923076,-1.9113228955192847,-1.9113228955192847
1320,2016,2,TB,ARI,7,40,20,86.0,-1.4548174,0.0,-0.0772532868880363,-0.07274087,-0.07345087582858169,-0.07345087582858169
1321,2016,2,TEN,DET,16,15,23,140.0,4.0974765,0.0,0.9735972559527589,0.17815115217391303,1.1022966172831254,1.1022966172831254
1322,2016,2,WAS,DAL,23,27,17,82.0,-0.35215664,1.0,0.13144093555131328,-0.020715096470588237,0.17035589121960334,0.17035589121960334
1323,2016,3,ARI,BUF,18,33,22,88.0,-10.08342,2.0,-1.7103389789418193,-0.45833727272727276,-1.8804593248466253,-1.8804593248466253
1324,2016,3,ATL,NO,45,32,29,219.0,15.5802555,3.0,3.146876401977591,0.5372501896551725,2.785131286313577,2.785131286313577
1325,2016,3,BAL,JAX,19,17,21,85.0,2.3073149,1.0,0.6347837271637397,0.1098721380952381,0.7823227937253027,0.7823227937253027
1326,2016,3,BUF,ARI,33,18,30,211.0,5.202972,3.0,1.1828279932311037,0.1734324,1.08018327549162,1.08018327549162
1327,2016,3,CAR,MIN,10,22,28,105.0,-0.097020626,1.0,0.17972905279419496,-0.0034650223571428573,0.251194377908573,0.251194377908573
1329,2016,3,CHI,DAL,17,31,14,78.0,-1.2740165,0.0,-0.043034146595209904,-0.09100117857142857,-0.15902359288939422,-0.15902359288939422
1330,2016,3,CIN,DEN,17,29,28,144.0,4.030227,2.0,0.9608693321696227,0.14393667857142858,0.9419583920271112,0.9419583920271112
1331,2016,3,CLE,MIA,24,30,31,170.0,3.0336602,1.0,0.7722548997172782,0.0978600064516129,0.7260307141902658,0.7260307141902658
1333,2016,3,DAL,CHI,31,17,41,199.0,5.518156,3.0,1.242481045367759,0.1345891707317073,0.8981534562855672,0.8981534562855672
1334,2016,3,DEN,CIN,29,17,23,53.0,-8.252574,0.0,-1.363825349150374,-0.35880756521739127,-1.4140363470216564,-1.4140363470216564
1335,2016,3,DET,GB,27,34,23,50.0,-4.946645,0.0,-0.7381312942583723,-0.21507152173913044,-0.7404505895908554,-0.7404505895908554
1336,2016,3,GB,DET,34,27,21,126.0,2.4400952,0.0,0.6599142863248033,0.11619500952380953,0.8119534697707024,0.8119534697707024
1337,2016,3,HOU,NE,0,27,27,109.0,-3.1505907,0.0,-0.3982024882334345,-0.11668854444444444,-0.279401497966449,-0.279401497966449
1338,2016,3,IND,LAC,26,22,26,93.0,-2.302361,2.0,-0.2376629604720016,-0.08855234615384615,-0.1475477055691214,-0.1475477055691214
1339,2016,3,JAX,BAL,17,19,21,48.0,-5.705252,0.0,-0.881708452116105,-0.2716786666666667,-1.005726895166753,-1.005726895166753
1340,2016,3,KC,NYJ,24,3,24,75.0,-15.0194845,0.0,-2.6445593485303562,-0.6258118541666667,-2.6652902556237206,-2.6652902556237206
1341,2016,3,LA,TB,37,32,34,137.0,3.3023615,2.0,0.8231104401574245,0.0971282794117647,0.7226016444841464,0.7226016444841464
1342,2016,3,LAC,IND,22,26,17,37.0,-4.7834167,1.0,-0.7072380182986865,-0.2813774529411765,-1.0511780161297648,-1.0511780161297648
1343,2016,3,LV,TEN,17,10,24,124.0,-2.1060467,1.0,-0.2005076887162304,-0.08775194583333333,-0.14379681440018488,-0.14379681440018488
1344,2016,3,MIA,CLE,30,24,25,115.0,0.11006689,1.0,0.218923308812262,0.0044026756,0.2880645265466936,0.2880645265466936
1345,2016,3,MIN,CAR,22,10,23,62.0,-3.9603004,0.0,-0.5514515584579875,-0.17218697391304347,-0.5394820647136482,-0.5394820647136482
1346,2016,3,NE,HOU,27,0,37,187.0,0.36994648,3.0,0.2681092152400077,0.009998553513513513,0.31428831545621905,0.31428831545621905
1347,2016,3,NO,ATL,32,45,24,117.0,5.422476,1.0,1.224372245338458,0.22593649999999998,1.3262316090264956,1.3262316090264956
1348,2016,3,NYG,WAS,27,29,21,120.0,1.2858822,2.0,0.4414630696837134,0.06123248571428572,0.5543843010733196,0.5543843010733196
1349,2016,3,NYJ,KC,3,24,22,117.0,2.8228872,0.0,0.7323631134654405,0.12831305454545452,0.8687418878804567,0.8687418878804567
1350,2016,3,PHI,PIT,34,3,30,125.0,0.7215504,2.0,0.3346552549222644,0.024051680000000002,0.38014504574880237,0.38014504574880237
1351,2016,3,PIT,PHI,3,34,10,29.0,-0.7404791,0.0,0.05794539024376519,-0.07404791,-0.07957601679592372,-0.07957601679592372
1352,2016,3,SEA,SF,37,18,30,129.0,-5.327966,2.0,-0.810301713739696,-0.17759886666666666,-0.564843649681269,-0.564843649681269
1354,2016,3,SF,SEA,18,37,32,137.0,4.1223674,2.0,0.9783082125857995,0.12882398125,0.8711362278312773,0.8711362278312773
1355,2016,3,TB,LA,32,37,21,84.0,-0.16918159,1.0,0.1660715646357754,-0.00805626619047619,0.2296785744942884,0.2296785744942884
1356,2016,3,TEN,LV,10,17,29,181.0,0.5069554,1.0,0.29404010084316917,0.017481220689655172,0.34935410630085345,0.34935410630085345
1357,2016,3,WAS,NYG,29,27,28,92.0,-4.919016,0.0,-0.7329021132800115,-0.17567914285714287,-0.5558473076016875,-0.5558473076016875
1359,2016,4,ARI,LA,13,17,25,118.0,-5.6646705,0.0,-0.8740278264013364,-0.22658682,-0.7944143742713662,-0.7944143742713662
