,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,ypc_allowed,epa_allowed_per_carry,rush_td_allowed_per_carry,rush_def_win,rush_def_win_pred,rush_def_value
2655,2018,20,LA,NO,26,23,19,50.0,-7.1848593,0.0,2.631578947368421,-0.3781504894736842,0.0,1,1,0.8637894675548149
2656,2018,20,NE,KC,37,31,12,41.0,-1.0662565,1.0,3.4166666666666665,-0.0888547083333333,0.0833333333333333,1,1,0.5341860330621642
2657,2018,20,NO,LA,23,26,26,77.0,-4.0919433,1.0,2.9615384615384617,-0.1573824346153846,0.0384615384615384,1,1,0.6322912355988569
2658,2018,21,LA,NE,3,13,30,156.0,0.43356094,1.0,5.2,0.0144520313333333,0.0333333333333333,0,0,0.3837316329036189
2659,2018,21,NE,LA,13,3,18,62.0,-3.2565114,0.0,3.4444444444444446,-0.1809173,0.0,1,1,0.6640031336521726
2660,2019,1,ATL,MIN,12,28,36,174.0,1.0875545,3.0,4.833333333333333,0.0302098472222222,0.0833333333333333,0,0,0.3619544530016948
2661,2019,1,BAL,MIA,59,10,12,21.0,-5.819201,0.0,1.75,-0.4849334166666666,0.0,1,1,0.9226117613543013
2662,2019,1,BUF,NYJ,17,16,21,68.0,-3.1300654,0.0,3.238095238095238,-0.1490507333333333,0.0,1,1,0.6207672544727507
2663,2019,1,CAR,LA,27,30,30,169.0,3.708209,2.0,5.633333333333334,0.1236069666666666,0.0666666666666666,0,0,0.2461954174896456
2664,2019,1,CHI,GB,3,10,20,49.0,-6.4779277,0.0,2.45,-0.323896385,0.0,1,1,0.8214796656561973
2665,2019,1,CIN,SEA,20,21,23,74.0,-5.911285,1.0,3.217391304347826,-0.2570123913043478,0.0434782608695652,1,1,0.7560271825078232
2666,2019,1,CLE,TEN,13,43,26,125.0,1.0015287,1.0,4.807692307692308,0.0385203346153846,0.0384615384615384,0,0,0.35068748512095643
2667,2019,1,DAL,NYG,35,17,17,151.0,6.357251,1.0,8.882352941176471,0.3739559411764706,0.0588235294117647,0,0,0.06920645367878156
2668,2019,1,DEN,LV,16,24,27,99.0,-0.91932714,2.0,3.6666666666666665,-0.0340491533333333,0.074074074074074,1,0,0.4533796234575459
2669,2019,1,GB,CHI,10,3,15,46.0,-4.625344,0.0,3.066666666666667,-0.3083562666666666,0.0,1,1,0.8076076209467715
2670,2019,1,HOU,NO,28,30,21,148.0,2.455279,1.0,7.047619047619048,0.1169180476190476,0.0476190476190476,0,0,0.2536070709264335
2671,2019,1,IND,LAC,24,30,21,125.0,4.7653103,1.0,5.9523809523809526,0.2269195380952381,0.0476190476190476,0,0,0.15062097513674536
2672,2019,1,JAX,KC,26,40,25,114.0,0.71931106,1.0,4.56,0.0287724424,0.04,0,0,0.36391911967939355
2673,2019,1,KC,JAX,40,26,16,81.0,-0.5354236,0.0,5.0625,-0.033463975,0.0,1,0,0.45252246197038626
2674,2019,1,LA,CAR,30,27,23,127.0,0.3301391,3.0,5.521739130434782,0.0143538739130434,0.1304347826086956,0,0,0.38386886224131334
2675,2019,1,LAC,IND,30,24,34,205.0,10.333205,1.0,6.029411764705882,0.303917794117647,0.0294117647058823,0,0,0.10111346864489708
2676,2019,1,LV,DEN,24,16,23,95.0,-0.27593312,0.0,4.130434782608695,-0.011997092173913,0.0,1,0,0.42131309557468544
2677,2019,1,MIA,BAL,10,59,44,267.0,8.888644,2.0,6.068181818181818,0.2020146363636363,0.0454545454545454,0,0,0.1704397573353855
2678,2019,1,MIN,ATL,28,12,17,73.0,-7.7946177,0.0,4.294117647058823,-0.4585069235294117,0.0,1,1,0.9106952562470778
2679,2019,1,NE,PIT,33,3,13,32.0,-5.3914165,0.0,2.4615384615384617,-0.4147243461538462,0.0,1,1,0.8872879659564649
2680,2019,1,NO,HOU,30,28,23,180.0,9.152552,1.0,7.826086956521739,0.3979370434782608,0.0434782608695652,0,0,0.06061360834308403
2681,2019,1,NYG,DAL,17,35,28,91.0,-5.7086577,1.0,3.25,-0.2038806321428571,0.0357142857142857,1,1,0.6935848235859708
2682,2019,1,NYJ,BUF,16,17,24,129.0,-1.3101331,1.0,5.375,-0.0545888791666666,0.0416666666666666,0,0,0.48360479421709135
2683,2019,1,PHI,WAS,32,27,13,28.0,-6.441294,0.0,2.1538461538461537,-0.4954841538461538,0.0,1,1,0.9269492422485412
2684,2019,1,PIT,NE,3,33,29,99.0,-3.089348,0.0,3.413793103448276,-0.1065292413793103,0.0,1,1,0.5600686475931917
2685,2019,1,SEA,CIN,21,20,14,34.0,-8.601433,0.0,2.4285714285714284,-0.6143880714285714,0.0,1,1,0.9624440382540704
2686,2019,1,SF,TB,31,17,25,122.0,1.5193492,0.0,4.88,0.060773968,0.0,0,0,0.3213508359338208
2687,2019,1,TB,SF,17,31,30,100.0,-7.0655513,0.0,3.333333333333333,-0.2355183766666666,0.0,1,1,0.7318362199790408
2688,2019,1,TEN,CLE,43,13,20,102.0,-4.383691,1.0,5.1,-0.2191845499999999,0.05,1,1,0.712468146568119
2689,2019,1,WAS,PHI,27,32,31,126.0,-1.0618732,1.0,4.064516129032258,-0.0342539741935483,0.032258064516129,0,0,0.45367970793256224
2690,2019,2,ARI,BAL,17,23,31,184.0,2.8599293,0.0,5.935483870967742,0.0922557838709677,0.0,0,0,0.2821796688787855
2691,2019,2,ATL,PHI,24,20,22,49.0,-4.2654457,1.0,2.227272727272727,-0.1938838954545454,0.0454545454545454,1,1,0.6808839288157558
2692,2019,2,BAL,ARI,23,17,11,20.0,-4.4902105,1.0,1.818181818181818,-0.4082009545454545,0.0909090909090909,1,1,0.8833733797319349
2693,2019,2,BUF,NYG,28,14,20,129.0,4.330615,1.0,6.45,0.21653075,0.05,0,0,0.1586475330012717
2694,2019,2,CAR,TB,14,20,29,102.0,-2.3061976,1.0,3.5172413793103448,-0.0795240551724137,0.0344827586206896,1,1,0.5204385389250498
2695,2019,2,CHI,DEN,16,14,24,90.0,-4.6306357,0.0,3.75,-0.1929431541666666,0.0,1,1,0.6796743755493159
2696,2019,2,CIN,SF,17,41,40,261.0,11.980928,2.0,6.525,0.2995232,0.05,0,0,0.10349924044305112
2697,2019,2,CLE,NYJ,23,3,24,93.0,-5.51905,0.0,3.875,-0.2299604166666666,0.0,1,1,0.7253392943773043
2698,2019,2,DAL,WAS,31,21,16,48.0,-1.7392735,1.0,3.0,-0.10870459375,0.0625,1,1,0.5632346521166688
2699,2019,2,DEN,CHI,14,16,29,153.0,1.3415436,1.0,5.275862068965517,0.046260124137931,0.0344827586206896,0,0,0.3403415874306247
2700,2019,2,DET,LAC,13,10,25,137.0,-2.8147683,1.0,5.48,-0.112590732,0.04,0,1,0.5688775650200005
2701,2019,2,GB,MIN,21,16,27,198.0,9.31426,1.0,7.333333333333333,0.3449725925925926,0.037037037037037,0,0,0.0810914884100973
2702,2019,2,HOU,JAX,13,12,22,103.0,1.0569268,0.0,4.681818181818182,0.0480421272727272,0.0,1,0,0.33798053395783956
2703,2019,2,IND,TEN,19,17,24,124.0,-0.9127713,1.0,5.166666666666667,-0.0380321375,0.0416666666666666,0,0,0.4592209348485896
2704,2019,2,JAX,HOU,12,13,29,127.0,0.33403826,1.0,4.379310344827586,0.0115185606896551,0.0344827586206896,0,0,0.38784068744659883
2705,2019,2,KC,LV,28,10,19,129.0,3.8600361,0.0,6.789473684210527,0.2031597947368421,0.0,0,0,0.16948473842087833
2706,2019,2,LA,NO,27,9,20,57.0,-7.984421,0.0,2.85,-0.39922105,0.0,1,1,0.8777920677415859
2707,2019,2,LAC,DET,10,13,27,95.0,-4.4311748,0.0,3.5185185185185186,-0.1641175851851851,0.0,1,1,0.6414984225730063
2708,2019,2,LV,KC,10,28,21,32.0,-10.015766,0.0,1.5238095238095235,-0.4769412380952381,0.0,1,1,0.9191703792949905
2709,2019,2,MIA,NE,0,43,34,124.0,-3.7109108,2.0,3.647058823529412,-0.1091444352941176,0.0588235294117647,0,1,0.5638741795940311
2710,2019,2,MIN,GB,16,21,33,144.0,-8.329628,1.0,4.363636363636363,-0.2524129696969697,0.0303030303030303,0,1,0.7509772451020829
2711,2019,2,NE,MIA,43,0,15,42.0,-4.1769238,0.0,2.8,-0.2784615866666666,0.0,1,1,0.7786501307838678
2712,2019,2,NO,LA,9,27,27,118.0,1.0821948,2.0,4.37037037037037,0.0400812888888888,0.074074074074074,0,0,0.3485892205177233
2713,2019,2,NYG,BUF,14,28,32,153.0,4.5649543,3.0,4.78125,0.142654821875,0.09375,0,0,0.2258999734859192
2714,2019,2,NYJ,CLE,3,23,21,70.0,-4.1534147,1.0,3.333333333333333,-0.1977816523809523,0.0476190476190476,1,1,0.6858694220498434
2715,2019,2,PHI,ATL,20,24,16,58.0,-2.5890195,0.0,3.625,-0.16181371875,0.0,1,1,0.6383602845574436
2716,2019,2,PIT,SEA,26,28,30,154.0,-9.505651,1.0,5.133333333333334,-0.3168550333333333,0.0333333333333333,0,1,0.8152934532333567
2717,2019,2,SEA,PIT,28,26,16,81.0,2.8464556,1.0,5.0625,0.177903475,0.0625,1,0,0.1915483057872839
2718,2019,2,SF,CIN,41,17,19,25.0,-7.74152,0.0,1.3157894736842106,-0.4074484210526316,0.0,1,1,0.8829142816386835
2719,2019,2,TB,CAR,20,14,19,39.0,-18.469515,0.0,2.0526315789473686,-0.9720797368421054,0.0,1,1,0.9953123956717859
2720,2019,2,TEN,IND,17,19,33,168.0,3.419782,0.0,5.090909090909091,0.1036297575757575,0.0,0,0,0.2687620588816974
2721,2019,2,WAS,DAL,21,31,33,214.0,7.147777,1.0,6.484848484848484,0.216599303030303,0.0303030303030303,0,0,0.15859344823736332
2722,2019,3,ARI,CAR,20,38,29,175.0,2.0161548,1.0,6.0344827586206895,0.0695225793103448,0.0344827586206896,0,0,0.3101778075063577
2723,2019,3,ATL,IND,24,27,22,81.0,-1.9147083,1.0,3.6818181818181817,-0.0870321954545454,0.0454545454545454,1,1,0.531504220079765
2724,2019,3,BAL,KC,28,33,23,142.0,1.2252638,1.0,6.173913043478261,0.0532723391304347,0.0434782608695652,0,0,0.33109758961507046
2725,2019,3,BUF,CIN,21,17,19,66.0,-1.409739,1.0,3.473684210526316,-0.0741967894736842,0.0526315789473684,1,1,0.5125742609262706
2726,2019,3,CAR,ARI,38,20,22,121.0,8.74593,0.0,5.5,0.3975422727272727,0.0,0,0,0.06074662370104152
2727,2019,3,CHI,WAS,31,15,21,69.0,-7.497098,0.0,3.2857142857142856,-0.3570046666666667,0.0,1,1,0.8484022181126047
2728,2019,3,CIN,BUF,17,21,35,176.0,-2.2054121,1.0,5.0285714285714285,-0.0630117742857142,0.0285714285714285,0,0,0.4960469647788476
2729,2019,3,CLE,LA,13,20,23,91.0,0.6993188,0.0,3.9565217391304346,0.0304051652173913,0.0,1,0,0.36168784347517247
2730,2019,3,DAL,MIA,31,6,24,72.0,-11.967774,0.0,3.0,-0.49865725,0.0,1,1,0.9282092815955932
2731,2019,3,DEN,GB,16,27,22,78.0,1.9423351,2.0,3.5454545454545454,0.088287959090909,0.0909090909090909,1,0,0.2869549129199479
2732,2019,3,DET,PHI,27,24,30,127.0,-6.9708533,1.0,4.233333333333333,-0.2323617766666666,0.0333333333333333,0,1,0.7281583119744737
2733,2019,3,GB,DEN,27,16,38,149.0,3.8073442,2.0,3.9210526315789473,0.1001932684210526,0.0526315789473684,0,0,0.27277320644033254
2734,2019,3,HOU,LAC,27,20,18,73.0,-2.7043862,0.0,4.055555555555555,-0.1502436777777777,0.0,1,1,0.6224260024316338
2735,2019,3,IND,ATL,27,24,19,94.0,0.26385045,0.0,4.947368421052632,0.0138868657894736,0.0,1,0,0.3845220176481746
2736,2019,3,JAX,TEN,20,7,26,91.0,-1.3255758,1.0,3.5,-0.0509836846153846,0.0384615384615384,1,0,0.47828456412718173
2737,2019,3,KC,BAL,33,28,34,203.0,16.087584,4.0,5.970588235294118,0.4731642352941176,0.1176470588235294,0,0,0.0397183869889279
2738,2019,3,LA,CLE,20,13,24,95.0,-5.671412,0.0,3.9583333333333335,-0.2363088333333333,0.0,1,1,0.7327522677783564
2739,2019,3,LAC,HOU,20,27,18,40.0,-8.1702585,1.0,2.2222222222222223,-0.45390325,0.0555555555555555,1,1,0.9084570326244983
2740,2019,3,LV,MIN,14,34,36,213.0,4.416667,3.0,5.916666666666667,0.1226851944444444,0.0833333333333333,0,0,0.24720806753295213
2741,2019,3,MIA,DAL,6,31,33,236.0,9.772508,2.0,7.151515151515151,0.296136606060606,0.0606060606060606,0,0,0.10537162273633488
2742,2019,3,MIN,LV,34,14,20,88.0,-2.8968234,0.0,4.4,-0.14484117,0.0,1,1,0.614891638521451
2743,2019,3,NE,NYJ,30,14,20,36.0,-12.452272,0.0,1.8,-0.6226136,0.0,1,1,0.9641626351939488
2744,2019,3,NO,SEA,33,27,26,108.0,-12.231517,2.0,4.153846153846154,-0.4704429615384615,0.0769230769230769,0,1,0.9162699815317554
2745,2019,3,NYG,TB,32,31,32,144.0,-1.3464429,0.0,4.5,-0.042076340625,0.0,0,0,0.46516350718162464
2746,2019,3,NYJ,NE,14,30,25,69.0,-5.966039,2.0,2.76,-0.23864156,0.08,1,1,0.7354440106191432
2747,2019,3,PHI,DET,24,27,26,88.0,-1.8040184,1.0,3.3846153846153846,-0.069385323076923,0.0384615384615384,1,1,0.5054659594326312
2748,2019,3,PIT,SF,20,24,39,169.0,-12.361864,2.0,4.333333333333333,-0.3169708717948718,0.0512820512820512,0,1,0.8153965517260766
2749,2019,3,SEA,NO,27,33,24,88.0,-4.054603,1.0,3.6666666666666665,-0.1689417916666666,0.0416666666666666,1,1,0.6480301992115493
2750,2019,3,SF,PIT,24,20,22,79.0,-7.3958983,0.0,3.590909090909091,-0.3361771954545454,0.0,1,1,0.8318789354398365
2751,2019,3,TB,NYG,31,32,19,72.0,2.2336528,2.0,3.789473684210526,0.1175606736842105,0.1052631578947368,1,0,0.25288865254186943
2752,2019,3,TEN,JAX,7,20,19,89.0,-6.0544176,0.0,4.684210526315789,-0.3186535578947368,0.0,1,1,0.8168891567506841
2753,2019,3,WAS,CHI,15,31,24,90.0,-3.427749,0.0,3.75,-0.142822875,0.0,1,1,0.6120625025567452
2754,2019,4,ARI,SEA,10,27,27,115.0,4.7065187,1.0,4.25925925925926,0.1743155074074074,0.037037037037037,0,0,0.19485437707319922
2755,2019,4,ATL,TEN,10,24,34,138.0,-4.4623165,0.0,4.0588235294117645,-0.1312446029411764,0.0,0,1,0.5956916437255991
2756,2019,4,BAL,CLE,25,40,28,194.0,9.225046,4.0,6.928571428571429,0.3294659285714286,0.1428571428571428,0,0,0.0881897593471975
2757,2019,4,BUF,NE,10,16,20,77.0,-0.46835503,1.0,3.85,-0.0234177515,0.05,1,0,0.43785495604110514
2758,2019,4,CAR,HOU,16,10,22,136.0,5.2437444,1.0,6.181818181818182,0.2383520181818181,0.0454545454545454,0,0,0.14217737508404896
2759,2019,4,CHI,MIN,16,6,16,40.0,-0.7946551,1.0,2.5,-0.04966594375,0.0625,1,0,0.4763411226111788
2760,2019,4,CIN,PIT,3,27,22,69.0,-7.884265,1.0,3.136363636363636,-0.3583756818181818,0.0454545454545454,1,1,0.8494416762341923
2761,2019,4,CLE,BAL,40,25,29,176.0,2.3834193,0.0,6.068965517241379,0.0821868724137931,0.0,0,0,0.2943908789070262
2762,2019,4,DAL,NO,10,12,27,117.0,-0.8004748,0.0,4.333333333333333,-0.0296472148148148,0.0,0,0,0.44693885290740776
2763,2019,4,DEN,JAX,24,26,38,269.0,9.573888,0.0,7.078947368421052,0.2519444210526316,0.0,0,0,0.1326563492225273
2764,2019,4,DET,KC,30,34,25,123.0,4.0819297,3.0,4.92,0.163277188,0.12,0,0,0.20529586050978188
2765,2019,4,GB,PHI,27,34,31,178.0,9.743521,2.0,5.741935483870968,0.314307129032258,0.064516129032258,0,0,0.09566650754031136
2766,2019,4,HOU,CAR,10,16,28,94.0,-5.9603677,1.0,3.357142857142857,-0.212870275,0.0357142857142857,1,1,0.7047612565356258
2767,2019,4,IND,LV,24,31,31,189.0,0.7199702,1.0,6.096774193548387,0.0232248451612903,0.032258064516129,0,0,0.3715438164656672
2768,2019,4,JAX,DEN,26,24,15,69.0,-2.3822439,0.0,4.6,-0.15881626,0.0,1,1,0.6342596891506388
2769,2019,4,KC,DET,34,30,35,186.0,-11.95284,0.0,5.314285714285714,-0.3415097142857143,0.0,0,1,0.8362416440199096
2770,2019,4,LA,TB,40,55,29,89.0,-3.0022602,2.0,3.0689655172413794,-0.1035262137931034,0.0689655172413793,1,1,0.5556900553205526
2771,2019,4,LAC,MIA,30,10,18,72.0,-1.2309719,0.0,4.0,-0.0683873277777777,0.0,1,1,0.5039911822484476
2772,2019,4,LV,IND,31,24,22,82.0,-1.7077082,0.0,3.727272727272727,-0.0776231,0.0,1,1,0.5176332483539398
2773,2019,4,MIA,LAC,10,30,30,82.0,-3.5795696,1.0,2.7333333333333334,-0.1193189866666666,0.0333333333333333,1,1,0.5786044478665564
2774,2019,4,MIN,CHI,6,16,33,72.0,-11.238454,0.0,2.1818181818181817,-0.3405592121212121,0.0,1,1,0.8354707306438874
2775,2019,4,NE,BUF,16,10,22,135.0,0.8297351,1.0,6.136363636363637,0.0377152318181818,0.0454545454545454,0,0,0.35177198711360985
2776,2019,4,NO,DAL,12,10,20,45.0,-5.9546146,1.0,2.25,-0.29773073,0.05,1,1,0.7976589728031859
2777,2019,4,NYG,WAS,24,3,17,55.0,-4.2081046,0.0,3.235294117647059,-0.2475355647058823,0.0,1,1,0.7455462985642812
2778,2019,4,PHI,GB,34,27,20,77.0,-0.81107014,1.0,3.85,-0.040553507,0.05,1,0,0.4629245948766914
2779,2019,4,PIT,CIN,27,3,19,73.0,1.1178739,0.0,3.842105263157895,0.0588354684210526,0.0,1,0,0.32385505761993166
2780,2019,4,SEA,ARI,27,10,22,116.0,1.7703576,1.0,5.2727272727272725,0.0804708,0.0454545454545454,0,0,0.29650254030654843
2781,2019,4,TB,LA,55,40,11,28.0,-1.5600945,2.0,2.5454545454545454,-0.1418267727272727,0.1818181818181818,1,1,0.610663418047613
2782,2019,4,TEN,ATL,24,10,17,58.0,-5.198928,1.0,3.411764705882353,-0.3058192941176471,0.0588235294117647,1,1,0.8052666227086983
2783,2019,4,WAS,NYG,3,24,35,166.0,-7.4809523,1.0,4.742857142857143,-0.2137414942857143,0.0285714285714285,0,1,0.7058317430648742
2784,2019,5,ARI,CIN,26,23,23,108.0,-3.3401973,0.0,4.695652173913044,-0.1452259695652173,0.0,0,1,0.6154301556214782
2785,2019,5,ATL,HOU,32,53,34,166.0,1.3704017,1.0,4.882352941176471,0.0403059323529411,0.0294117647058823,0,0,0.3482877308954256
2786,2019,5,BAL,PIT,26,23,18,78.0,-0.17860663,1.0,4.333333333333333,-0.0099225905555555,0.0555555555555555,1,0,0.4183260961460273
2787,2019,5,BUF,TEN,14,7,27,102.0,-3.2750444,1.0,3.7777777777777777,-0.1212979407407407,0.037037037037037,1,1,0.5814541559277905
2788,2019,5,CAR,JAX,34,27,30,150.0,-2.252231,1.0,5.0,-0.0750743666666666,0.0333333333333333,0,1,0.513870300738753
2789,2019,5,CHI,LV,21,24,38,170.0,2.269495,3.0,4.473684210526316,0.0597235526315789,0.0789473684210526,0,0,0.3227065357244052
2790,2019,5,CIN,ARI,23,26,38,266.0,9.724089,2.0,7.0,0.2558970789473684,0.0526315789473684,0,0,0.1299908771606001
2791,2019,5,CLE,SF,3,31,37,278.0,8.505652,2.0,7.513513513513513,0.2298824864864865,0.054054054054054,0,0,0.14839383510285795
2792,2019,5,DAL,GB,24,34,26,124.0,5.098801,4.0,4.769230769230769,0.1961077307692307,0.1538461538461538,0,0,0.17543386662056193
2793,2019,5,DEN,LAC,20,13,16,35.0,-7.696241,0.0,2.1875,-0.4810150625,0.0,1,1,0.9209416424754905
2794,2019,5,GB,DAL,34,24,21,122.0,2.2357647,1.0,5.809523809523809,0.1064649857142857,0.0476190476190476,0,0,0.2654809419644657
2795,2019,5,HOU,ATL,53,32,19,58.0,-0.7365047,1.0,3.0526315789473686,-0.0387634052631578,0.0526315789473684,1,0,0.4602946545738007
2796,2019,5,IND,KC,19,13,13,37.0,-3.7672954,0.0,2.8461538461538463,-0.2897919538461538,0.0,1,1,0.7899786320092789
2797,2019,5,JAX,CAR,27,34,27,285.0,11.135236,3.0,10.555555555555555,0.4124161481481482,0.1111111111111111,0,0,0.05591937957131311
2798,2019,5,KC,IND,13,19,43,182.0,7.0136766,1.0,4.232558139534884,0.1631087581395348,0.0232558139534883,0,0,0.20545835148254749
2799,2019,5,LA,SEA,29,30,41,169.0,-1.9122475,0.0,4.121951219512195,-0.0466401829268292,0.0,0,0,0.4718814509381696
2800,2019,5,LAC,DEN,13,20,31,192.0,5.9551926,1.0,6.193548387096774,0.1921029870967742,0.032258064516129,0,0,0.17888482870597103
2801,2019,5,LV,CHI,24,21,17,42.0,-3.5203931,1.0,2.4705882352941178,-0.2070819470588235,0.0588235294117647,1,1,0.6975919613149033
2802,2019,5,MIN,NYG,28,10,20,64.0,-1.7496369,0.0,3.2,-0.087481845,0.0,1,1,0.5321660509209305
2803,2019,5,NE,WAS,33,7,20,145.0,0.55663437,1.0,7.25,0.0278317185,0.05,0,0,0.36520738144361387
2804,2019,5,NO,TB,31,24,22,94.0,-0.32423434,1.0,4.2727272727272725,-0.0147379245454545,0.0454545454545454,1,0,0.4252683341311432
2805,2019,5,NYG,MIN,10,28,33,212.0,1.1398823,0.0,6.424242424242424,0.0345418878787878,0.0,0,0,0.35606141907745786
2806,2019,5,NYJ,PHI,6,31,27,86.0,-7.4017963,1.0,3.185185185185185,-0.2741406037037037,0.037037037037037,1,1,0.7742162940930849
2807,2019,5,PHI,NYJ,31,6,19,67.0,-2.8758674,1.0,3.526315789473684,-0.1513614421052631,0.0526315789473684,1,1,0.6239776188157456
2808,2019,5,PIT,BAL,23,26,40,138.0,0.7313516,1.0,3.45,0.01828379,0.025,0,0,0.3783892883015009
2809,2019,5,SEA,LA,30,29,19,82.0,-4.0543246,2.0,4.315789473684211,-0.2133855052631579,0.1052631578947368,1,1,0.7053946049629438
2810,2019,5,SF,CLE,31,3,18,102.0,-0.748958,0.0,5.666666666666667,-0.0416087777777777,0.0,1,0,0.4644759297138157
2811,2019,5,TB,NO,24,31,30,113.0,-2.7162266,0.0,3.7666666666666666,-0.0905408866666666,0.0,0,1,0.5366654755807755
2812,2019,5,TEN,BUF,7,14,25,111.0,-1.6412624,0.0,4.44,-0.065650496,0.0,0,0,0.49994657761765404
2813,2019,5,WAS,NE,7,33,27,130.0,-2.380886,1.0,4.814814814814815,-0.0881809629629629,0.037037037037037,0,1,0.5331948441025447
2814,2019,6,ARI,ATL,34,33,25,103.0,0.5700151,0.0,4.12,0.022800604,0.0,1,0,0.37212959656622846
2815,2019,6,ATL,ARI,33,34,26,105.0,-4.559484,1.0,4.038461538461538,-0.1753647692307692,0.0384615384615384,1,1,0.6566410897773973
2816,2019,6,BAL,CIN,23,17,14,33.0,-4.47802,1.0,2.357142857142857,-0.3198585714285714,0.0714285714285714,1,1,0.8179522836503114
2817,2019,6,CAR,TB,37,26,15,44.0,0.012587737,2.0,2.933333333333333,0.0008391824666666,0.1333333333333333,1,0,0.4029311199964031
2818,2019,6,CIN,BAL,17,23,40,272.0,9.143327,2.0,6.8,0.2285831749999999,0.05,0,0,0.14936711402318203
2819,2019,6,CLE,SEA,28,32,37,172.0,-3.2965958,2.0,4.648648648648648,-0.0890971837837837,0.054054054054054,0,1,0.5345426882285302
2820,2019,6,DAL,NYJ,22,24,17,60.0,0.5060613,1.0,3.5294117647058822,0.0297683117647058,0.0588235294117647,1,0,0.36255746301165176
2821,2019,6,DEN,TEN,16,0,20,40.0,-8.161616,0.0,2.0,-0.4080808,0.0,1,1,0.8833001820164034
2822,2019,6,DET,GB,22,23,27,172.0,0.88901263,0.0,6.37037037037037,0.0329263937037037,0.0,0,0,0.3582540519306156
2823,2019,6,GB,DET,23,22,19,57.0,-1.1602587,1.0,3.0,-0.061066247368421,0.0526315789473684,1,0,0.4931720654633639
2824,2019,6,HOU,KC,31,24,10,54.0,0.41036448,0.0,5.4,0.0410364479999999,0.0,1,0,0.34730816073609727
2825,2019,6,JAX,NO,6,13,24,106.0,-0.3504728,0.0,4.416666666666667,-0.0146030333333333,0.0,0,0,0.4250734470767953
2826,2019,6,KC,HOU,24,31,39,194.0,3.999137,3.0,4.974358974358975,0.1025419743589743,0.0769230769230769,0,0,0.2700277008121594
2827,2019,6,LA,SF,7,20,39,101.0,-6.0056553,2.0,2.58974358974359,-0.1539911615384615,0.0512820512820512,1,1,0.6276179780974268
2828,2019,6,LAC,PIT,17,24,36,124.0,-5.9748883,1.0,3.4444444444444446,-0.1659691194444444,0.0277777777777777,0,1,0.64401169206791
2829,2019,6,MIA,WAS,16,17,32,146.0,-1.9041885,0.0,4.5625,-0.059505890625,0.0,0,0,0.49086664815622016
2830,2019,6,MIN,PHI,38,20,22,108.0,-3.891192,0.0,4.909090909090909,-0.1768723636363636,0.0,0,1,0.6586476363024416
2831,2019,6,NE,NYG,35,14,15,53.0,-2.5547674,0.0,3.533333333333333,-0.1703178266666666,0.0,1,1,0.649883313327784
2832,2019,6,NO,JAX,13,6,23,76.0,-6.0798087,0.0,3.3043478260869565,-0.2643395086956522,0.0,1,1,0.7639276405661493
2833,2019,6,NYG,NE,14,35,32,114.0,-3.0755167,3.0,3.5625,-0.096109896875,0.09375,0,1,0.5448409001561085
2834,2019,6,NYJ,DAL,24,22,34,129.0,-3.5261142,2.0,3.794117647058824,-0.1037092411764705,0.0588235294117647,0,1,0.5559571748151889
2835,2019,6,PHI,MIN,20,38,34,123.0,-8.907308,1.0,3.6176470588235294,-0.2619796470588235,0.0294117647058823,0,1,0.7614025563489862
2836,2019,6,PIT,LAC,24,17,14,32.0,-11.323638,0.0,2.2857142857142856,-0.8088312857142858,0.0,1,1,0.9877885326823749
2837,2019,6,SEA,CLE,32,28,24,157.0,2.6993275,3.0,6.541666666666667,0.1124719791666666,0.125,0,0,0.25861431226631487
2838,2019,6,SF,LA,20,7,22,109.0,-11.098882,1.0,4.954545454545454,-0.5044946363636363,0.0454545454545454,0,1,0.9304750569239238
2839,2019,6,TB,CAR,26,37,28,60.0,-6.5406027,2.0,2.142857142857143,-0.2335929535714285,0.0714285714285714,1,1,0.7295965703376887
2840,2019,6,TEN,DEN,0,16,28,105.0,-5.6057944,1.0,3.75,-0.2002069428571428,0.0357142857142857,1,1,0.6889501211499541
2841,2019,6,WAS,MIA,17,16,21,84.0,3.054056,1.0,4.0,0.1454312380952381,0.0476190476190476,1,0,0.22304280534274634
2842,2019,7,ARI,NYG,27,21,22,107.0,2.2002687,1.0,4.863636363636363,0.1000122136363636,0.0454545454545454,0,0,0.2729855720769624
2843,2019,7,ATL,LA,10,37,36,90.0,-8.02825,1.0,2.5,-0.2230069444444444,0.0277777777777777,1,1,0.7170748001981275
2844,2019,7,BAL,SEA,30,16,26,106.0,0.1977334,0.0,4.076923076923077,0.0076051307692307,0.0,0,0,0.3933472600685162
2845,2019,7,BUF,MIA,31,21,30,109.0,0.95808274,2.0,3.633333333333333,0.0319360913333333,0.0666666666666666,0,0,0.3596010854949191
2846,2019,7,CHI,NO,25,36,33,153.0,5.3626394,2.0,4.636363636363637,0.1625042242424242,0.0606060606060606,0,0,0.2060423545202151
2847,2019,7,CIN,JAX,17,27,43,217.0,-2.6418421,0.0,5.046511627906977,-0.061438188372093,0.0,0,0,0.4937216525011822
2848,2019,7,DAL,PHI,37,10,28,115.0,-7.9363785,0.0,4.107142857142857,-0.2834420892857143,0.0,0,1,0.7836829613011695
