,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,ypc_allowed,epa_allowed_per_carry,rush_td_allowed_per_carry,rush_def_win
2324,2017,13,NO,CAR,31,21,23,112.0,0.28162313,1.0,4.869565217391305,0.012244483913043478,0.043478260869565216,0
2325,2017,13,NYG,LV,17,24,28,120.0,-8.667868,2.0,4.285714285714286,-0.3095667142857143,0.07142857142857142,0
2326,2017,13,NYJ,KC,38,31,11,112.0,4.485416,0.0,10.181818181818182,0.4077650909090909,0.0,0
2327,2017,13,PHI,SEA,10,24,24,102.0,-3.120973,0.0,4.25,-0.13004054166666668,0.0,1
2328,2017,13,PIT,CIN,23,20,22,130.0,3.8911185,0.0,5.909090909090909,0.17686902272727273,0.0,0
2329,2017,13,SEA,PHI,24,10,26,98.0,-4.6900425,0.0,3.769230769230769,-0.18038625,0.0,1
2330,2017,13,SF,CHI,15,14,19,62.0,-5.7743716,0.0,3.263157894736842,-0.3039142947368421,0.0,1
2331,2017,13,TB,GB,20,26,28,200.0,12.134467,2.0,7.142857142857143,0.43337382142857145,0.07142857142857142,0
2332,2017,13,TEN,HOU,24,13,21,54.0,-5.147719,0.0,2.5714285714285716,-0.2451294761904762,0.0,1
2333,2017,13,WAS,DAL,14,38,42,182.0,3.5980382,2.0,4.333333333333333,0.08566757619047619,0.047619047619047616,0
2334,2017,14,ARI,TEN,12,7,22,65.0,-7.422684,1.0,2.9545454545454546,-0.3373947272727273,0.045454545454545456,1
2335,2017,14,ATL,NO,20,17,15,50.0,-0.06714153,0.0,3.3333333333333335,-0.004476102,0.0,1
2336,2017,14,BAL,PIT,38,39,17,59.0,1.8528035,2.0,3.4705882352941178,0.1089884411764706,0.11764705882352941,1
2337,2017,14,BUF,IND,13,7,45,164.0,-4.992703,0.0,3.6444444444444444,-0.11094895555555555,0.0,0
2339,2017,14,CAR,MIN,31,24,21,100.0,0.5118884,0.0,4.761904761904762,0.024375638095238097,0.0,1
2340,2017,14,CHI,CIN,33,7,13,70.0,0.9904843,0.0,5.384615384615385,0.0761911,0.0,1
2341,2017,14,CIN,CHI,7,33,38,232.0,5.807892,3.0,6.105263157894737,0.15283926315789473,0.07894736842105263,0
2343,2017,14,CLE,GB,21,27,26,86.0,1.2315849,1.0,3.3076923076923075,0.047368650000000005,0.038461538461538464,1
2344,2017,14,DAL,NYG,30,10,29,102.0,0.044776678,0.0,3.5172413793103448,0.001544023379310345,0.0,1
2345,2017,14,DEN,NYJ,23,0,22,60.0,-2.771788,0.0,2.727272727272727,-0.12599036363636362,0.0,1
2346,2017,14,DET,TB,24,21,27,134.0,0.07390916,1.0,4.962962962962963,0.0027373762962962962,0.037037037037037035,0
2347,2017,14,GB,CLE,27,21,26,137.0,1.4504284,0.0,5.269230769230769,0.055785707692307694,0.0,0
2348,2017,14,HOU,SF,16,26,28,106.0,-5.35357,1.0,3.7857142857142856,-0.1911989285714286,0.03571428571428571,0
2350,2017,14,IND,BUF,7,13,50,228.0,-5.5033045,1.0,4.56,-0.11006608999999999,0.02,0
2351,2017,14,JAX,SEA,30,24,24,141.0,2.797195,0.0,5.875,0.11654979166666667,0.0,0
2352,2017,14,KC,LV,26,15,11,70.0,2.3819153,1.0,6.363636363636363,0.21653775454545457,0.09090909090909091,1
2353,2017,14,LA,PHI,35,43,33,139.0,-2.0526657,0.0,4.212121212121212,-0.062201990909090905,0.0,0
2354,2017,14,LAC,WAS,30,13,21,65.0,-5.718783,0.0,3.0952380952380953,-0.272323,0.0,1
2356,2017,14,LV,KC,15,26,32,166.0,4.6133122,2.0,5.1875,0.14416600625,0.0625,0
2357,2017,14,MIA,NE,27,20,10,25.0,-2.134295,1.0,2.5,-0.2134295,0.1,1
2358,2017,14,MIN,CAR,24,31,33,221.0,7.829953,3.0,6.696969696969697,0.23727130303030303,0.09090909090909091,0
2359,2017,14,NE,MIA,20,27,27,122.0,-1.4129977,0.0,4.518518518518518,-0.05233324814814815,0.0,0
2360,2017,14,NO,ATL,17,20,35,134.0,0.69796026,1.0,3.8285714285714287,0.019941721714285713,0.02857142857142857,0
2361,2017,14,NYG,DAL,10,30,28,125.0,3.1458688,1.0,4.464285714285714,0.11235245714285715,0.03571428571428571,0
2362,2017,14,NYJ,DEN,0,23,34,85.0,-6.674168,1.0,2.5,-0.1962990588235294,0.029411764705882353,1
2364,2017,14,PHI,LA,43,35,16,110.0,5.8767014,2.0,6.875,0.3672938375,0.125,0
2366,2017,14,PIT,BAL,39,38,26,152.0,10.776979,3.0,5.846153846153846,0.41449919230769233,0.11538461538461539,0
2367,2017,14,SEA,JAX,24,30,34,161.0,0.16615522,1.0,4.735294117647059,0.004886918235294117,0.029411764705882353,0
2368,2017,14,SF,HOU,26,16,23,90.0,-3.4255915,0.0,3.9130434782608696,-0.1489387608695652,0.0,1
2369,2017,14,TB,DET,21,24,18,53.0,-4.771052,2.0,2.9444444444444446,-0.26505844444444443,0.1111111111111111,1
2370,2017,14,TEN,ARI,7,12,27,138.0,-3.4945657,0.0,5.111111111111111,-0.12942835925925925,0.0,0
2371,2017,14,WAS,LAC,13,30,35,174.0,0.43162274,1.0,4.9714285714285715,0.012332078285714285,0.02857142857142857,0
2372,2017,15,ARI,WAS,15,20,19,32.0,-7.912888,0.0,1.6842105263157894,-0.4164677894736842,0.0,1
2373,2017,15,ATL,TB,24,21,18,84.0,-6.0793676,0.0,4.666666666666667,-0.33774264444444446,0.0,1
2374,2017,15,BAL,CLE,27,10,19,130.0,-1.1789248,1.0,6.842105263157895,-0.062048673684210534,0.05263157894736842,0
2375,2017,15,BUF,MIA,24,16,21,100.0,4.835235,1.0,4.761904761904762,0.2302492857142857,0.047619047619047616,1
2376,2017,15,CAR,GB,31,24,19,120.0,6.428354,0.0,6.315789473684211,0.33833442105263156,0.0,0
2377,2017,15,CHI,DET,10,20,19,92.0,-2.4358954,0.0,4.842105263157895,-0.1282050210526316,0.0,1
2378,2017,15,CIN,MIN,7,34,31,127.0,0.14949268,1.0,4.096774193548387,0.004822344516129032,0.03225806451612903,0
2380,2017,15,CLE,BAL,10,27,29,99.0,-2.7944686,1.0,3.413793103448276,-0.09636098620689655,0.034482758620689655,1
2381,2017,15,DAL,LV,20,17,23,122.0,-1.5249026,0.0,5.304347826086956,-0.06630011304347827,0.0,0
2382,2017,15,DEN,IND,25,13,21,71.0,-1.9063913,1.0,3.380952380952381,-0.09078053809523809,0.047619047619047616,1
2384,2017,15,DET,CHI,20,10,15,43.0,-0.7156279,0.0,2.8666666666666667,-0.04770852666666667,0.0,1
2385,2017,15,GB,CAR,24,31,35,155.0,-1.6573238,0.0,4.428571428571429,-0.04735210857142857,0.0,0
2386,2017,15,HOU,JAX,7,45,36,140.0,-2.9842904,3.0,3.888888888888889,-0.08289695555555555,0.08333333333333333,0
2387,2017,15,IND,DEN,13,25,45,215.0,2.3581488,1.0,4.777777777777778,0.05240330666666666,0.022222222222222223,0
2388,2017,15,JAX,HOU,45,7,21,87.0,-0.18157077,0.0,4.142857142857143,-0.008646227142857142,0.0,1
2389,2017,15,KC,LAC,30,13,22,98.0,4.0665984,1.0,4.454545454545454,0.18484538181818183,0.045454545454545456,1
2390,2017,15,LA,SEA,42,7,17,78.0,-2.23644,0.0,4.588235294117647,-0.13155529411764705,0.0,1
2392,2017,15,LAC,KC,13,30,32,174.0,4.829518,1.0,5.4375,0.1509224375,0.03125,0
2393,2017,15,LV,DAL,17,20,30,127.0,5.6576724,2.0,4.233333333333333,0.18858908,0.06666666666666667,0
2394,2017,15,MIA,BUF,16,24,29,117.0,2.573276,2.0,4.0344827586206895,0.08873365517241379,0.06896551724137931,0
2395,2017,15,MIN,CIN,34,7,20,46.0,-9.452734,1.0,2.3,-0.47263669999999997,0.05,1
2397,2017,15,NE,PIT,27,24,31,143.0,0.7447238,1.0,4.612903225806452,0.024023348387096775,0.03225806451612903,0
2398,2017,15,NO,NYJ,31,19,28,124.0,2.8038156,1.0,4.428571428571429,0.10013627142857143,0.03571428571428571,0
2399,2017,15,NYG,PHI,29,34,26,109.0,-1.3266901,0.0,4.1923076923076925,-0.05102654230769231,0.0,0
2400,2017,15,NYJ,NO,19,31,27,132.0,2.7302055,2.0,4.888888888888889,0.10111872222222222,0.07407407407407407,0
2401,2017,15,PHI,NYG,34,29,23,75.0,-3.1558132,1.0,3.260869565217391,-0.1372092695652174,0.043478260869565216,1
2402,2017,15,PIT,NE,24,27,17,79.0,5.0514736,2.0,4.647058823529412,0.2971455058823529,0.11764705882352941,1
2403,2017,15,SEA,LA,7,42,43,244.0,5.5862827,3.0,5.674418604651163,0.12991355116279069,0.06976744186046512,0
2404,2017,15,SF,TEN,25,23,28,90.0,-2.2422738,0.0,3.2142857142857144,-0.08008120714285714,0.0,1
2405,2017,15,TB,ATL,21,24,35,201.0,10.36541,1.0,5.742857142857143,0.29615457142857143,0.02857142857142857,0
2406,2017,15,TEN,SF,23,25,22,51.0,-6.5681453,0.0,2.3181818181818183,-0.2985520590909091,0.0,1
2407,2017,15,WAS,ARI,20,15,34,141.0,2.559767,0.0,4.147058823529412,0.07528726470588235,0.0,0
2408,2017,16,ARI,NYG,23,0,20,43.0,-13.213068,0.0,2.15,-0.6606534,0.0,1
2410,2017,16,ATL,NO,13,23,28,90.0,-4.1447053,1.0,3.2142857142857144,-0.1480251892857143,0.03571428571428571,1
2411,2017,16,BAL,IND,23,16,24,93.0,-1.0764863,0.0,3.875,-0.044853595833333336,0.0,1
2412,2017,16,BUF,NE,16,37,36,194.0,9.003126,2.0,5.388888888888889,0.2500868333333333,0.05555555555555555,0
2413,2017,16,CAR,TB,22,19,24,66.0,-11.156899,0.0,2.75,-0.4648707916666666,0.0,1
2415,2017,16,CHI,CLE,20,3,20,76.0,-1.3845234,0.0,3.8,-0.06922617,0.0,1
2416,2017,16,CIN,DET,26,17,22,87.0,4.3865557,1.0,3.9545454545454546,0.19938889545454544,0.045454545454545456,1
2417,2017,16,CLE,CHI,3,20,31,97.0,2.119776,3.0,3.129032258064516,0.06837987096774194,0.0967741935483871,1
2418,2017,16,DAL,SEA,12,21,27,80.0,-4.5383525,0.0,2.962962962962963,-0.16808712962962963,0.0,1
2419,2017,16,DEN,WAS,11,27,27,89.0,-10.430515,0.0,3.2962962962962963,-0.38631537037037034,0.0,1
2420,2017,16,DET,CIN,17,26,32,144.0,1.7517762,1.0,4.5,0.05474300625,0.03125,0
2421,2017,16,GB,MIN,0,16,30,116.0,-3.3847451,0.0,3.8666666666666667,-0.11282483666666666,0.0,0
2422,2017,16,HOU,PIT,6,34,25,106.0,-0.4513374,2.0,4.24,-0.018053496,0.08,0
2424,2017,16,IND,BAL,16,23,29,106.0,-1.3665705,0.0,3.6551724137931036,-0.04712312068965517,0.0,0
2425,2017,16,JAX,SF,33,44,34,132.0,4.9712877,3.0,3.8823529411764706,0.14621434411764708,0.08823529411764706,0
2426,2017,16,KC,MIA,29,13,15,60.0,-1.7501798,0.0,4.0,-0.11667865333333333,0.0,1
2427,2017,16,LA,TEN,27,23,26,97.0,-2.098391,1.0,3.730769230769231,-0.08070734615384614,0.038461538461538464,1
2429,2017,16,LAC,NYJ,14,7,30,197.0,-1.9884026,1.0,6.566666666666666,-0.06628008666666667,0.03333333333333333,0
2430,2017,16,LV,PHI,10,19,22,78.0,-7.2645564,0.0,3.5454545454545454,-0.3302071090909091,0.0,1
2431,2017,16,MIA,KC,13,29,32,105.0,-6.3222218,1.0,3.28125,-0.19756943125,0.03125,1
2432,2017,16,MIN,GB,16,0,24,113.0,-0.9121039,0.0,4.708333333333333,-0.03800432916666666,0.0,0
2433,2017,16,NE,BUF,37,16,24,84.0,-1.3821311,0.0,3.5,-0.05758879583333334,0.0,1
2434,2017,16,NO,ATL,23,13,19,68.0,-15.312056,0.0,3.5789473684210527,-0.8058976842105263,0.0,1
2435,2017,16,NYG,ARI,0,23,26,75.0,-5.7114067,0.0,2.8846153846153846,-0.21966948846153847,0.0,1
2436,2017,16,NYJ,LAC,7,14,30,89.0,-4.6892676,1.0,2.966666666666667,-0.15630892,0.03333333333333333,1
2437,2017,16,PHI,LV,19,10,32,138.0,-10.955048,0.0,4.3125,-0.34234525,0.0,0
2438,2017,16,PIT,HOU,34,6,28,176.0,3.4036705,0.0,6.285714285714286,0.12155966071428571,0.0,0
2440,2017,16,SEA,DAL,21,12,30,128.0,1.7302833,0.0,4.266666666666667,0.057676109999999996,0.0,0
2441,2017,16,SF,JAX,44,33,28,92.0,-0.8006327,2.0,3.2857142857142856,-0.028594025,0.07142857142857142,1
2442,2017,16,TB,CAR,19,22,30,117.0,1.2100551,1.0,3.9,0.04033517,0.03333333333333333,0
2443,2017,16,TEN,LA,23,27,25,117.0,-6.48948,0.0,4.68,-0.2595792,0.0,0
2444,2017,16,WAS,DEN,27,11,29,159.0,7.816435,1.0,5.482758620689655,0.26953224137931037,0.034482758620689655,0
2445,2017,17,ARI,SEA,26,24,22,101.0,-4.404359,0.0,4.590909090909091,-0.20019813636363637,0.0,1
2446,2017,17,ATL,CAR,22,10,24,87.0,-3.1255872,0.0,3.625,-0.1302328,0.0,1
2447,2017,17,BAL,CIN,27,31,28,148.0,-3.1328826,0.0,5.285714285714286,-0.11188866428571428,0.0,0
2448,2017,17,BUF,MIA,22,16,22,93.0,-0.027557373,1.0,4.2272727272727275,-0.0012526078636363636,0.045454545454545456,1
2449,2017,17,CAR,ATL,10,22,25,61.0,-7.8011994,0.0,2.44,-0.312047976,0.0,1
2450,2017,17,CHI,MIN,10,23,34,149.0,-1.8930264,2.0,4.382352941176471,-0.055677247058823535,0.058823529411764705,0
2452,2017,17,CIN,BAL,31,27,26,118.0,1.3460921,1.0,4.538461538461538,0.05177277307692307,0.038461538461538464,0
2453,2017,17,CLE,PIT,24,28,27,130.0,-2.2036629,2.0,4.814814814814815,-0.08161714444444444,0.07407407407407407,0
2454,2017,17,DAL,PHI,6,0,18,70.0,-2.1071024,0.0,3.888888888888889,-0.11706124444444445,0.0,1
2455,2017,17,DEN,KC,24,27,26,111.0,-6.557919,2.0,4.269230769230769,-0.25222765384615387,0.07692307692307693,0
2456,2017,17,DET,GB,35,11,27,103.0,-6.830622,0.0,3.814814814814815,-0.252986,0.0,1
2458,2017,17,GB,DET,11,35,22,52.0,-5.8764777,1.0,2.3636363636363638,-0.2671126227272727,0.045454545454545456,1
2461,2017,17,HOU,IND,13,22,34,149.0,2.9341946,1.0,4.382352941176471,0.08629984117647059,0.029411764705882353,0
2462,2017,17,IND,HOU,22,13,27,85.0,-3.5707486,1.0,3.1481481481481484,-0.13224994814814814,0.037037037037037035,1
2463,2017,17,JAX,TEN,10,15,38,117.0,-19.525873,0.0,3.0789473684210527,-0.5138387631578948,0.0,0
2464,2017,17,KC,DEN,27,24,29,110.0,-2.1495004,0.0,3.793103448275862,-0.07412070344827586,0.0,0
2466,2017,17,LA,SF,13,34,28,170.0,1.4679542,2.0,6.071428571428571,0.052426935714285715,0.07142857142857142,0
2467,2017,17,LAC,LV,30,10,23,105.0,-7.097341,0.0,4.565217391304348,-0.3085800434782609,0.0,1
2468,2017,17,LV,LAC,10,30,28,117.0,-0.31368485,0.0,4.178571428571429,-0.011203030357142858,0.0,0
2469,2017,17,MIA,BUF,16,22,31,127.0,-2.0775533,1.0,4.096774193548387,-0.06701784838709678,0.03225806451612903,0
2471,2017,17,MIN,CHI,23,10,15,30.0,-5.61995,0.0,2.0,-0.37466333333333335,0.0,1
2472,2017,17,NE,NYJ,26,6,18,41.0,-6.0740924,0.0,2.2777777777777777,-0.33744957777777773,0.0,1
2474,2017,17,NO,TB,24,31,28,110.0,2.089352,2.0,3.9285714285714284,0.07461971428571428,0.07142857142857142,0
2475,2017,17,NYG,WAS,18,10,16,61.0,1.0017009,1.0,3.8125,0.06260630625,0.0625,1
2476,2017,17,NYJ,NE,6,26,38,147.0,-1.8745513,1.0,3.8684210526315788,-0.04933029736842105,0.02631578947368421,0
2477,2017,17,PHI,DAL,0,6,32,129.0,-7.3888507,0.0,4.03125,-0.230901584375,0.0,0
2479,2017,17,PIT,CLE,28,24,27,102.0,-1.5630194,1.0,3.7777777777777777,-0.0578896074074074,0.037037037037037035,1
2480,2017,17,SEA,ARI,24,26,32,117.0,-1.182416,1.0,3.65625,-0.0369505,0.03125,0
2481,2017,17,SF,LA,34,13,26,102.0,0.63322425,1.0,3.923076923076923,0.02435477884615385,0.038461538461538464,1
2482,2017,17,TB,NO,31,24,26,92.0,-1.5938509,1.0,3.5384615384615383,-0.061301957692307694,0.038461538461538464,1
2483,2017,17,TEN,JAX,15,10,24,83.0,-2.8257077,0.0,3.4583333333333335,-0.11773782083333334,0.0,1
2484,2017,17,WAS,NYG,10,18,41,264.0,7.645533,1.0,6.439024390243903,0.18647641463414635,0.024390243902439025,0
2485,2017,18,ATL,LA,26,13,16,115.0,2.4794588,0.0,7.1875,0.154966175,0.0,0
2486,2017,18,BUF,JAX,3,10,33,156.0,1.156261,0.0,4.7272727272727275,0.03503821212121212,0.0,0
2488,2017,18,CAR,NO,26,31,21,42.0,-6.964136,2.0,2.0,-0.3316255238095238,0.09523809523809523,1
2490,2017,18,JAX,BUF,10,3,32,130.0,-0.334965,0.0,4.0625,-0.01046765625,0.0,0
2491,2017,18,KC,TEN,21,22,28,208.0,12.959586,1.0,7.428571428571429,0.46284235714285715,0.03571428571428571,0
2492,2017,18,LA,ATL,13,26,36,127.0,-2.376304,1.0,3.5277777777777777,-0.06600844444444445,0.027777777777777776,0
2493,2017,18,NO,CAR,31,26,26,107.0,-1.0786189,0.0,4.115384615384615,-0.041485342307692304,0.0,0
2494,2017,18,TEN,KC,22,21,16,69.0,-2.1598947,1.0,4.3125,-0.13499341875,0.0625,1
2495,2017,19,ATL,PHI,10,15,29,99.0,-8.20479,1.0,3.413793103448276,-0.28292379310344823,0.034482758620689655,1
2496,2017,19,JAX,PIT,45,42,18,83.0,-3.200428,1.0,4.611111111111111,-0.17780155555555555,0.05555555555555555,1
2497,2017,19,MIN,NO,29,24,23,81.0,-2.3956475,0.0,3.5217391304347827,-0.10415858695652173,0.0,1
2498,2017,19,NE,TEN,35,14,16,65.0,-0.62179387,0.0,4.0625,-0.038862116875,0.0,1
2499,2017,19,NO,MIN,24,29,30,95.0,-2.525144,2.0,3.1666666666666665,-0.08417146666666667,0.06666666666666667,1
2501,2017,19,PHI,ATL,15,10,20,86.0,-2.1163664,0.0,4.3,-0.10581832,0.0,1
2502,2017,19,PIT,JAX,42,45,34,165.0,9.20081,4.0,4.852941176470588,0.27061205882352946,0.11764705882352941,0
2503,2017,19,TEN,NE,14,35,24,102.0,3.6325526,2.0,4.25,0.15135635833333333,0.08333333333333333,1
2504,2017,20,JAX,NE,20,24,16,49.0,-3.2386794,1.0,3.0625,-0.2024174625,0.0625,1
2505,2017,20,MIN,PHI,7,38,27,114.0,-1.8784252,1.0,4.222222222222222,-0.0695713037037037,0.037037037037037035,0
2506,2017,20,NE,JAX,24,20,30,103.0,-3.0029178,1.0,3.433333333333333,-0.10009726000000001,0.03333333333333333,1
2508,2017,20,PHI,MIN,38,7,18,70.0,-1.0459628,0.0,3.888888888888889,-0.05810904444444445,0.0,1
2509,2017,21,NE,PHI,33,41,27,164.0,5.3172894,1.0,6.074074074074074,0.19693664444444445,0.037037037037037035,0
2511,2017,21,PHI,NE,41,33,22,113.0,1.2918184,1.0,5.136363636363637,0.058719018181818176,0.045454545454545456,0
2513,2018,1,ARI,WAS,6,24,41,183.0,2.6847541,1.0,4.463414634146342,0.06548180731707318,0.024390243902439025,0
2514,2018,1,ATL,PHI,12,18,27,116.0,3.9609416,2.0,4.296296296296297,0.14670154074074074,0.07407407407407407,0
2515,2018,1,BAL,BUF,47,3,22,83.0,-11.882841,0.0,3.772727272727273,-0.5401291363636364,0.0,1
2517,2018,1,BUF,BAL,3,47,34,117.0,-3.7188976,3.0,3.4411764705882355,-0.1093793411764706,0.08823529411764706,0
2519,2018,1,CAR,DAL,16,8,22,97.0,1.2568338,1.0,4.409090909090909,0.05712880909090909,0.045454545454545456,1
2520,2018,1,CHI,GB,23,24,18,69.0,-3.4063265,0.0,3.8333333333333335,-0.18924036111111112,0.0,1
2521,2018,1,CIN,IND,34,23,22,75.0,-4.5088406,0.0,3.409090909090909,-0.2049473,0.0,1
2523,2018,1,DAL,CAR,8,16,30,153.0,-1.389943,2.0,5.1,-0.04633143333333333,0.06666666666666667,0
2524,2018,1,DEN,SEA,27,24,16,64.0,-7.906329,0.0,4.0,-0.4941455625,0.0,1
2525,2018,1,DET,NYJ,17,48,31,176.0,-0.764161,2.0,5.67741935483871,-0.024650354838709677,0.06451612903225806,0
2527,2018,1,GB,CHI,24,23,27,139.0,2.5094147,1.0,5.148148148148148,0.0929412851851852,0.037037037037037035,0
2529,2018,1,HOU,NE,20,27,31,122.0,-3.7544029,0.0,3.935483870967742,-0.12110977096774193,0.0,0
2530,2018,1,IND,CIN,23,34,20,101.0,3.5367603,1.0,5.05,0.17683801500000002,0.05,1
2531,2018,1,JAX,NYG,20,15,24,114.0,-3.119312,1.0,4.75,-0.12997133333333333,0.041666666666666664,0
2532,2018,1,KC,LAC,38,28,23,125.0,2.7139118,0.0,5.434782608695652,0.1179961652173913,0.0,0
2533,2018,1,LA,LV,33,13,23,95.0,0.032819927,1.0,4.130434782608695,0.0014269533478260868,0.043478260869565216,1
2534,2018,1,LAC,KC,28,38,27,106.0,-1.2504128,0.0,3.925925925925926,-0.04631158518518519,0.0,0
2535,2018,1,LV,LA,13,33,25,141.0,2.6140878,0.0,5.64,0.104563512,0.0,0
2536,2018,1,MIA,TEN,27,20,29,116.0,-0.14390063,1.0,4.0,-0.004962090689655172,0.034482758620689655,0
2537,2018,1,MIN,SF,24,16,25,90.0,-8.591491,0.0,3.6,-0.34365964,0.0,1
2538,2018,1,NE,HOU,27,20,33,168.0,-2.3879008,1.0,5.090909090909091,-0.0723606303030303,0.030303030303030304,0
2539,2018,1,NO,TB,40,48,30,115.0,-3.3298378,1.0,3.8333333333333335,-0.11099459333333334,0.03333333333333333,0
2540,2018,1,NYG,JAX,15,20,26,139.0,1.5419867,0.0,5.346153846153846,0.05930718076923077,0.0,0
2541,2018,1,NYJ,DET,48,17,14,40.0,-3.4122689,0.0,2.857142857142857,-0.24373349285714285,0.0,1
2542,2018,1,PHI,ATL,18,12,18,74.0,-2.6385093,1.0,4.111111111111111,-0.14658385,0.05555555555555555,1
2545,2018,1,SEA,DEN,24,27,32,146.0,-4.0300508,0.0,4.5625,-0.1259390875,0.0,0
2546,2018,1,SF,MIN,16,24,32,116.0,-13.987625,0.0,3.625,-0.43711328125,0.0,0
2547,2018,1,TB,NO,48,40,14,45.0,-5.8781137,2.0,3.2142857142857144,-0.4198652642857143,0.14285714285714285,1
2548,2018,1,TEN,MIA,20,27,27,122.0,-2.879373,0.0,4.518518518518518,-0.10664344444444446,0.0,0
2550,2018,1,WAS,ARI,24,6,14,69.0,2.6908731,1.0,4.928571428571429,0.19220522142857144,0.07142857142857142,1
2551,2018,2,ARI,LA,0,34,35,94.0,-2.3427837,3.0,2.6857142857142855,-0.06693667714285714,0.08571428571428572,1
2552,2018,2,ATL,CAR,31,24,18,121.0,5.6897507,0.0,6.722222222222222,0.31609726111111114,0.0,0
2553,2018,2,BAL,CIN,23,34,28,108.0,-4.215866,0.0,3.857142857142857,-0.15056664285714286,0.0,0
2554,2018,2,BUF,LAC,20,31,25,110.0,-6.442712,1.0,4.4,-0.25770848,0.04,0
2555,2018,2,CAR,ATL,24,31,32,170.0,-0.20264149,2.0,5.3125,-0.0063325465625,0.0625,0
2556,2018,2,CHI,SEA,24,17,22,74.0,-1.8097641,0.0,3.3636363636363638,-0.08226200454545454,0.0,1
2557,2018,2,CIN,BAL,34,23,22,66.0,-2.1038518,1.0,3.0,-0.09562962727272728,0.045454545454545456,1
2558,2018,2,CLE,NO,18,21,23,65.0,-4.865497,0.0,2.8260869565217392,-0.21154334782608697,0.0,1
2559,2018,2,DAL,NYG,20,13,17,35.0,0.036942154,0.0,2.0588235294117645,0.002173067882352941,0.0,1
2560,2018,2,DEN,LV,20,19,27,92.0,-4.4455466,1.0,3.4074074074074074,-0.16464987407407408,0.037037037037037035,1
2561,2018,2,DET,SF,27,30,27,191.0,4.5009065,1.0,7.074074074074074,0.16670024074074075,0.037037037037037035,0
2563,2018,2,HOU,TEN,17,20,34,100.0,-5.61053,0.0,2.9411764705882355,-0.1650155882352941,0.0,1
2564,2018,2,IND,WAS,21,9,22,65.0,-4.416602,0.0,2.9545454545454546,-0.20075463636363636,0.0,1
2565,2018,2,JAX,NE,31,20,23,83.0,-4.1394954,0.0,3.608695652173913,-0.17997806086956522,0.0,1
2566,2018,2,KC,PIT,42,37,13,33.0,1.0398173,2.0,2.5384615384615383,0.07998594615384615,0.15384615384615385,1
2567,2018,2,LA,ARI,34,0,15,54.0,-3.6781778,0.0,3.6,-0.2452118533333333,0.0,1
2568,2018,2,LAC,BUF,31,20,22,84.0,-2.4414518,1.0,3.8181818181818183,-0.11097508181818182,0.045454545454545456,1
2569,2018,2,LV,DEN,19,20,28,168.0,6.7105236,2.0,6.0,0.23966155714285714,0.07142857142857142,0
2570,2018,2,MIA,NYJ,20,12,19,42.0,-7.3698277,0.0,2.210526315789474,-0.38788566842105265,0.0,1
2572,2018,2,NE,JAX,20,31,23,105.0,0.11963445,0.0,4.565217391304348,0.005201497826086957,0.0,1
2573,2018,2,NO,CLE,21,18,27,93.0,-5.1639957,1.0,3.4444444444444446,-0.19125910000000002,0.037037037037037035,1
2574,2018,2,NYG,DAL,13,20,23,140.0,7.5333433,1.0,6.086956521739131,0.32753666521739133,0.043478260869565216,0
2575,2018,2,NYJ,MIA,12,20,28,138.0,-1.6951442,1.0,4.928571428571429,-0.06054086428571429,0.03571428571428571,0
2576,2018,2,PHI,TB,21,27,22,44.0,-7.5159564,0.0,2.0,-0.34163438181818184,0.0,1
2577,2018,2,PIT,KC,37,42,23,129.0,2.388388,0.0,5.608695652173913,0.10384295652173912,0.0,0
2578,2018,2,SEA,CHI,17,24,26,88.0,-3.2509768,0.0,3.3846153846153846,-0.12503756923076922,0.0,1
2579,2018,2,SF,DET,30,27,18,98.0,-1.8063686,0.0,5.444444444444445,-0.10035381111111112,0.0,1
2580,2018,2,TB,PHI,27,21,24,91.0,4.6623287,2.0,3.7916666666666665,0.19426369583333333,0.08333333333333333,1
2581,2018,2,TEN,HOU,20,17,26,148.0,0.04809606,0.0,5.6923076923076925,0.0018498484615384616,0.0,0
2584,2018,2,WAS,IND,9,21,26,106.0,0.85731083,1.0,4.076923076923077,0.03297349346153846,0.038461538461538464,0
2585,2018,3,ARI,CHI,14,16,31,122.0,-0.7225467,1.0,3.935483870967742,-0.02330795806451613,0.03225806451612903,0
2587,2018,3,ATL,NO,37,43,26,144.0,4.493496,2.0,5.538461538461538,0.17282676923076926,0.07692307692307693,0
2588,2018,3,BAL,DEN,27,14,24,120.0,1.8344624,2.0,5.0,0.07643593333333333,0.08333333333333333,0
2589,2018,3,BUF,MIN,27,6,6,14.0,-3.2276216,0.0,2.3333333333333335,-0.5379369333333334,0.0,1
2590,2018,3,CAR,CIN,31,21,13,66.0,1.31474,1.0,5.076923076923077,0.10113384615384616,0.07692307692307693,1
2591,2018,3,CHI,ARI,16,14,18,53.0,-6.1940784,0.0,2.9444444444444446,-0.3441154666666667,0.0,1
2592,2018,3,CIN,CAR,21,31,40,231.0,4.0448856,2.0,5.775,0.10112214,0.05,0
2593,2018,3,CLE,NYJ,21,17,30,107.0,-0.43542153,2.0,3.566666666666667,-0.014514051,0.06666666666666667,0
