,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,ypc_allowed,epa_allowed_per_carry,rush_td_allowed_per_carry,rush_def_win
2596,2018,3,DAL,SEA,13,24,38,114.0,-7.00235,1.0,3.0,-0.18427236842105263,0.02631578947368421,0
2597,2018,3,DEN,BAL,14,27,25,80.0,-2.2061074,2.0,3.2,-0.088244296,0.08,1
2598,2018,3,DET,NE,26,10,19,89.0,-1.693501,0.0,4.684210526315789,-0.08913163157894737,0.0,1
2599,2018,3,GB,WAS,17,31,33,168.0,1.0237448,2.0,5.090909090909091,0.031022569696969697,0.06060606060606061,0
2601,2018,3,HOU,NYG,22,27,26,115.0,-3.2355235,1.0,4.423076923076923,-0.12444321153846155,0.038461538461538464,0
2602,2018,3,IND,PHI,16,20,35,152.0,-0.2301853,1.0,4.3428571428571425,-0.006576722857142858,0.02857142857142857,0
2604,2018,3,JAX,TEN,6,9,35,150.0,-4.7875657,0.0,4.285714285714286,-0.13678759142857144,0.0,0
2605,2018,3,KC,SF,38,27,29,178.0,7.0224814,1.0,6.137931034482759,0.24215453103448276,0.034482758620689655,0
2606,2018,3,LA,LAC,35,23,20,141.0,4.821288,1.0,7.05,0.2410644,0.05,0
2607,2018,3,LAC,LA,23,35,33,173.0,3.3378224,1.0,5.242424242424242,0.10114613333333333,0.030303030303030304,0
2608,2018,3,LV,MIA,20,28,13,42.0,-3.1634843,0.0,3.230769230769231,-0.24334494615384614,0.0,1
2609,2018,3,MIA,LV,28,20,30,111.0,-4.1227283,1.0,3.7,-0.13742427666666668,0.03333333333333333,0
2611,2018,3,MIN,BUF,6,27,38,128.0,-2.635614,2.0,3.3684210526315788,-0.06935826315789473,0.05263157894736842,0
2612,2018,3,NE,DET,10,26,33,159.0,-1.7832443,0.0,4.818181818181818,-0.05403770606060606,0.0,0
2613,2018,3,NO,ATL,43,37,21,49.0,-7.273475,0.0,2.3333333333333335,-0.3463559523809524,0.0,1
2614,2018,3,NYG,HOU,27,22,19,59.0,-4.293551,0.0,3.1052631578947367,-0.22597636842105262,0.0,1
2615,2018,3,NYJ,CLE,17,21,31,135.0,-2.4903927,2.0,4.354838709677419,-0.08033524838709678,0.06451612903225806,0
2616,2018,3,PHI,IND,20,16,13,68.0,2.1632392,0.0,5.230769230769231,0.16640301538461538,0.0,1
2617,2018,3,PIT,TB,30,27,15,64.0,-0.4798901,0.0,4.266666666666667,-0.03199267333333333,0.0,1
2618,2018,3,SEA,DAL,24,13,19,166.0,-0.41040128,0.0,8.736842105263158,-0.02160006736842105,0.0,0
2619,2018,3,SF,KC,27,38,26,79.0,2.062354,2.0,3.0384615384615383,0.07932130769230769,0.07692307692307693,1
2620,2018,3,TB,PIT,27,30,19,81.0,-3.434382,0.0,4.2631578947368425,-0.18075694736842104,0.0,1
2621,2018,3,TEN,JAX,9,6,19,87.0,-2.9889345,0.0,4.578947368421052,-0.15731234210526315,0.0,1
2623,2018,3,WAS,GB,31,17,17,100.0,3.4121172,0.0,5.882352941176471,0.20071277647058824,0.0,1
2624,2018,4,ARI,SEA,17,20,34,171.0,3.216489,2.0,5.029411764705882,0.09460261764705882,0.058823529411764705,0
2625,2018,4,ATL,CIN,36,37,23,99.0,2.3924217,2.0,4.304347826086956,0.10401833478260869,0.08695652173913043,1
2626,2018,4,BAL,PIT,26,14,10,20.0,-4.084935,0.0,2.0,-0.40849349999999995,0.0,1
2627,2018,4,BUF,GB,0,22,32,141.0,-0.23744404,1.0,4.40625,-0.00742012625,0.03125,0
2628,2018,4,CHI,TB,48,10,18,60.0,-3.0595531,0.0,3.3333333333333335,-0.16997517222222222,0.0,1
2629,2018,4,CIN,ATL,37,36,24,92.0,-1.3025284,1.0,3.8333333333333335,-0.054272016666666666,0.041666666666666664,1
2630,2018,4,CLE,LV,42,45,28,140.0,-4.253735,0.0,5.0,-0.15191910714285714,0.0,0
2631,2018,4,DAL,DET,26,24,20,96.0,-0.48328498,1.0,4.8,-0.024164249,0.05,1
2632,2018,4,DEN,KC,23,27,25,143.0,9.417845,2.0,5.72,0.3767138,0.08,0
2633,2018,4,DET,DAL,24,26,34,184.0,4.9089518,0.0,5.411764705882353,0.14438093529411763,0.0,0
2634,2018,4,GB,BUF,22,0,16,58.0,-6.321687,0.0,3.625,-0.3951054375,0.0,1
2635,2018,4,HOU,IND,37,34,17,41.0,-13.513604,0.0,2.411764705882353,-0.7949178823529413,0.0,1
2636,2018,4,IND,HOU,34,37,35,119.0,-3.0661116,1.0,3.4,-0.08760318857142857,0.02857142857142857,0
2637,2018,4,JAX,NYJ,31,12,14,34.0,-3.6544476,0.0,2.4285714285714284,-0.26103197142857143,0.0,1
2638,2018,4,KC,DEN,27,23,22,159.0,7.7295794,2.0,7.2272727272727275,0.3513445181818182,0.09090909090909091,0
2639,2018,4,LA,MIN,38,31,17,54.0,-1.4915389,0.0,3.176470588235294,-0.08773758235294117,0.0,1
2641,2018,4,LAC,SF,29,27,21,76.0,-2.2736168,0.0,3.619047619047619,-0.10826746666666667,0.0,1
2642,2018,4,LV,CLE,45,42,32,213.0,7.413242,3.0,6.65625,0.2316638125,0.09375,0
2643,2018,4,MIA,NE,7,38,37,178.0,-1.2690291,2.0,4.8108108108108105,-0.03429808378378378,0.05405405405405406,0
2645,2018,4,MIN,LA,31,38,19,101.0,1.0513535,0.0,5.315789473684211,0.05533439473684211,0.0,1
2646,2018,4,NE,MIA,38,7,18,56.0,-12.921355,0.0,3.111111111111111,-0.7178530555555556,0.0,1
2647,2018,4,NO,NYG,33,18,14,66.0,0.06584233,1.0,4.714285714285714,0.004703023571428572,0.07142857142857142,1
2649,2018,4,NYG,NO,18,33,29,173.0,7.2162733,3.0,5.9655172413793105,0.24883701034482758,0.10344827586206896,0
2650,2018,4,NYJ,JAX,12,31,34,126.0,-8.728751,1.0,3.7058823529411766,-0.2567279705882353,0.029411764705882353,0
2651,2018,4,PHI,TEN,23,26,21,71.0,-4.5394874,1.0,3.380952380952381,-0.21616606666666666,0.047619047619047616,1
2652,2018,4,PIT,BAL,14,26,28,99.0,-4.3032107,0.0,3.5357142857142856,-0.15368609642857142,0.0,1
2653,2018,4,SEA,ARI,20,17,28,92.0,-11.00481,1.0,3.2857142857142856,-0.3930289285714286,0.03571428571428571,1
2654,2018,4,SF,LAC,27,29,24,130.0,0.82546043,0.0,5.416666666666667,0.034394184583333334,0.0,0
2655,2018,4,TB,CHI,10,48,29,141.0,2.5545585,0.0,4.862068965517241,0.08808822413793103,0.0,0
2657,2018,4,TEN,PHI,26,23,22,117.0,-1.335113,0.0,5.318181818181818,-0.060686954545454544,0.0,0
2658,2018,5,ARI,SF,28,18,35,147.0,-10.206922,1.0,4.2,-0.2916263428571429,0.02857142857142857,0
2659,2018,5,ATL,PIT,17,41,28,134.0,5.1165595,2.0,4.785714285714286,0.18273426785714286,0.07142857142857142,0
2661,2018,5,BAL,CLE,9,12,28,112.0,-3.2929823,0.0,4.0,-0.11760651071428571,0.0,0
2663,2018,5,BUF,TEN,13,12,25,100.0,-5.6271257,0.0,4.0,-0.225085028,0.0,1
2665,2018,5,CAR,NYG,33,31,16,50.0,-4.428126,0.0,3.125,-0.276757875,0.0,1
2666,2018,5,CIN,MIA,27,17,22,128.0,2.0577714,0.0,5.818181818181818,0.09353506363636364,0.0,0
2667,2018,5,CLE,BAL,12,9,25,116.0,0.4746936,0.0,4.64,0.018987744,0.0,0
2668,2018,5,DAL,HOU,16,19,31,88.0,-10.25887,0.0,2.838709677419355,-0.3309312903225806,0.0,1
2669,2018,5,DEN,NYJ,16,34,37,324.0,5.810144,1.0,8.756756756756756,0.15703091891891893,0.02702702702702703,0
2670,2018,5,DET,GB,31,23,19,99.0,4.620038,0.0,5.2105263157894735,0.2431598947368421,0.0,1
2671,2018,5,GB,DET,23,31,27,95.0,-3.296186,2.0,3.5185185185185186,-0.12208096296296296,0.07407407407407407,1
2672,2018,5,HOU,DAL,19,16,28,99.0,-4.4347315,0.0,3.5357142857142856,-0.15838326785714285,0.0,1
2673,2018,5,IND,NE,24,38,21,99.0,3.667691,2.0,4.714285714285714,0.17465195238095238,0.09523809523809523,1
2674,2018,5,JAX,KC,14,30,28,128.0,-4.7168326,2.0,4.571428571428571,-0.16845830714285714,0.07142857142857142,0
2675,2018,5,KC,JAX,30,14,17,101.0,8.218391,1.0,5.9411764705882355,0.48343476470588237,0.058823529411764705,1
2676,2018,5,LA,SEA,33,31,32,190.0,5.196424,1.0,5.9375,0.16238825,0.03125,0
2677,2018,5,LAC,LV,26,10,13,41.0,-0.15206218,0.0,3.1538461538461537,-0.011697090769230768,0.0,1
2678,2018,5,LV,LAC,10,26,28,81.0,-1.8472071,1.0,2.892857142857143,-0.06597168214285715,0.03571428571428571,1
2679,2018,5,MIA,CIN,17,27,25,104.0,-5.3787723,0.0,4.16,-0.21515089199999998,0.0,1
2680,2018,5,MIN,PHI,23,21,18,83.0,-4.1234565,0.0,4.611111111111111,-0.22908091666666663,0.0,1
2681,2018,5,NE,IND,38,24,21,84.0,-1.1713972,0.0,4.0,-0.05578081904761904,0.0,1
2682,2018,5,NO,WAS,43,19,18,39.0,1.0156628,2.0,2.1666666666666665,0.05642571111111112,0.1111111111111111,1
2683,2018,5,NYG,CAR,31,33,30,119.0,-5.469212,0.0,3.966666666666667,-0.18230706666666666,0.0,0
2685,2018,5,NYJ,DEN,34,16,17,92.0,-1.593124,0.0,5.411764705882353,-0.09371317647058823,0.0,1
2686,2018,5,PHI,MIN,21,23,21,79.0,-6.3397465,0.0,3.761904761904762,-0.3018926904761905,0.0,1
2687,2018,5,PIT,ATL,41,17,19,62.0,-1.0197315,1.0,3.263157894736842,-0.05367007894736842,0.05263157894736842,1
2688,2018,5,SEA,LA,31,33,28,157.0,2.8696034,3.0,5.607142857142857,0.10248583571428571,0.10714285714285714,0
2689,2018,5,SF,ARI,18,28,20,59.0,-2.5493915,2.0,2.95,-0.127469575,0.1,1
2690,2018,5,TEN,BUF,12,13,43,144.0,0.34736142,1.0,3.3488372093023258,0.008078172558139534,0.023255813953488372,0
2691,2018,5,WAS,NO,19,43,29,102.0,2.4538627,3.0,3.5172413793103448,0.0846159551724138,0.10344827586206896,1
2692,2018,6,ARI,MIN,17,27,31,196.0,2.4674804,2.0,6.32258064516129,0.07959614193548387,0.06451612903225806,0
2693,2018,6,ATL,TB,34,29,20,121.0,1.2839897,0.0,6.05,0.064199485,0.0,0
2694,2018,6,BAL,TEN,21,0,14,55.0,-2.809268,0.0,3.9285714285714284,-0.20066199999999998,0.0,1
2695,2018,6,BUF,HOU,13,20,23,75.0,-4.45477,0.0,3.260869565217391,-0.19368565217391304,0.0,1
2697,2018,6,CAR,WAS,17,23,27,133.0,5.5018063,0.0,4.925925925925926,0.2037706037037037,0.0,0
2698,2018,6,CHI,MIA,28,31,31,161.0,-3.6539466,0.0,5.193548387096774,-0.11786924516129031,0.0,0
2699,2018,6,CIN,PIT,21,28,20,113.0,1.5445695,2.0,5.65,0.07722847499999999,0.1,0
2700,2018,6,CLE,LAC,14,38,34,248.0,9.243935,3.0,7.294117647058823,0.2718804411764706,0.08823529411764706,0
2701,2018,6,DAL,JAX,40,7,18,65.0,-2.3945353,0.0,3.611111111111111,-0.1330297388888889,0.0,1
2702,2018,6,DEN,LA,20,23,37,272.0,17.223526,2.0,7.351351351351352,0.4655007027027027,0.05405405405405406,0
2703,2018,6,GB,SF,33,30,30,174.0,6.779196,1.0,5.8,0.22597319999999999,0.03333333333333333,0
2704,2018,6,HOU,BUF,20,13,27,100.0,-3.9597118,0.0,3.7037037037037037,-0.1466559925925926,0.0,1
2706,2018,6,IND,NYJ,34,42,33,110.0,-6.5771513,0.0,3.3333333333333335,-0.19930761515151516,0.0,0
2707,2018,6,JAX,DAL,7,40,42,206.0,5.1368866,2.0,4.904761904761905,0.12230682380952382,0.047619047619047616,0
2708,2018,6,KC,NE,40,43,37,174.0,7.9657407,3.0,4.702702702702703,0.2152902891891892,0.08108108108108109,0
2709,2018,6,LA,DEN,23,20,16,61.0,-0.24227276,0.0,3.8125,-0.0151420475,0.0,1
2710,2018,6,LAC,CLE,38,14,21,103.0,-2.0705976,0.0,4.904761904761905,-0.09859988571428573,0.0,1
2712,2018,6,LV,SEA,3,27,35,157.0,2.4590373,0.0,4.485714285714286,0.07025820857142857,0.0,0
2713,2018,6,MIA,CHI,31,28,30,165.0,-2.767642,1.0,5.5,-0.09225473333333332,0.03333333333333333,0
2714,2018,6,MIN,ARI,27,17,20,60.0,-10.577194,1.0,3.0,-0.5288597,0.05,1
2715,2018,6,NE,KC,43,40,17,94.0,3.429333,0.0,5.529411764705882,0.2017254705882353,0.0,1
2716,2018,6,NYG,PHI,13,34,31,108.0,-3.200316,1.0,3.4838709677419355,-0.103236,0.03225806451612903,0
2717,2018,6,NYJ,IND,42,34,23,127.0,-1.2790362,0.0,5.521739130434782,-0.05561026956521739,0.0,0
2718,2018,6,PHI,NYG,34,13,17,147.0,5.735591,1.0,8.647058823529411,0.33738770588235295,0.058823529411764705,0
2719,2018,6,PIT,CIN,28,21,13,62.0,-0.07435334,1.0,4.769230769230769,-0.005719487692307693,0.07692307692307693,1
2720,2018,6,SEA,LV,27,3,19,79.0,-1.4632022,0.0,4.157894736842105,-0.07701064210526316,0.0,1
2721,2018,6,SF,GB,30,33,21,116.0,2.6244242,1.0,5.523809523809524,0.12497258095238095,0.047619047619047616,0
2722,2018,6,TB,ATL,29,34,22,70.0,-1.664817,1.0,3.1818181818181817,-0.0756735,0.045454545454545456,1
2723,2018,6,TEN,BAL,0,21,34,124.0,2.139493,2.0,3.6470588235294117,0.06292626470588235,0.058823529411764705,0
2724,2018,6,WAS,CAR,23,17,17,82.0,0.26833433,0.0,4.823529411764706,0.015784372352941178,0.0,1
2725,2018,7,ARI,DEN,10,45,28,134.0,0.776592,2.0,4.785714285714286,0.02773542857142857,0.07142857142857142,0
2726,2018,7,ATL,NYG,23,20,21,63.0,-2.092538,1.0,3.0,-0.09964466666666666,0.047619047619047616,1
2727,2018,7,BAL,NO,23,24,38,135.0,4.155864,1.0,3.5526315789473686,0.10936484210526316,0.02631578947368421,0
2729,2018,7,BUF,IND,5,37,34,226.0,6.2634306,1.0,6.647058823529412,0.18421854705882354,0.029411764705882353,0
2730,2018,7,CAR,PHI,21,17,24,58.0,0.10460931,0.0,2.4166666666666665,0.00435872125,0.0,1
2731,2018,7,CHI,NE,31,38,27,108.0,-6.091168,0.0,4.0,-0.2255988148148148,0.0,0
2732,2018,7,CIN,KC,10,45,29,198.0,5.901841,1.0,6.827586206896552,0.20351175862068965,0.034482758620689655,0
2734,2018,7,CLE,TB,23,26,31,115.0,1.0093473,3.0,3.7096774193548385,0.03255959032258064,0.0967741935483871,0
2735,2018,7,DAL,WAS,17,20,32,130.0,-10.13565,0.0,4.0625,-0.3167390625,0.0,0
2736,2018,7,DEN,ARI,45,10,21,69.0,-3.6283603,0.0,3.2857142857142856,-0.17277906190476192,0.0,1
2738,2018,7,DET,MIA,32,21,19,107.0,2.0982924,1.0,5.631578947368421,0.11043644210526316,0.05263157894736842,0
2739,2018,7,HOU,JAX,20,7,22,70.0,-11.147971,0.0,3.1818181818181817,-0.5067259545454545,0.0,1
2740,2018,7,IND,BUF,37,5,22,135.0,0.6034111,0.0,6.136363636363637,0.02742777727272727,0.0,0
2741,2018,7,JAX,HOU,7,20,35,143.0,-2.9102764,1.0,4.085714285714285,-0.08315075428571428,0.02857142857142857,0
2743,2018,7,KC,CIN,45,10,19,65.0,-7.5947046,0.0,3.4210526315789473,-0.3997212947368421,0.0,1
2744,2018,7,LA,SF,39,10,24,107.0,-4.7617154,0.0,4.458333333333333,-0.19840480833333332,0.0,0
2745,2018,7,LAC,TEN,20,19,33,164.0,1.2688817,1.0,4.96969696969697,0.038450960606060604,0.030303030303030304,0
2746,2018,7,MIA,DET,21,32,34,250.0,6.7786946,1.0,7.352941176470588,0.1993733705882353,0.029411764705882353,0
2747,2018,7,MIN,NYJ,37,17,24,71.0,-4.199891,1.0,2.9583333333333335,-0.17499545833333333,0.041666666666666664,1
2748,2018,7,NE,CHI,38,31,25,134.0,5.6121306,2.0,5.36,0.224485224,0.08,0
2749,2018,7,NO,BAL,24,23,23,77.0,1.1150321,1.0,3.347826086956522,0.048479656521739134,0.043478260869565216,1
2750,2018,7,NYG,ATL,20,23,19,68.0,-2.9077291,1.0,3.5789473684210527,-0.15303837368421053,0.05263157894736842,1
2751,2018,7,NYJ,MIN,17,37,23,89.0,-2.6443975,2.0,3.869565217391304,-0.1149738043478261,0.08695652173913043,1
2752,2018,7,PHI,CAR,17,21,16,122.0,6.984303,1.0,7.625,0.4365189375,0.0625,0
2753,2018,7,SF,LA,10,39,33,149.0,-0.56703556,2.0,4.515151515151516,-0.017182895757575756,0.06060606060606061,0
2754,2018,7,TB,CLE,26,23,23,119.0,-5.9103084,1.0,5.173913043478261,-0.2569699304347826,0.043478260869565216,0
2755,2018,7,TEN,LAC,19,20,15,48.0,-2.298388,0.0,3.2,-0.15322586666666668,0.0,1
2756,2018,7,WAS,DAL,20,17,22,73.0,-2.960832,1.0,3.3181818181818183,-0.13458327272727272,0.045454545454545456,1
2757,2018,8,ARI,SF,18,15,31,107.0,-5.0370264,0.0,3.4516129032258065,-0.16248472258064517,0.0,0
2758,2018,8,BAL,CAR,21,36,31,156.0,2.451014,2.0,5.032258064516129,0.07906496774193547,0.06451612903225806,0
2760,2018,8,BUF,NE,6,25,23,78.0,-2.391405,1.0,3.391304347826087,-0.1039741304347826,0.043478260869565216,1
2762,2018,8,CAR,BAL,36,21,18,101.0,5.8579783,1.0,5.611111111111111,0.3254432388888889,0.05555555555555555,1
2764,2018,8,CHI,NYJ,24,10,24,57.0,-5.4642334,0.0,2.375,-0.22767639166666667,0.0,1
2765,2018,8,CIN,TB,37,34,27,126.0,6.4376965,1.0,4.666666666666667,0.23843320370370372,0.037037037037037035,0
2766,2018,8,CLE,PIT,18,33,30,169.0,5.3439145,2.0,5.633333333333334,0.17813048333333334,0.06666666666666667,0
2767,2018,8,DEN,KC,23,30,18,49.0,-4.1943517,0.0,2.7222222222222223,-0.2330195388888889,0.0,1
2768,2018,8,DET,SEA,14,28,42,176.0,-1.3017522,1.0,4.190476190476191,-0.030994099999999997,0.023809523809523808,0
2769,2018,8,GB,LA,27,29,34,136.0,-3.337071,0.0,4.0,-0.09814914705882352,0.0,0
2770,2018,8,HOU,MIA,42,23,25,116.0,0.22244829,1.0,4.64,0.008897931599999999,0.04,0
2771,2018,8,IND,LV,42,28,18,104.0,-2.4888473,1.0,5.777777777777778,-0.13826929444444447,0.05555555555555555,1
2772,2018,8,JAX,PHI,18,24,25,136.0,3.3913567,0.0,5.44,0.135654268,0.0,0
2773,2018,8,KC,DEN,30,23,31,189.0,2.9390562,1.0,6.096774193548387,0.09480826451612903,0.03225806451612903,0
2774,2018,8,LA,GB,29,27,19,106.0,1.2507142,2.0,5.578947368421052,0.06582706315789473,0.10526315789473684,0
2776,2018,8,LV,IND,28,42,38,224.0,13.413889,2.0,5.894736842105263,0.3529970789473684,0.05263157894736842,0
2777,2018,8,MIA,HOU,23,42,34,189.0,1.75826,1.0,5.5588235294117645,0.05171352941176471,0.029411764705882353,0
2779,2018,8,MIN,NO,20,30,29,106.0,-3.9789877,1.0,3.6551724137931036,-0.1372064724137931,0.034482758620689655,0
2780,2018,8,NE,BUF,25,6,18,47.0,-6.4322467,0.0,2.611111111111111,-0.3573470388888889,0.0,1
2781,2018,8,NO,MIN,30,20,22,85.0,-3.3114443,1.0,3.8636363636363638,-0.15052019545454545,0.045454545454545456,1
2783,2018,8,NYG,WAS,13,20,32,183.0,-3.8629255,1.0,5.71875,-0.120716421875,0.03125,0
2784,2018,8,NYJ,CHI,10,24,34,179.0,3.4478526,1.0,5.264705882352941,0.10140742941176471,0.029411764705882353,0
2785,2018,8,PHI,JAX,24,18,17,70.0,2.6870618,0.0,4.117647058823529,0.1580624588235294,0.0,1
2786,2018,8,PIT,CLE,33,18,21,74.0,-2.6676562,0.0,3.5238095238095237,-0.12703124761904763,0.0,1
2787,2018,8,SEA,DET,28,14,13,34.0,-3.0896082,0.0,2.6153846153846154,-0.23766216923076922,0.0,1
2788,2018,8,SF,ARI,15,18,21,88.0,-2.2237499,0.0,4.190476190476191,-0.10589285238095239,0.0,1
2789,2018,8,TB,CIN,34,37,26,139.0,-4.580099,2.0,5.346153846153846,-0.17615765384615384,0.07692307692307693,0
2791,2018,8,WAS,NYG,20,13,14,37.0,-3.736778,0.0,2.642857142857143,-0.2669127142857143,0.0,1
2792,2018,9,ATL,WAS,38,14,15,79.0,1.4423666,1.0,5.266666666666667,0.09615777333333334,0.06666666666666667,1
2793,2018,9,BAL,PIT,16,23,27,113.0,-2.2526515,1.0,4.185185185185185,-0.08343153703703703,0.037037037037037035,0
2795,2018,9,BUF,CHI,9,41,22,67.0,-3.7697544,2.0,3.0454545454545454,-0.17135247272727272,0.09090909090909091,1
2796,2018,9,CAR,TB,42,28,21,82.0,-5.42245,0.0,3.9047619047619047,-0.2582119047619048,0.0,1
2797,2018,9,CHI,BUF,41,9,28,98.0,-5.1369195,1.0,3.5,-0.18346141071428573,0.03571428571428571,1
2798,2018,9,CLE,KC,21,37,24,139.0,5.04756,2.0,5.791666666666667,0.210315,0.08333333333333333,0
2800,2018,9,DAL,TEN,14,28,34,129.0,-1.0788597,2.0,3.7941176470588234,-0.03173116764705882,0.058823529411764705,0
2802,2018,9,DEN,HOU,17,19,33,98.0,-5.7456026,0.0,2.9696969696969697,-0.17410916969696968,0.0,1
2803,2018,9,DET,MIN,9,24,23,128.0,-6.9240904,1.0,5.565217391304348,-0.30104740869565216,0.043478260869565216,0
2804,2018,9,GB,NE,17,31,27,126.0,7.6974115,3.0,4.666666666666667,0.2850893148148148,0.1111111111111111,0
2805,2018,9,HOU,DEN,19,17,20,75.0,-3.6039479,1.0,3.75,-0.180197395,0.05,1
2806,2018,9,KC,CLE,37,21,25,102.0,1.4779403,1.0,4.08,0.059117612,0.04,1
2807,2018,9,LA,NO,35,45,32,143.0,-2.719129,2.0,4.46875,-0.08497278125,0.0625,0
2808,2018,9,LAC,SEA,25,17,32,154.0,5.2822785,0.0,4.8125,0.165071203125,0.0,0
2809,2018,9,LV,SF,3,34,29,146.0,-2.681798,1.0,5.0344827586206895,-0.09247579310344828,0.034482758620689655,0
2811,2018,9,MIA,NYJ,13,6,21,80.0,-4.563969,0.0,3.8095238095238093,-0.21733185714285716,0.0,1
2812,2018,9,MIN,DET,24,9,23,67.0,-6.7057996,0.0,2.9130434782608696,-0.2915565043478261,0.0,1
2813,2018,9,NE,GB,31,17,25,117.0,-3.2803724,0.0,4.68,-0.131214896,0.0,0
2815,2018,9,NO,LA,45,35,19,92.0,-4.134546,1.0,4.842105263157895,-0.21760768421052634,0.05263157894736842,1
2816,2018,9,NYJ,MIA,6,13,25,66.0,-8.640664,0.0,2.64,-0.34562655999999997,0.0,1
2817,2018,9,PIT,BAL,23,16,16,61.0,-2.0948162,1.0,3.8125,-0.1309260125,0.0625,1
2819,2018,9,SEA,LAC,17,25,22,160.0,3.4904728,1.0,7.2727272727272725,0.15865785454545456,0.045454545454545456,0
2820,2018,9,SF,LV,34,3,22,103.0,-2.005422,0.0,4.681818181818182,-0.09115554545454545,0.0,1
2821,2018,9,TB,CAR,28,42,28,182.0,6.713165,4.0,6.5,0.23975589285714285,0.14285714285714285,0
2823,2018,9,TEN,DAL,28,14,19,72.0,-0.6448581,0.0,3.789473684210526,-0.0339399,0.0,1
2824,2018,9,WAS,ATL,14,38,24,154.0,5.632424,1.0,6.416666666666667,0.23468433333333336,0.041666666666666664,0
2825,2018,10,ARI,KC,14,26,22,119.0,0.9236174,1.0,5.409090909090909,0.04198260909090909,0.045454545454545456,0
2826,2018,10,ATL,CLE,16,28,27,213.0,4.751566,1.0,7.888888888888889,0.17598392592592593,0.037037037037037035,0
2827,2018,10,BUF,NYJ,41,10,18,83.0,-0.47278345,1.0,4.611111111111111,-0.026265747222222222,0.05555555555555555,1
2829,2018,10,CAR,PIT,21,52,29,139.0,0.57168865,1.0,4.793103448275862,0.019713401724137932,0.034482758620689655,0
2830,2018,10,CHI,DET,34,22,24,76.0,-6.201168,1.0,3.1666666666666665,-0.258382,0.041666666666666664,1
2831,2018,10,CIN,NO,14,51,44,247.0,14.802507,3.0,5.613636363636363,0.33642061363636366,0.06818181818181818,0
2833,2018,10,CLE,ATL,28,16,19,71.0,-5.1007757,0.0,3.736842105263158,-0.2684618789473684,0.0,1
2835,2018,10,DAL,PHI,27,20,16,71.0,-3.1447053,0.0,4.4375,-0.19654408125,0.0,1
2836,2018,10,DET,CHI,22,34,22,54.0,-0.9973721,2.0,2.4545454545454546,-0.045335095454545456,0.09090909090909091,1
2837,2018,10,GB,MIA,31,12,23,131.0,0.09984627,0.0,5.695652173913044,0.004341142173913044,0.0,0
2838,2018,10,IND,JAX,29,26,34,91.0,-6.7009554,1.0,2.676470588235294,-0.19708692352941176,0.029411764705882353,1
2839,2018,10,JAX,IND,26,29,21,85.0,0.754753,1.0,4.0476190476190474,0.03594061904761905,0.047619047619047616,1
2841,2018,10,KC,ARI,26,14,24,95.0,1.1431352,1.0,3.9583333333333335,0.04763063333333333,0.041666666666666664,1
2842,2018,10,LA,SEA,36,31,34,273.0,11.025977,1.0,8.029411764705882,0.3242934411764706,0.029411764705882353,0
2843,2018,10,LAC,LV,20,6,21,115.0,1.6496656,0.0,5.476190476190476,0.07855550476190476,0.0,0
2844,2018,10,LV,LAC,6,20,26,113.0,-1.352617,0.0,4.346153846153846,-0.05202373076923077,0.0,0
2845,2018,10,MIA,GB,12,31,22,198.0,12.302527,2.0,9.0,0.5592057727272727,0.09090909090909091,0
2846,2018,10,NE,TEN,10,34,36,150.0,0.9691535,2.0,4.166666666666667,0.026920930555555556,0.05555555555555555,0
2849,2018,10,NO,CIN,51,14,16,110.0,4.972671,1.0,6.875,0.3107919375,0.0625,0
2852,2018,10,NYG,SF,27,23,29,124.0,-1.0192709,1.0,4.275862068965517,-0.035147272413793104,0.034482758620689655,0
2853,2018,10,NYJ,BUF,10,41,44,214.0,2.3560874,2.0,4.863636363636363,0.05354744090909091,0.045454545454545456,0
2854,2018,10,PHI,DAL,20,27,28,171.0,8.742085,2.0,6.107142857142857,0.3122173214285714,0.07142857142857142,0
2855,2018,10,PIT,CAR,52,21,22,95.0,3.038683,1.0,4.318181818181818,0.13812195454545453,0.045454545454545456,1
2857,2018,10,SEA,LA,31,36,22,150.0,8.777252,2.0,6.818181818181818,0.39896600000000004,0.09090909090909091,0
2858,2018,10,SF,NYG,23,27,23,97.0,-4.1567636,0.0,4.217391304347826,-0.18072885217391302,0.0,1
2859,2018,10,TB,WAS,3,16,25,116.0,2.203179,0.0,4.64,0.08812716,0.0,0
2860,2018,10,TEN,NE,34,10,19,40.0,-5.467471,1.0,2.1052631578947367,-0.28776163157894735,0.05263157894736842,1
2862,2018,10,WAS,TB,16,3,24,103.0,-3.218597,0.0,4.291666666666667,-0.13410820833333334,0.0,1
2863,2018,11,ARI,LV,21,23,33,152.0,-1.1484649,0.0,4.606060606060606,-0.03480196666666667,0.0,0
2864,2018,11,ATL,DAL,19,22,29,132.0,3.341145,2.0,4.551724137931035,0.11521189655172413,0.06896551724137931,0
2865,2018,11,BAL,CIN,24,21,16,48.0,-2.8377635,1.0,3.0,-0.17736021875,0.0625,1
2866,2018,11,CAR,DET,19,20,24,97.0,-1.7150606,1.0,4.041666666666667,-0.07146085833333334,0.041666666666666664,1
2868,2018,11,CHI,MIN,25,20,14,22.0,-10.878661,0.0,1.5714285714285714,-0.7770472142857142,0.0,1
