,season,week,team,opponent,qb
766,2015,4,MIN,DEN,T. Bridgewater
767,2015,4,NO,DAL,D. Brees
768,2015,4,NYG,BUF,E. Manning
769,2015,4,NYJ,MIA,R. Fitzpatrick
770,2015,4,PHI,WAS,S. Bradford
771,2015,4,PIT,BAL,M. Vick
772,2015,4,SEA,DET,R. Wilson
773,2015,4,SF,GB,C. Kaepernick
774,2015,4,TB,CAR,J. Winston
775,2015,4,WAS,PHI,K. Cousins
776,2015,5,ARI,DET,C. Palmer
778,2015,5,ATL,WAS,M. Ryan
779,2015,5,BAL,CLE,J. Flacco
781,2015,5,BUF,TEN,T. Taylor
782,2015,5,CHI,KC,J. Cutler
783,2015,5,CIN,SEA,A. Dalton
784,2015,5,CLE,BAL,J. McCown
785,2015,5,DAL,NE,B. Weeden
786,2015,5,DEN,LV,P. Manning
787,2015,5,DET,ARI,D. Orlovsky
789,2015,5,GB,LA,A. Rodgers
790,2015,5,HOU,IND,B. Hoyer
792,2015,5,IND,HOU,M. Hasselbeck
793,2015,5,JAX,TB,B. Bortles
794,2015,5,KC,CHI,A. Smith
796,2015,5,LA,GB,N. Foles
797,2015,5,LAC,PIT,P. Rivers
798,2015,5,LV,DEN,D. Carr
799,2015,5,NE,DAL,T. Brady
800,2015,5,NO,PHI,D. Brees
801,2015,5,NYG,SF,E. Manning
802,2015,5,PHI,NO,S. Bradford
803,2015,5,PIT,LAC,M. Vick
804,2015,5,SEA,CIN,R. Wilson
805,2015,5,SF,NYG,C. Kaepernick
806,2015,5,TB,JAX,J. Winston
807,2015,5,TEN,BUF,M. Mariota
808,2015,5,WAS,ATL,K. Cousins
809,2015,6,ARI,PIT,C. Palmer
810,2015,6,ATL,NO,M. Ryan
811,2015,6,BAL,SF,J. Flacco
812,2015,6,BUF,CIN,E. Manuel
813,2015,6,CAR,SEA,C. Newton
814,2015,6,CHI,DET,J. Cutler
815,2015,6,CIN,BUF,A. Dalton
816,2015,6,CLE,DEN,J. McCown
817,2015,6,DEN,CLE,P. Manning
818,2015,6,DET,CHI,M. Stafford
819,2015,6,GB,LAC,A. Rodgers
820,2015,6,HOU,JAX,B. Hoyer
821,2015,6,IND,NE,A. Luck
822,2015,6,JAX,HOU,B. Bortles
823,2015,6,KC,MIN,A. Smith
824,2015,6,LAC,GB,P. Rivers
825,2015,6,MIA,TEN,R. Tannehill
826,2015,6,MIN,KC,T. Bridgewater
827,2015,6,NE,IND,T. Brady
828,2015,6,NO,ATL,D. Brees
829,2015,6,NYG,PHI,E. Manning
830,2015,6,NYJ,WAS,R. Fitzpatrick
831,2015,6,PHI,NYG,S. Bradford
832,2015,6,PIT,ARI,L. Jones
834,2015,6,SEA,CAR,R. Wilson
835,2015,6,SF,BAL,C. Kaepernick
836,2015,6,TEN,MIA,M. Mariota
839,2015,6,WAS,NYJ,K. Cousins
840,2015,7,ARI,BAL,C. Palmer
841,2015,7,ATL,TEN,M. Ryan
842,2015,7,BAL,ARI,J. Flacco
843,2015,7,BUF,JAX,E. Manuel
844,2015,7,CAR,PHI,C. Newton
846,2015,7,CLE,LA,J. McCown
847,2015,7,DAL,NYG,M. Cassel
848,2015,7,DET,MIN,M. Stafford
849,2015,7,HOU,MIA,B. Hoyer
850,2015,7,IND,NO,A. Luck
851,2015,7,JAX,BUF,B. Bortles
852,2015,7,KC,PIT,A. Smith
853,2015,7,LA,CLE,N. Foles
854,2015,7,LAC,LV,P. Rivers
855,2015,7,LV,LAC,D. Carr
857,2015,7,MIA,HOU,R. Tannehill
858,2015,7,MIN,DET,T. Bridgewater
859,2015,7,NE,NYJ,T. Brady
860,2015,7,NO,IND,D. Brees
862,2015,7,NYG,DAL,E. Manning
863,2015,7,NYJ,NE,R. Fitzpatrick
864,2015,7,PHI,CAR,S. Bradford
865,2015,7,PIT,KC,L. Jones
866,2015,7,SEA,SF,R. Wilson
867,2015,7,SF,SEA,C. Kaepernick
868,2015,7,TB,WAS,J. Winston
869,2015,7,TEN,ATL,Z. Mettenberger
870,2015,7,WAS,TB,K. Cousins
871,2015,8,ARI,CLE,C. Palmer
872,2015,8,ATL,TB,M. Ryan
873,2015,8,BAL,LAC,J. Flacco
874,2015,8,CAR,IND,C. Newton
875,2015,8,CHI,MIN,J. Cutler
876,2015,8,CIN,PIT,A. Dalton
878,2015,8,CLE,ARI,J. McCown
880,2015,8,DAL,SEA,M. Cassel
881,2015,8,DEN,GB,P. Manning
883,2015,8,DET,KC,M. Stafford
884,2015,8,GB,DEN,A. Rodgers
885,2015,8,HOU,TEN,B. Hoyer
886,2015,8,IND,CAR,A. Luck
887,2015,8,KC,DET,A. Smith
889,2015,8,LA,SF,N. Foles
890,2015,8,LAC,BAL,P. Rivers
891,2015,8,LV,NYJ,D. Carr
892,2015,8,MIA,NE,R. Tannehill
893,2015,8,MIN,CHI,T. Bridgewater
894,2015,8,NE,MIA,T. Brady
895,2015,8,NO,NYG,D. Brees
896,2015,8,NYG,NO,E. Manning
897,2015,8,NYJ,LV,G. Smith
899,2015,8,PIT,CIN,B. Roethlisberger
900,2015,8,SEA,DAL,R. Wilson
901,2015,8,SF,LA,C. Kaepernick
902,2015,8,TB,ATL,J. Winston
903,2015,8,TEN,HOU,Z. Mettenberger
904,2015,9,ATL,SF,M. Ryan
905,2015,9,BUF,MIA,T. Taylor
906,2015,9,CAR,GB,C. Newton
907,2015,9,CHI,LAC,J. Cutler
908,2015,9,CIN,CLE,A. Dalton
909,2015,9,CLE,CIN,J. Manziel
910,2015,9,DAL,PHI,M. Cassel
911,2015,9,DEN,IND,P. Manning
912,2015,9,GB,CAR,A. Rodgers
913,2015,9,IND,DEN,A. Luck
914,2015,9,JAX,NYJ,B. Bortles
915,2015,9,LA,MIN,N. Foles
916,2015,9,LAC,CHI,P. Rivers
917,2015,9,LV,PIT,D. Carr
919,2015,9,MIA,BUF,R. Tannehill
921,2015,9,MIN,LA,T. Bridgewater
922,2015,9,NE,WAS,T. Brady
923,2015,9,NO,TEN,D. Brees
924,2015,9,NYG,TB,E. Manning
925,2015,9,NYJ,JAX,R. Fitzpatrick
926,2015,9,PHI,DAL,S. Bradford
927,2015,9,PIT,LV,B. Roethlisberger
929,2015,9,SF,ATL,B. Gabbert
931,2015,9,TB,NYG,J. Winston
932,2015,9,TEN,NO,M. Mariota
933,2015,9,WAS,NE,K. Cousins
934,2015,10,ARI,SEA,C. Palmer
935,2015,10,BAL,JAX,J. Flacco
936,2015,10,BUF,NYJ,T. Taylor
937,2015,10,CAR,TEN,C. Newton
938,2015,10,CHI,LA,J. Cutler
939,2015,10,CIN,HOU,A. Dalton
940,2015,10,CLE,PIT,J. Manziel
941,2015,10,DAL,TB,M. Cassel
942,2015,10,DEN,KC,B. Osweiler
944,2015,10,DET,GB,M. Stafford
945,2015,10,GB,DET,A. Rodgers
946,2015,10,HOU,CIN,B. Hoyer
948,2015,10,JAX,BAL,B. Bortles
949,2015,10,KC,DEN,A. Smith
951,2015,10,LA,CHI,N. Foles
952,2015,10,LV,MIN,D. Carr
953,2015,10,MIA,PHI,R. Tannehill
954,2015,10,MIN,LV,T. Bridgewater
955,2015,10,NE,NYG,T. Brady
956,2015,10,NO,WAS,D. Brees
957,2015,10,NYG,NE,E. Manning
958,2015,10,NYJ,BUF,R. Fitzpatrick
960,2015,10,PHI,MIA,S. Bradford
961,2015,10,PIT,CLE,B. Roethlisberger
963,2015,10,SEA,ARI,R. Wilson
964,2015,10,TB,DAL,J. Winston
965,2015,10,TEN,CAR,M. Mariota
966,2015,10,WAS,NO,K. Cousins
967,2015,11,ARI,CIN,C. Palmer
968,2015,11,ATL,IND,M. Ryan
969,2015,11,BAL,LA,J. Flacco
970,2015,11,BUF,NE,T. Taylor
971,2015,11,CAR,WAS,C. Newton
972,2015,11,CHI,DEN,J. Cutler
973,2015,11,CIN,ARI,A. Dalton
974,2015,11,DAL,MIA,T. Romo
975,2015,11,DEN,CHI,B. Osweiler
976,2015,11,DET,LV,M. Stafford
977,2015,11,GB,MIN,A. Rodgers
979,2015,11,HOU,NYJ,T. Yates
980,2015,11,IND,ATL,M. Hasselbeck
981,2015,11,JAX,TEN,B. Bortles
983,2015,11,KC,LAC,A. Smith
984,2015,11,LA,BAL,C. Keenum
985,2015,11,LAC,KC,P. Rivers
986,2015,11,LV,DET,D. Carr
987,2015,11,MIA,DAL,R. Tannehill
989,2015,11,MIN,GB,T. Bridgewater
990,2015,11,NE,BUF,T. Brady
991,2015,11,NYJ,HOU,R. Fitzpatrick
992,2015,11,PHI,TB,M. Sanchez
993,2015,11,SEA,SF,R. Wilson
994,2015,11,SF,SEA,B. Gabbert
995,2015,11,TB,PHI,J. Winston
996,2015,11,TEN,JAX,M. Mariota
997,2015,11,WAS,CAR,K. Cousins
998,2015,12,ARI,SF,C. Palmer
999,2015,12,ATL,MIN,M. Ryan
1000,2015,12,BAL,CLE,M. Schaub
1001,2015,12,BUF,KC,T. Taylor
1002,2015,12,CAR,DAL,C. Newton
1003,2015,12,CHI,GB,J. Cutler
1004,2015,12,CIN,LA,A. Dalton
1007,2015,12,CLE,BAL,J. McCown
1009,2015,12,DAL,CAR,T. Romo
1010,2015,12,DEN,NE,B. Osweiler
1011,2015,12,DET,PHI,M. Stafford
1012,2015,12,GB,CHI,A. Rodgers
1013,2015,12,HOU,NO,B. Hoyer
1014,2015,12,IND,TB,M. Hasselbeck
1015,2015,12,JAX,LAC,B. Bortles
1016,2015,12,KC,BUF,A. Smith
1017,2015,12,LA,CIN,N. Foles
1019,2015,12,LAC,JAX,P. Rivers
1020,2015,12,LV,TEN,D. Carr
1022,2015,12,MIA,NYJ,R. Tannehill
1023,2015,12,MIN,ATL,T. Bridgewater
1024,2015,12,NE,DEN,T. Brady
1025,2015,12,NO,HOU,D. Brees
1026,2015,12,NYG,WAS,E. Manning
1027,2015,12,NYJ,MIA,R. Fitzpatrick
1028,2015,12,PHI,DET,M. Sanchez
1029,2015,12,PIT,SEA,B. Roethlisberger
1031,2015,12,SEA,PIT,R. Wilson
1032,2015,12,SF,ARI,B. Gabbert
1033,2015,12,TB,IND,J. Winston
1034,2015,12,TEN,LV,M. Mariota
1035,2015,12,WAS,NYG,K. Cousins
1036,2015,13,ARI,LA,C. Palmer
1038,2015,13,ATL,TB,M. Ryan
1039,2015,13,BAL,MIA,M. Schaub
1040,2015,13,BUF,HOU,T. Taylor
1041,2015,13,CAR,NO,C. Newton
1042,2015,13,CHI,SF,J. Cutler
1043,2015,13,CIN,CLE,A. Dalton
1045,2015,13,CLE,CIN,A. Davis
1046,2015,13,DAL,WAS,M. Cassel
1047,2015,13,DEN,LAC,B. Osweiler
1048,2015,13,DET,GB,M. Stafford
1049,2015,13,GB,DET,A. Rodgers
1050,2015,13,HOU,BUF,B. Hoyer
1052,2015,13,IND,PIT,M. Hasselbeck
1053,2015,13,JAX,TEN,B. Bortles
1054,2015,13,KC,LV,A. Smith
1056,2015,13,LA,ARI,N. Foles
1057,2015,13,LAC,DEN,P. Rivers
1058,2015,13,LV,KC,D. Carr
1059,2015,13,MIA,BAL,R. Tannehill
1060,2015,13,MIN,SEA,T. Bridgewater
1062,2015,13,NE,PHI,T. Brady
1063,2015,13,NO,CAR,D. Brees
1064,2015,13,NYG,NYJ,E. Manning
1065,2015,13,NYJ,NYG,R. Fitzpatrick
1066,2015,13,PHI,NE,S. Bradford
1067,2015,13,PIT,IND,B. Roethlisberger
1068,2015,13,SEA,MIN,R. Wilson
1070,2015,13,SF,CHI,B. Gabbert
1071,2015,13,TB,ATL,J. Winston
1072,2015,13,TEN,JAX,M. Mariota
1073,2015,13,WAS,DAL,K. Cousins
1074,2015,14,ARI,MIN,C. Palmer
1075,2015,14,ATL,CAR,M. Ryan
1077,2015,14,BAL,SEA,J. Clausen
1078,2015,14,BUF,PHI,T. Taylor
1079,2015,14,CAR,ATL,C. Newton
1081,2015,14,CHI,WAS,J. Cutler
1083,2015,14,CIN,PIT,A. McCarron
1084,2015,14,CLE,SF,J. Manziel
1085,2015,14,DAL,GB,M. Cassel
1086,2015,14,DEN,LV,B. Osweiler
1087,2015,14,DET,LA,M. Stafford
1088,2015,14,GB,DAL,A. Rodgers
1089,2015,14,HOU,NE,B. Hoyer
1092,2015,14,IND,JAX,M. Hasselbeck
1093,2015,14,JAX,IND,B. Bortles
1094,2015,14,KC,LAC,A. Smith
1095,2015,14,LA,DET,C. Keenum
1096,2015,14,LAC,KC,P. Rivers
1097,2015,14,LV,DEN,D. Carr
1098,2015,14,MIA,NYG,R. Tannehill
1099,2015,14,MIN,ARI,T. Bridgewater
1100,2015,14,NE,HOU,T. Brady
1101,2015,14,NO,TB,D. Brees
1102,2015,14,NYG,MIA,E. Manning
1103,2015,14,NYJ,TEN,R. Fitzpatrick
1104,2015,14,PHI,BUF,S. Bradford
1105,2015,14,PIT,CIN,B. Roethlisberger
1106,2015,14,SEA,BAL,R. Wilson
1108,2015,14,SF,CLE,B. Gabbert
1109,2015,14,TB,NO,J. Winston
1111,2015,14,TEN,NYJ,M. Mariota
1112,2015,14,WAS,CHI,K. Cousins
1113,2015,15,ARI,PHI,C. Palmer
1115,2015,15,ATL,JAX,M. Ryan
1116,2015,15,BAL,KC,J. Clausen
1117,2015,15,BUF,WAS,T. Taylor
1118,2015,15,CAR,NYG,C. Newton
1119,2015,15,CHI,MIN,J. Cutler
1120,2015,15,CIN,SF,A. McCarron
1121,2015,15,CLE,SEA,J. Manziel
1122,2015,15,DAL,NYJ,K. Moore
1124,2015,15,DEN,PIT,B. Osweiler
1125,2015,15,DET,NO,M. Stafford
1126,2015,15,GB,LV,A. Rodgers
1127,2015,15,HOU,IND,B. Weeden
1130,2015,15,IND,HOU,M. Hasselbeck
1131,2015,15,JAX,ATL,B. Bortles
1132,2015,15,KC,BAL,A. Smith
1133,2015,15,LA,TB,C. Keenum
1134,2015,15,LAC,MIA,P. Rivers
1135,2015,15,LV,GB,D. Carr
1136,2015,15,MIA,LAC,R. Tannehill
1137,2015,15,MIN,CHI,T. Bridgewater
1138,2015,15,NE,TEN,T. Brady
1139,2015,15,NO,DET,D. Brees
1140,2015,15,NYG,CAR,E. Manning
1141,2015,15,NYJ,DAL,R. Fitzpatrick
1142,2015,15,PHI,ARI,S. Bradford
1143,2015,15,PIT,DEN,B. Roethlisberger
1144,2015,15,SEA,CLE,R. Wilson
1145,2015,15,SF,CIN,B. Gabbert
1146,2015,15,TB,LA,J. Winston
1148,2015,15,TEN,NE,Z. Mettenberger
1149,2015,15,WAS,BUF,K. Cousins
1150,2015,16,ARI,GB,C. Palmer
1152,2015,16,ATL,CAR,M. Ryan
1153,2015,16,BAL,PIT,R. Mallett
1154,2015,16,BUF,DAL,T. Taylor
1155,2015,16,CAR,ATL,C. Newton
1156,2015,16,CHI,TB,J. Cutler
1157,2015,16,CIN,DEN,A. McCarron
1158,2015,16,CLE,KC,J. Manziel
1159,2015,16,DAL,BUF,K. Moore
1160,2015,16,DEN,CIN,B. Osweiler
1161,2015,16,DET,SF,M. Stafford
1162,2015,16,GB,ARI,A. Rodgers
1165,2015,16,HOU,TEN,B. Weeden
1167,2015,16,IND,MIA,M. Hasselbeck
1168,2015,16,JAX,NO,B. Bortles
1169,2015,16,KC,CLE,A. Smith
1170,2015,16,LA,SEA,C. Keenum
1171,2015,16,LAC,LV,P. Rivers
1172,2015,16,LV,LAC,D. Carr
1173,2015,16,MIA,IND,R. Tannehill
1174,2015,16,MIN,NYG,T. Bridgewater
1175,2015,16,NE,NYJ,T. Brady
1176,2015,16,NO,JAX,D. Brees
1177,2015,16,NYG,MIN,E. Manning
1179,2015,16,NYJ,NE,R. Fitzpatrick
1180,2015,16,PHI,WAS,S. Bradford
1181,2015,16,PIT,BAL,B. Roethlisberger
1182,2015,16,SEA,LA,R. Wilson
1183,2015,16,SF,DET,B. Gabbert
1184,2015,16,TB,CHI,J. Winston
1185,2015,16,TEN,HOU,Z. Mettenberger
1186,2015,16,WAS,PHI,K. Cousins
1187,2015,17,ARI,SEA,C. Palmer
1189,2015,17,ATL,NO,M. Ryan
1190,2015,17,BAL,CIN,R. Mallett
1191,2015,17,BUF,NYJ,T. Taylor
1192,2015,17,CAR,TB,C. Newton
1193,2015,17,CHI,DET,J. Cutler
1194,2015,17,CIN,BAL,A. McCarron
1195,2015,17,CLE,PIT,A. Davis
1196,2015,17,DAL,WAS,K. Moore
1197,2015,17,DEN,LAC,B. Osweiler
1199,2015,17,DET,CHI,M. Stafford
1200,2015,17,GB,MIN,A. Rodgers
1201,2015,17,HOU,JAX,B. Hoyer
1203,2015,17,IND,TEN,J. Freeman
1205,2015,17,JAX,HOU,B. Bortles
1206,2015,17,KC,LV,A. Smith
1208,2015,17,LA,SF,C. Keenum
1210,2015,17,LAC,DEN,P. Rivers
1211,2015,17,LV,KC,D. Carr
1212,2015,17,MIA,NE,R. Tannehill
1213,2015,17,MIN,GB,T. Bridgewater
1215,2015,17,NE,MIA,T. Brady
1216,2015,17,NO,ATL,D. Brees
1218,2015,17,NYG,PHI,E. Manning
1219,2015,17,NYJ,BUF,R. Fitzpatrick
1220,2015,17,PHI,NYG,S. Bradford
1221,2015,17,PIT,CLE,B. Roethlisberger
1222,2015,17,SEA,ARI,R. Wilson
1224,2015,17,SF,LA,B. Gabbert
1225,2015,17,TB,CAR,J. Winston
1226,2015,17,TEN,IND,A. Tanney
1229,2015,17,WAS,DAL,K. Cousins
1230,2015,18,CIN,PIT,A. McCarron
1231,2015,18,GB,WAS,A. Rodgers
1232,2015,18,HOU,KC,B. Hoyer
1233,2015,18,KC,HOU,A. Smith
1234,2015,18,MIN,SEA,T. Bridgewater
1235,2015,18,PIT,CIN,B. Roethlisberger
1237,2015,18,SEA,MIN,R. Wilson
1238,2015,18,WAS,GB,K. Cousins
1239,2015,19,ARI,GB,C. Palmer
1240,2015,19,CAR,SEA,C. Newton
1241,2015,19,DEN,PIT,P. Manning
1242,2015,19,GB,ARI,A. Rodgers
1243,2015,19,KC,NE,A. Smith
1244,2015,19,NE,KC,T. Brady
1245,2015,19,PIT,DEN,B. Roethlisberger
1246,2015,19,SEA,CAR,R. Wilson
1247,2015,20,ARI,CAR,C. Palmer
1249,2015,20,CAR,ARI,C. Newton
1250,2015,20,DEN,NE,P. Manning
1251,2015,20,NE,DEN,T. Brady
1252,2015,21,CAR,DEN,C. Newton
1253,2015,21,DEN,CAR,P. Manning
1254,2016,1,ARI,NE,C. Palmer
1255,2016,1,ATL,TB,M. Ryan
1256,2016,1,BAL,BUF,J. Flacco
1257,2016,1,BUF,BAL,T. Taylor
1258,2016,1,CAR,DEN,C. Newton
1259,2016,1,CHI,HOU,J. Cutler
1260,2016,1,CIN,NYJ,A. Dalton
1261,2016,1,CLE,PHI,R. Griffin
1262,2016,1,DAL,NYG,D. Prescott
1263,2016,1,DEN,CAR,T. Siemian
1264,2016,1,DET,IND,M. Stafford
1265,2016,1,GB,JAX,A. Rodgers
1266,2016,1,HOU,CHI,B. Osweiler
1267,2016,1,IND,DET,A. Luck
1268,2016,1,JAX,GB,B. Bortles
1269,2016,1,KC,LAC,A. Smith
1270,2016,1,LA,SF,C. Keenum
1271,2016,1,LAC,KC,P. Rivers
1272,2016,1,LV,NO,D. Carr
1273,2016,1,MIA,SEA,R. Tannehill
1274,2016,1,MIN,TEN,S. Hill
1275,2016,1,NE,ARI,J. Garoppolo
1276,2016,1,NO,LV,D. Brees
1277,2016,1,NYG,DAL,E. Manning
1278,2016,1,NYJ,CIN,R. Fitzpatrick
1279,2016,1,PHI,CLE,C. Wentz
1280,2016,1,PIT,WAS,B. Roethlisberger
1281,2016,1,SEA,MIA,R. Wilson
1282,2016,1,SF,LA,B. Gabbert
1283,2016,1,TB,ATL,J. Winston
1284,2016,1,TEN,MIN,M. Mariota
1285,2016,1,WAS,PIT,K. Cousins
1286,2016,2,ARI,TB,C. Palmer
1288,2016,2,ATL,LV,M. Ryan
1289,2016,2,BAL,CLE,J. Flacco
1291,2016,2,BUF,NYJ,T. Taylor
1292,2016,2,CAR,SF,C. Newton
1294,2016,2,CHI,PHI,J. Cutler
1295,2016,2,CIN,PIT,A. Dalton
1296,2016,2,CLE,BAL,J. McCown
1297,2016,2,DAL,WAS,D. Prescott
1298,2016,2,DEN,IND,T. Siemian
1299,2016,2,DET,TEN,M. Stafford
1300,2016,2,GB,MIN,A. Rodgers
1301,2016,2,HOU,KC,B. Osweiler
1302,2016,2,IND,DEN,A. Luck
1303,2016,2,JAX,LAC,B. Bortles
1304,2016,2,KC,HOU,A. Smith
1305,2016,2,LA,SEA,C. Keenum
1307,2016,2,LAC,JAX,P. Rivers
1308,2016,2,LV,ATL,D. Carr
1309,2016,2,MIA,NE,R. Tannehill
1310,2016,2,MIN,GB,S. Bradford
1312,2016,2,NE,MIA,J. Garoppolo
1313,2016,2,NO,NYG,D. Brees
1314,2016,2,NYG,NO,E. Manning
1315,2016,2,NYJ,BUF,R. Fitzpatrick
1316,2016,2,PHI,CHI,C. Wentz
1317,2016,2,PIT,CIN,B. Roethlisberger
1318,2016,2,SEA,LA,R. Wilson
1319,2016,2,SF,CAR,B. Gabbert
1320,2016,2,TB,ARI,J. Winston
1321,2016,2,TEN,DET,M. Mariota
1322,2016,2,WAS,DAL,K. Cousins
1323,2016,3,ARI,BUF,C. Palmer
1324,2016,3,ATL,NO,M. Ryan
1325,2016,3,BAL,JAX,J. Flacco
1326,2016,3,BUF,ARI,T. Taylor
1327,2016,3,CAR,MIN,C. Newton
1329,2016,3,CHI,DAL,B. Hoyer
1330,2016,3,CIN,DEN,A. Dalton
1331,2016,3,CLE,MIA,C. Kessler
1333,2016,3,DAL,CHI,D. Prescott
1334,2016,3,DEN,CIN,T. Siemian
1335,2016,3,DET,GB,M. Stafford
1336,2016,3,GB,DET,A. Rodgers
1337,2016,3,HOU,NE,B. Osweiler
1338,2016,3,IND,LAC,A. Luck
1339,2016,3,JAX,BAL,B. Bortles
1340,2016,3,KC,NYJ,A. Smith
1341,2016,3,LA,TB,C. Keenum
1342,2016,3,LAC,IND,P. Rivers
1343,2016,3,LV,TEN,D. Carr
1344,2016,3,MIA,CLE,R. Tannehill
1345,2016,3,MIN,CAR,S. Bradford
1346,2016,3,NE,HOU,J. Brissett
1347,2016,3,NO,ATL,D. Brees
1348,2016,3,NYG,WAS,E. Manning
1349,2016,3,NYJ,KC,R. Fitzpatrick
1350,2016,3,PHI,PIT,C. Wentz
1351,2016,3,PIT,PHI,B. Roethlisberger
1352,2016,3,SEA,SF,R. Wilson
1354,2016,3,SF,SEA,B. Gabbert
1355,2016,3,TB,LA,J. Winston
1356,2016,3,TEN,LV,M. Mariota
1357,2016,3,WAS,NYG,K. Cousins
1359,2016,4,ARI,LA,C. Palmer
1361,2016,4,ATL,CAR,M. Ryan
1362,2016,4,BAL,LV,J. Flacco
1363,2016,4,BUF,NE,T. Taylor
1364,2016,4,CAR,ATL,C. Newton
1366,2016,4,CHI,DET,B. Hoyer
1367,2016,4,CIN,MIA,A. Dalton
1368,2016,4,CLE,WAS,C. Kessler
1369,2016,4,DAL,SF,D. Prescott
1370,2016,4,DEN,TB,P. Lynch
1372,2016,4,DET,CHI,M. Stafford
1373,2016,4,HOU,TEN,B. Osweiler
1374,2016,4,IND,JAX,A. Luck
1375,2016,4,JAX,IND,B. Bortles
1376,2016,4,KC,PIT,A. Smith
1377,2016,4,LA,ARI,C. Keenum
1378,2016,4,LAC,NO,P. Rivers
1379,2016,4,LV,BAL,D. Carr
1380,2016,4,MIA,CIN,R. Tannehill
1381,2016,4,MIN,NYG,S. Bradford
1382,2016,4,NE,BUF,J. Brissett
1383,2016,4,NO,LAC,D. Brees
1384,2016,4,NYG,MIN,E. Manning
1385,2016,4,NYJ,SEA,R. Fitzpatrick
1386,2016,4,PIT,KC,B. Roethlisberger
1387,2016,4,SEA,NYJ,R. Wilson
1388,2016,4,SF,DAL,B. Gabbert
1389,2016,4,TB,DEN,J. Winston
1390,2016,4,TEN,HOU,M. Mariota
1391,2016,4,WAS,CLE,K. Cousins
1392,2016,5,ARI,SF,D. Stanton
1393,2016,5,ATL,DEN,M. Ryan
1394,2016,5,BAL,WAS,J. Flacco
1396,2016,5,BUF,LA,T. Taylor
1397,2016,5,CAR,TB,D. Anderson
1398,2016,5,CHI,IND,B. Hoyer
1399,2016,5,CIN,DAL,A. Dalton
1401,2016,5,CLE,NE,C. Whitehurst
1403,2016,5,DAL,CIN,D. Prescott
1404,2016,5,DEN,ATL,P. Lynch
1405,2016,5,DET,PHI,M. Stafford
1406,2016,5,GB,NYG,A. Rodgers
1407,2016,5,HOU,MIN,B. Osweiler
1408,2016,5,IND,CHI,A. Luck
1409,2016,5,LA,BUF,C. Keenum
1410,2016,5,LAC,LV,P. Rivers
1411,2016,5,LV,LAC,D. Carr
1412,2016,5,MIA,TEN,R. Tannehill
1413,2016,5,MIN,HOU,S. Bradford
1415,2016,5,NE,CLE,T. Brady
1416,2016,5,NYG,GB,E. Manning
1417,2016,5,NYJ,PIT,R. Fitzpatrick
1418,2016,5,PHI,DET,C. Wentz
1419,2016,5,PIT,NYJ,B. Roethlisberger
1420,2016,5,SF,ARI,B. Gabbert
1421,2016,5,TB,CAR,J. Winston
1422,2016,5,TEN,MIA,M. Mariota
1423,2016,5,WAS,BAL,K. Cousins
1424,2016,6,ARI,NYJ,C. Palmer
1426,2016,6,ATL,SEA,M. Ryan
1427,2016,6,BAL,NYG,J. Flacco
1429,2016,6,BUF,SF,T. Taylor
1430,2016,6,CAR,NO,C. Newton
1431,2016,6,CHI,JAX,B. Hoyer
1432,2016,6,CIN,NE,A. Dalton
1433,2016,6,CLE,TEN,C. Kessler
1435,2016,6,DAL,GB,D. Prescott
1436,2016,6,DEN,LAC,T. Siemian
1437,2016,6,DET,LA,M. Stafford
1438,2016,6,GB,DAL,A. Rodgers
1439,2016,6,HOU,IND,B. Osweiler
1440,2016,6,IND,HOU,A. Luck
1441,2016,6,JAX,CHI,B. Bortles
1442,2016,6,KC,LV,A. Smith
1444,2016,6,LA,DET,C. Keenum
1445,2016,6,LAC,DEN,P. Rivers
1446,2016,6,LV,KC,D. Carr
1447,2016,6,MIA,PIT,R. Tannehill
1448,2016,6,NE,CIN,T. Brady
1449,2016,6,NO,CAR,D. Brees
1450,2016,6,NYG,BAL,E. Manning
1452,2016,6,NYJ,ARI,R. Fitzpatrick
1453,2016,6,PHI,WAS,C. Wentz
1454,2016,6,PIT,MIA,B. Roethlisberger
1456,2016,6,SEA,ATL,R. Wilson
1457,2016,6,SF,BUF,C. Kaepernick
1458,2016,6,TEN,CLE,M. Mariota
1459,2016,6,WAS,PHI,K. Cousins
1460,2016,7,ARI,SEA,C. Palmer
1461,2016,7,ATL,LAC,M. Ryan
1462,2016,7,BAL,NYJ,J. Flacco
1463,2016,7,BUF,MIA,T. Taylor
1465,2016,7,CHI,GB,M. Barkley
1466,2016,7,CIN,CLE,A. Dalton
1468,2016,7,CLE,CIN,K. Hogan
1469,2016,7,DEN,HOU,T. Siemian
1470,2016,7,DET,WAS,M. Stafford
1471,2016,7,GB,CHI,A. Rodgers
1472,2016,7,HOU,DEN,B. Osweiler
1473,2016,7,IND,TEN,A. Luck
1474,2016,7,JAX,LV,B. Bortles
1475,2016,7,KC,NO,A. Smith
1476,2016,7,LA,NYG,C. Keenum
1477,2016,7,LAC,ATL,P. Rivers
1479,2016,7,LV,JAX,D. Carr
1480,2016,7,MIA,BUF,R. Tannehill
1481,2016,7,MIN,PHI,S. Bradford
1482,2016,7,NE,PIT,T. Brady
1483,2016,7,NO,KC,D. Brees
1484,2016,7,NYG,LA,E. Manning
1486,2016,7,NYJ,BAL,R. Fitzpatrick
1487,2016,7,PHI,MIN,C. Wentz
1488,2016,7,PIT,NE,L. Jones
